"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1663772648.1,0,2022-09-21 10:04:08,10:04:08,5,"a_n_350_139","ozzie",1663772640.1,0.00317577424373253,3.17577424373254,16.3535811549625,398.09043156532,247.779092829336,22.462640204868,36.0892520476356,0.191040948155268,2.77291579061314,0.184018531208167,0.115621011703451,321.508420014032,25.369255485943,25.369255485943,3.25035415092265,56.894539800182,1.72878781501067,3.03858300125515,1.52156633591198,-140.051644148605,-168.687043345689,-12.8426317453963,-0.0728992256586594,16.3954120590076,3.14267312999546,16.3535811549625,425.829863423905,405.858078787879,0.00954819136353123,65.1143932123856,3.17577424373254,15.4258646824817,19.1154696969697,0.00528746880265258,123.056454212484,0,0,1,0,48531,1999.98516129032,1681.18483510672,0.840598654253052,0.160755402708391,6,0.5,"0: Broadleaf",2,TRUE,1663772640.1,398.090451612903,419.261548387097,19.0697741935484,15.3713,391.743870967742,18.8051193548387,500.110516129032,90.5560096774193,0.0999046225806451,24.240864516129,24.8879193548387,999.9,0,0,10085.1612903226,0,11.4741,-21.1710548387097,405.829483870968,425.806677419355,3.69848322580645,419.261548387097,15.3713,1.72688290322581,1.39196258064516,15.1401967741935,11.8302741935484,1999.98516129032,0.979996,0.0200038,0,959.360548387097,5.00063,18984.7193548387,17256.7483870968,38.433,38.5,37.887,37.875,39.187,1955.07516129032,39.91,0,1663772645.1,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-21.1963325,0.243477298311448,0.119197815390006,0,3.703026,-0.177975759849909,0.0267849904610773,0,0,2,"0/2",2.9748,2.75489,0.0869273,0.0916805,0.0882906,0.0764996,35618.6,38625.7,35350.5,38566.5,45695.7,51435.4,55246,61851.7,1.9956,1.8624,0.111461,0,23.1416,999.9,67.043,25.901,24.834,57.7174,49.9359,1,-0.0621545,1.61898,20.1398,5.19932,12.0076,4.976,3.294,9999,9999,702.1,9999,1.86279,1.86774,1.86752,1.86859,1.86951,1.86554,1.86664,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.347,0.2666,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.3,51583.3,1.01318,2.58423,1.54785,2.30957,1.34644,2.42065,30.3724,15.8394,18,504.206,417.526,20.2036,26.3575,30,26.2846,26.2212,20.2924,43.1575,80.8551,20.2314,419.528,15.5882,102.492,102.958,6
2,1663772653.1,5,2022-09-21 10:04:13,10:04:13,5,"a_n_350_139","ozzie",1663772645.25517,0.00312232096550904,3.12232096550904,16.5665128902891,398.072910758889,243.425932766541,22.0681199836411,36.0878590749387,0.18759206450057,2.77463838351408,0.180820117732998,0.113600639098185,321.506605651402,25.3857629528697,25.3857629528697,3.25354552429274,56.9642630115465,1.73116814787146,3.03904247391133,1.52237737642128,-137.694354578949,-170.883915813431,-13.0030563824929,-0.0747211234703968,16.0717926501518,3.12596079714929,16.5665128902891,425.415111566979,405.635490909091,-0.0855475346747397,65.1143932123856,3.12232096550904,15.4420647764669,19.1158145454545,8.55937134069356e-05,123.056454212484,0,0,1,0,48561,1999.97379310345,1681.17528582974,0.840598657655902,0.160755409275892,6,0.5,"0: Broadleaf",2,TRUE,1663772645.25517,398.072931034483,418.848689655172,19.0959275862069,15.4170482758621,391.726482758621,18.8301827586207,500.08724137931,90.5565344827586,0.0998706620689655,24.2433862068965,24.8845655172414,999.9,0,0,10095.3448275862,0,11.4741,-20.7757344827586,405.822482758621,425.407172413793,3.67888275862069,418.848689655172,15.4170482758621,1.72926137931034,1.39611379310345,15.1616068965517,11.8754586206897,1999.97379310345,0.979996,0.0200038,0,955.140655172414,5.00063,18901.7275862069,17256.6413793103,38.437,38.5,37.8942413793103,37.875,39.182724137931,1955.06379310345,39.91,0,1663772649.9,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-20.9738425,3.03046716697939,0.66014461706792,0,3.69447275,-0.188545103189489,0.0276707559516812,0,0,2,"0/2",2.97294,2.75455,0.0868555,0.0908091,0.088296,0.0767731,35621.3,38663.5,35350.4,38567.3,45695,51420.3,55245.4,61851.9,1.9956,1.8624,0.104785,0,23.1357,999.9,67.019,25.921,24.8565,56.7974,49.6755,1,-0.0617073,1.70033,20.1387,5.19932,12.0076,4.976,3.2932,9999,9999,702.1,9999,1.86279,1.86771,1.86752,1.86859,1.86951,1.86554,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.344,0.2667,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.4,51583.4,0.98877,2.57935,1.54785,2.30835,1.34644,2.39746,30.3724,15.8394,18,504.226,417.542,20.2655,26.3597,30.0005,26.2869,26.2234,19.7765,42.5725,80.4807,20.3046,399.261,15.6816,102.491,102.959,6
3,1663772658.1,10,2022-09-21 10:04:18,10:04:18,5,"a_n_350_139","ozzie",1663772650.33214,0.00307327402883713,3.07327402883714,16.2341336219576,397.223872857731,242.88576430937,22.0192712115083,36.0110861705313,0.184120078222136,2.77179567239377,0.177585352053009,0.111558641904177,321.509135272098,25.4129980850155,25.4129980850155,3.25881685194653,56.9848889373869,1.73311262439226,3.04135474633731,1.52570422755427,-135.531384671718,-172.883076920502,-13.1713193318188,-0.0766456519411634,13.3927402116932,3.0936558883822,16.2341336219576,413.992735082035,400.347,-1.28711520275681,65.1143932123856,3.07327402883714,15.5852480537701,19.1463842424242,0.00615726503064784,123.056454212484,0,0,1,0,48325,1999.98964285714,1681.18859962285,0.840598652911591,0.160755400119371,6,0.5,"0: Broadleaf",2,TRUE,1663772650.33214,397.223892857143,414.766464285714,19.1172714285714,15.4765535714286,390.882714285714,18.8506357142857,500.095928571429,90.5570142857143,0.0998888642857143,24.2560714285714,24.8848214285714,999.9,0,0,10078.3928571429,0,11.4741,-17.5425775,404.965714285714,421.286107142857,3.64072428571429,414.766464285714,15.4765535714286,1.73120321428571,1.40150964285714,15.1790714285714,11.9338428571429,1999.98964285714,0.979996214285714,0.0200035714285714,0,951.082392857143,5.00063,18821.3857142857,17256.7821428571,38.437,38.5,37.9104285714286,37.875,39.1825714285714,1955.07964285714,39.91,0,1663772655.3,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-18.5624456097561,34.5961314982578,4.26545043739445,0,3.65433951219512,-0.439755470383277,0.0558121678293437,0,0,2,"0/2",2.97428,2.75396,0.0858604,0.0882301,0.0883993,0.0772507,35659.6,38772.9,35349.9,38567,45689.3,51393.1,55245,61851.4,1.9958,1.8634,0.104129,0,23.1311,999.9,66.97,25.921,24.8357,56.1174,49.7276,1,-0.0618902,1.64471,20.1392,5.19812,12.0076,4.9756,3.294,9999,9999,702.1,9999,1.86279,1.86771,1.86752,1.86859,1.86951,1.86554,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.308,0.2681,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.5,51583.5,0.959473,2.58423,1.54785,2.30957,1.34644,2.35107,30.3939,15.8394,18,504.359,418.128,20.3308,26.3597,30.0001,26.2869,26.2255,19.185,42.284,80.4807,20.4142,379.125,15.7472,102.49,102.958,6
4,1663772663.1,15,2022-09-21 10:04:23,10:04:23,5,"a_n_350_139","ozzie",1663772655.6,0.00307044357571286,3.07044357571286,15.6910990320126,393.382795387116,243.835087080147,22.1054274691917,35.6630169808151,0.183972739470265,2.7662085163716,0.177435594089724,0.111465230711337,321.510788272102,25.4239320826288,25.4239320826288,3.2609352124513,57.0321776692049,1.73538092644369,3.04281021234917,1.52555428600761,-135.406561688937,-172.975065496338,-13.2062032242603,-0.0770421374336081,8.40255052207204,3.04094560655285,15.6910990320126,397.467029868479,389.444187878788,-2.32786862222213,65.1143932123856,3.07044357571286,15.6946940808152,19.2048575757576,0.0114105983639854,123.056454212484,0,0,1,0,48242,2000,1681.19729962285,0.840598649811425,0.160755394136051,6,0.5,"0: Broadleaf",2,TRUE,1663772655.6,393.382814814815,404.898888888889,19.1422111111111,15.5637037037037,387.065444444444,18.8745407407407,500.108259259259,90.5574037037037,0.0998832925925926,24.2640518518519,24.8744111111111,999.9,0,0,10045.1851851852,0,11.4741,-11.5161266666667,401.059777777778,411.298962962963,3.57850777777778,404.898888888889,15.5637037037037,1.73346888888889,1.40940851851852,15.1994037037037,12.0189407407407,2000,0.979996333333333,0.0200034444444444,0,946.737814814815,5.00063,18735.5666666667,17256.8777777778,38.4324074074074,38.5,37.9232222222222,37.875,39.1824074074074,1955.09,39.91,0,1663772660.1,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-14.67298125,68.9620870919325,7.01822513708565,0,3.61104675,-0.740449193245775,0.077742496402788,0,0,2,"0/2",2.97334,2.75398,0.0839335,0.0853476,0.0885673,0.0775409,35735,38895.4,35350.1,38566.9,45680.5,51377.1,55244.7,61851.8,1.9954,1.863,0.113189,0,23.126,999.9,66.921,25.932,24.8377,56.0374,50.0881,1,-0.0620122,1.48481,20.1405,5.19932,12.0088,4.976,3.2934,9999,9999,702.1,9999,1.86279,1.86771,1.86752,1.86859,1.86951,1.86554,1.86661,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.239,0.2704,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.6,51583.6,0.925293,2.6001,1.54785,2.30713,1.34644,2.27051,30.3939,15.8307,18,504.114,417.917,20.4336,26.3597,30.0001,26.2891,26.2278,18.4996,42.284,80.0934,20.4908,365.301,15.7771,102.49,102.958,6
5,1663772668.1,20,2022-09-21 10:04:28,10:04:28,5,"a_n_350_139","ozzie",1663772660.31429,0.00304257300169815,3.04257300169816,15.238653600422,385.805802422016,238.801597946673,21.6490723833704,34.976054659499,0.181706267188658,2.75932837227043,0.175310889099687,0.110125152302352,321.511358272103,25.4630039036978,25.4630039036978,3.26851484888955,57.0390958432655,1.73858268241007,3.04805442075628,1.52993216647948,-134.177469374889,-174.083786744527,-13.3285416702888,-0.0784395176015664,3.22502064982479,3.00035828833243,15.238653600422,381.051644733759,375.777266666667,-2.78921887211115,65.1143932123856,3.04257300169816,15.7082989482876,19.2356054545455,0.00584990417945002,123.056454212484,0,0,1,0,48084,2000.00357142857,1681.20029962285,0.84059864874241,0.160755392072851,6,0.5,"0: Broadleaf",2,TRUE,1663772660.31429,385.805821428571,391.063678571429,19.1775571428571,15.6470035714286,379.5355,18.9084178571429,500.117392857143,90.557125,0.100025410714286,24.2927785714286,24.9142857142857,999.9,0,0,10004.4642857143,0,11.4741,-5.25787221428571,393.348857142857,397.278857142857,3.53055821428572,391.063678571429,15.6470035714286,1.73666357142857,1.41694714285714,15.22805,12.1000678571429,2000.00357142857,0.979996428571429,0.0200033428571429,0,942.248035714286,5.00063,18646.6214285714,17256.9214285714,38.4281428571429,38.5,37.9303571428571,37.875,39.1781428571429,1955.09357142857,39.91,0,1663772664.9,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-10.2725029756098,80.5050357909407,8.06202201441848,0,3.57688414634146,-0.728707317073166,0.0786171444088564,0,0,2,"0/2",2.97425,2.75398,0.08154,0.082479,0.0886719,0.0775498,35828.2,39017.3,35350,38566.9,45675.4,51375.6,55245.1,61850.6,1.9948,1.8634,0.113487,0,23.1202,999.9,66.872,25.932,24.8177,56.9474,49.6034,1,-0.0619512,1.46486,20.1408,5.19932,12.0064,4.9752,3.294,9999,9999,702.1,9999,1.86279,1.86768,1.86752,1.86859,1.86951,1.86554,1.86661,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.154,0.2716,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.7,51583.7,0.893555,2.59277,1.54785,2.30835,1.34644,2.36694,30.3939,15.8307,18,503.737,418.161,20.5169,26.3597,30.0001,26.2913,26.23,17.8665,41.4609,80.0934,19.6949,351.799,15.9966,102.491,102.957,6
6,1663772673.1,25,2022-09-21 10:04:33,10:04:33,5,"a_n_350_139","ozzie",1663772665.6,0.00284663008403438,2.84663008403438,14.412284084458,373.446611930602,224.035656407406,20.310344076642,33.8554554404224,0.16818630079868,2.75103969136035,0.162675765702104,0.102152412658606,321.507832716539,25.5461489386184,25.5461489386184,3.28469559947019,57.072618924013,1.74229477244926,3.05276821932592,1.54240082702093,-125.536386705916,-182.068250032185,-13.9895397096021,-0.0863437311637369,-0.864918394391874,2.94291621947505,14.412284084458,363.607060012982,360.616387878788,-3.05763782781684,65.1143932123856,2.84663008403438,15.9142388638021,19.2538139393939,0.00108160287399465,123.056454212484,0,0,1,0,49076,1999.98148148148,1681.18174406729,0.840598655354529,0.16075540483424,6,0.5,"0: Broadleaf",2,TRUE,1663772665.6,373.44662962963,373.727481481481,19.2185888888889,15.7558555555556,367.253,18.9477407407407,500.129333333333,90.5565925925926,0.100155544444444,24.318562962963,24.9847740740741,999.9,0,0,9955.55555555556,0,11.4781888888889,-0.280918222222222,380.763925925926,379.708851851852,3.4627362962963,373.727481481481,15.7558555555556,1.74036962962963,1.42679592592593,15.2612407407407,12.2051962962963,1999.98148148148,0.979996333333333,0.0200034444444444,0,936.028481481481,5.00063,18521.9296296296,17256.7185185185,38.414037037037,38.5,37.9255185185185,37.875,39.1801111111111,1955.07148148148,39.91,0,1663772669.7,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-3.59680468292683,57.307875804878,5.94658051495976,0,3.49658195121951,-0.691320209059231,0.0833011602478127,0,0,2,"0/2",2.97317,2.75362,0.0789136,0.0796102,0.0887226,0.0785595,35930.3,39138.2,35349.7,38565.8,45672.3,51319.2,55244.5,61850.8,1.9944,1.8634,0.115156,0,23.1155,999.9,66.872,25.942,24.8307,57.0774,49.3069,1,-0.0470935,4.13908,20.0944,5.20052,12.0099,4.976,3.294,9999,9999,702.1,9999,1.86279,1.86768,1.86749,1.86859,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.062,0.2723,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.8,51583.7,0.860596,2.58911,1.54785,2.30835,1.34644,2.42554,30.3939,15.8044,18,503.493,418.178,19.8105,26.3597,30.0081,26.2935,26.2322,17.1907,41.1828,79.7225,19.6491,331.647,16.1052,102.49,102.956,6
7,1663772678.1,30,2022-09-21 10:04:38,10:04:38,5,"a_n_350_139","ozzie",1663772670.31429,0.00274236548765463,2.74236548765464,13.7930025671164,360.315804188312,211.806443722458,19.2015739393175,32.6648728623779,0.16142363031895,2.75387168923217,0.156345178936985,0.0981587064618941,321.507083272093,25.5753678780439,25.5753678780439,3.29039845410246,57.1361323987736,1.74440331617056,3.05306509722384,1.5459951379319,-120.93831800557,-186.352792047506,-14.3062491721524,-0.0902759531347499,-2.85761004593023,2.87042084495369,13.7930025671164,347.218960606993,345.299387878788,-3.12440275521677,65.1143932123856,2.74236548765464,16.0292715759835,19.254496969697,0.00015833668988557,123.056454212484,0,0,1,0,48136,1999.97678571429,1681.17779962285,0.840598656760118,0.160755407547027,6,0.5,"0: Broadleaf",2,TRUE,1663772670.31429,360.315821428571,358.128357142857,19.2419571428571,15.8645928571429,354.20375,18.9701357142857,500.127571428571,90.5561321428571,0.100099092857143,24.3201857142857,25.00885,999.9,0,0,9972.32142857143,0,11.4780428571429,2.18736278571429,367.38475,363.899535714286,3.37736571428571,358.128357142857,15.8645928571429,1.74247678571429,1.43663535714286,15.2800964285714,12.30945,1999.97678571429,0.979996321428572,0.0200034571428571,0,929.171821428571,5.00063,18385.2607142857,17256.6714285714,38.4148571428571,38.5,37.9082142857143,37.875,39.1715,1955.06678571429,39.91,0,1663772675.1,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,-0.183448097560976,36.4128418536585,3.76268202293003,0,3.42625634146341,-1.00526069686411,0.11563743532088,0,0,2,"0/2",2.97375,2.75356,0.0761618,0.0764337,0.088728,0.0787212,36036.6,39272.4,35348.7,38565,45670.9,51307.9,55243.2,61848.1,1.9952,1.8632,0.108898,0,23.1116,999.9,66.829,25.942,24.8179,56.7874,49.4351,1,-0.0523984,3.21887,20.1155,5.19932,12.0064,4.9752,3.2938,9999,9999,702.1,9999,1.86279,1.86768,1.86752,1.86859,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,5.968,0.2724,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.8,51583.8,0.827637,2.58667,1.54785,2.30835,1.34644,2.3999,30.3939,15.8132,18,504.023,418.067,19.5645,26.3597,30,26.2935,26.233,16.552,40.869,79.7225,19.6297,318.159,16.2235,102.487,102.953,6
8,1663772683.1,35,2022-09-21 10:04:43,10:04:43,5,"a_n_350_139","ozzie",1663772675.6,0.00274211634702985,2.74211634702985,13.0705478772636,344.580576459964,204.142228151537,18.5067600821618,31.2383680498667,0.16186921690227,2.75837040834315,0.156771212770054,0.098426668570345,321.507005160982,25.560441296949,25.560441296949,3.28748405427903,57.2273798570043,1.74581761328736,3.05066843467181,1.54166644099166,-120.927330904017,-186.386217508477,-14.2834624650486,-0.0900057165605403,-4.28682587781608,2.75858185050588,13.0705478772636,330.075901792772,329.339387878788,-3.18818566781205,65.1143932123856,2.74211634702985,16.15077696799,19.2910866666667,0.00954500442321281,123.056454212484,0,0,1,0,48617,1999.9762962963,1681.17738851174,0.840598656906616,0.160755407829769,6,0.5,"0: Broadleaf",2,TRUE,1663772675.6,344.580592592593,340.578,19.257562962963,16.0117703703704,338.566592592593,18.9850814814815,500.116666666667,90.5563,0.0999069481481482,24.3070814814815,24.9940111111111,999.9,0,0,9998.88888888889,0,11.4781888888889,4.00246703703704,351.346444444445,346.118481481482,3.24578703703704,340.578,16.0117703703704,1.74389296296296,1.4499662962963,15.2927481481481,12.450162962963,1999.9762962963,0.979996333333333,0.0200034444444444,0,920.701518518518,5.00063,18215.7111111111,17256.662962963,38.4117407407407,38.5,37.897962962963,37.875,39.1732222222222,1955.0662962963,39.91,0,1663772679.9,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.86478336585366,20.8449716236934,2.15626750488825,0,3.32366097560976,-1.46979386759581,0.150446189323542,0,0,2,"0/2",2.97275,2.75445,0.0732734,0.0735751,0.0888587,0.0792257,36149,39393.7,35348.5,38564.8,45664.3,51279.2,55243.3,61847.6,1.9944,1.8634,0.116974,0,23.1058,999.9,66.756,25.942,24.789,56.2274,49.9439,1,-0.0561179,2.62787,20.1265,5.20052,12.0099,4.976,3.2938,9999,9999,702.1,9999,1.86279,1.86768,1.86752,1.86859,1.86951,1.86554,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,5.87,0.274,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51583.9,51583.9,0.799561,2.59888,1.54785,2.30957,1.34644,2.28394,30.3939,15.8132,18,503.514,418.195,19.5192,26.3597,29.9979,26.2957,26.2344,15.9084,40.5756,79.342,19.6444,297.985,16.3072,102.487,102.952,6
9,1663772688.1,40,2022-09-21 10:04:48,10:04:48,5,"a_n_350_139","ozzie",1663772680.31429,0.00274943299289542,2.74943299289542,12.4069976935361,330.236091642602,197.614908779022,17.9149787391923,29.9378857457904,0.162872843276798,2.76184336693089,0.157718778178023,0.0990237222132977,321.507824272095,25.5451219485879,25.5451219485879,3.28449531218152,57.3396067408144,1.74799871056836,3.04850139358233,1.53649660161316,-121.249994986688,-186.105280502938,-14.24205001486,-0.0895012323915978,-5.08813493059548,2.68873444865308,12.4069976935361,314.370249238664,313.998254545455,-3.09517430529369,65.1143932123856,2.74943299289542,16.2056925830326,19.3424715151515,0.0108696883441414,123.056454212484,0,0,1,0,47933,1999.98142857143,1681.18169962285,0.840598655370366,0.160755404864807,6,0.5,"0: Broadleaf",2,TRUE,1663772680.31429,330.236107142857,325.197071428571,19.2816642857143,16.1181642857143,324.31175,19.0081714285714,500.121607142857,90.5560892857143,0.0999186535714286,24.295225,24.9903535714286,999.9,0,0,10019.4642857143,0,11.4741,5.03903285714286,336.728392857143,330.523392857143,3.16348928571429,325.197071428571,16.1181642857143,1.74607071428571,1.45959785714286,15.3121714285714,12.5511892857143,1999.98142857143,0.979996428571429,0.0200033428571429,0,912.868107142857,5.00063,18060.2964285714,17256.7178571429,38.4148571428571,38.5,37.8927142857143,37.875,39.1648571428571,1955.07142857143,39.91,0,1663772684.7,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,4.07823214634146,14.2612595121951,1.51369273901741,0,3.24742804878049,-1.27644585365854,0.135239735487501,0,0,2,"0/2",2.97343,2.75392,0.0704277,0.0704023,0.0890339,0.0795333,36261.2,39529.5,35349.7,38565.6,45656.4,51263.9,55244.6,61849.9,1.9948,1.8634,0.112653,0,23.098,999.9,66.707,25.942,24.7682,56.6874,50.0321,1,-0.0582114,2.27412,20.1323,5.19932,12.0064,4.9756,3.294,9999,9999,702.1,9999,1.86279,1.86771,1.86749,1.86859,1.86951,1.86554,1.86664,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,5.775,0.2764,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51584,51584,0.76416,2.60498,1.54785,2.30957,1.34644,2.2522,30.3939,15.8132,18,503.799,418.211,19.5651,26.3597,29.9982,26.2979,26.2365,15.268,40.2789,79.342,19.5974,284.553,16.3642,102.49,102.955,6
