"id","co2","inoc","n.trt","rep","Vcmax","Jmax","Rd","tLeaf","vcmax25","jmax25","jmax25.vcmax25","tla","focal_biomass","leaf_biomass","chlor_biomass","stem_biomass","root_biomass","nodule_biomass","total_biomass","bvr"
"a_n_0_109","a","n","0","109",93.6243213954327,151.892785939821,3.82586037882514,24.9826930953403,93.7638541979378,152.046599939757,1.62159076373698,129.97,NA,NA,NA,NA,NA,NA,0,0
"a_n_0_110","a","n","0","110",7.30202629218653,13.8180736765292,-0.0243280283583214,25.0026993769623,7.30033105148926,13.8158934998993,1.89250232660077,29.12,NA,NA,NA,NA,NA,NA,0,0
"a_n_0_111","a","n","0","111",10.0892450781867,18.9129078029087,0.677002117941935,24.9866184467496,10.1008683058193,18.9277129995912,1.87386989182768,22.67,NA,NA,NA,NA,NA,NA,0,0
"a_n_0_112","a","n","0","112",115.48746395552,189.96404714901,4.7213031478549,25.0282841929091,115.206980327775,189.650423531841,1.6461712909432,81.94,NA,NA,NA,NA,NA,NA,0,0
"a_n_105_121","a","n","105","121",62.1495744806525,116.970743186071,2.30739412500155,25.0247602948077,62.0174088103683,116.80165724027,1.88336887143119,111.23,NA,NA,NA,NA,NA,NA,0,0
"a_n_105_122","a","n","105","122",70.4301819304615,123.239130405893,3.5070527778621,25.0091906963699,70.3745332067827,123.17295009798,1.7502489108675,144.61,NA,NA,NA,NA,NA,NA,0,0
"a_n_105_124","a","n","105","124",68.8711157768045,121.42631670931,2.83964267833455,25.0236454641889,68.7312408198854,121.258683250384,1.76424405850828,137.47,NA,NA,NA,NA,NA,NA,0,0
"a_n_140_125","a","n","140","125",95.1042163949016,165.887512439723,2.69204132899321,26.2402517907843,85.7205765421121,154.642026402544,1.80402457193662,157.63,NA,NA,NA,NA,NA,NA,0,0
"a_n_140_126","a","n","140","126",84.3381655072621,206.732087891362,2.11218851497725,25.0155217154182,84.2256688202309,206.544660056114,2.45227687650611,246.05,NA,NA,NA,NA,NA,NA,0,0
"a_n_140_127","a","n","140","127",51.4552844323395,95.0128406554027,3.09100211211061,25.0092235979347,51.4144828100314,94.9616355044492,1.84698221812943,126.95,NA,NA,NA,NA,NA,NA,0,0
"a_n_140_128","a","n","140","128",71.9973058075258,131.390635817887,2.72049167435238,25.0262285515254,71.8351340122952,131.189458289681,1.82625758402882,172.28,NA,NA,NA,NA,NA,NA,0,0
"a_n_210_129","a","n","210","129",94.6421232174405,174.375429290842,3.33203482210828,25.052271894918,94.2179635998872,173.844060390578,1.84512648913573,304.41,NA,NA,NA,NA,NA,NA,0,0
"a_n_210_130","a","n","210","130",90.2202992581395,163.972350688587,3.62327027603127,25.0662023001079,89.7086467835425,163.339988185541,1.82078310220935,326.36,NA,NA,NA,NA,NA,NA,0,0
"a_n_210_131","a","n","210","131",99.274499085626,177.170595705208,3.95014453462909,25.0678931531148,98.6971806434178,176.469945656184,1.78799378569638,318.73,NA,NA,NA,NA,NA,NA,0,0
"a_n_210_132","a","n","210","132",84.7178390690238,153.481294490711,4.23352491258305,25.0356495009235,84.4586259728862,153.162042695347,1.81345648157379,241.52,NA,NA,NA,NA,NA,NA,0,0
"a_n_280_134","a","n","280","134",149.763304677257,212.819827982211,4.79911217731146,27.6950640491071,120.522410744344,184.00557446585,1.52673327167483,440.19,NA,NA,NA,NA,NA,NA,0,0
"a_n_280_135","a","n","280","135",102.020829378082,164.635957083705,4.33048272751246,25.0557480227098,101.533300458324,164.101002544434,1.61622838816111,469.67,NA,NA,NA,NA,NA,NA,0,0
"a_n_35_113","a","n","35","113",36.7530979535709,66.2402711185397,1.14903351650169,25.0114493886064,36.7169267612862,66.1959628970557,1.80287319054305,25.19,NA,NA,NA,NA,NA,NA,0,0
"a_n_35_114","a","n","35","114",21.1676744093057,38.1165531461072,2.03749608505359,25.0052259151256,21.1581619840234,38.1049119216832,1.8009556761337,60.43,NA,NA,NA,NA,NA,NA,0,0
"a_n_35_115","a","n","35","115",19.6947058604442,34.286456029236,1.60157272290891,24.9822997574145,19.7247256498257,34.3219659863076,1.74004782604471,19.2,NA,NA,NA,NA,NA,NA,0,0
"a_n_35_116","a","n","35","116",55.3454539537903,101.95080055496,2.21583608292188,25.0167986442,55.2655630496022,101.850772447507,1.84293376973458,48.68,NA,NA,NA,NA,NA,NA,0,0
"a_n_350_137","a","n","350","137",83.5619300017647,133.0148970702,4.60026451539575,25.0186140228169,83.4282887606383,132.870301148371,1.59262886872324,525.64,NA,NA,NA,NA,NA,NA,0,0
"a_n_350_138","a","n","350","138",107.679288347891,165.282759281432,4.41373958786033,25.0040336644153,107.641935810417,165.243794041568,1.53512469649935,484.91,NA,NA,NA,NA,NA,NA,0,0
"a_n_350_77","a","n","350","77",131.037270875446,220.382360066608,3.46824849141781,25.0340582406072,130.654191357463,219.944374276809,1.68340848457784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a_n_630_141","a","n","630","141",93.3723073108358,152.059258269069,4.39865468934408,25.0067322098684,93.3182579516698,151.99943658278,1.62882848350536,435.24,NA,NA,NA,NA,NA,NA,0,0
"a_n_630_142","a","n","630","142",105.686321568136,167.157811322929,5.57974125473767,25.0149159949737,105.55084526279,167.012171787393,1.58229118271466,591.5,NA,NA,NA,NA,NA,NA,0,0
"a_n_630_143","a","n","630","143",118.168119981688,203.913068749533,4.45852131157895,25.0447747051511,117.714268726107,203.380601812514,1.72774808027506,413.19,NA,NA,NA,NA,NA,NA,0,0
"a_n_630_144","a","n","630","144",125.599907842128,208.970113252749,4.93114048905691,25.0260332764138,125.31910064695,208.652529528947,1.66496989247285,640.91,NA,NA,NA,NA,NA,NA,0,0
"a_n_70_117","a","n","70","117",87.6974569783673,132.530830855556,3.80839156794368,27.4396712159016,71.9374363343828,116.036623327732,1.61302138692246,123.19,NA,NA,NA,NA,NA,NA,0,0
"a_n_70_118","a","n","70","118",88.0675026394008,146.466490542736,3.1143348056893,25.0263092632829,87.8685237760786,146.241540615949,1.66432226616924,149.79,NA,NA,NA,NA,NA,NA,0,0
"a_n_70_119","a","n","70","119",23.3125569509538,43.0158232294072,1.58091686336756,24.9938537945309,23.324886916677,43.0312835606786,1.84486568849823,95.31,NA,NA,NA,NA,NA,NA,0,0
"a_n_70_120","a","n","70","120",42.8170757561625,77.6507631071912,2.01487696888516,25.0123084256827,42.7717773695767,77.594927859491,1.81416187569244,63.89,NA,NA,NA,NA,NA,NA,0,0
"a_y_0_73","a","y","0","73",112.085857990109,179.707307313153,4.52824374222531,25.0143055875952,111.948052839645,179.557136398855,1.60393264415285,116.06,NA,NA,NA,NA,NA,NA,0,0
"a_y_0_74","a","y","0","74",122.508957337164,213.869974744049,4.0266200663462,25.0318576012038,122.173905012686,213.47234908516,1.74728268743636,143,NA,NA,NA,NA,NA,NA,0,0
"a_y_0_75","a","y","0","75",107.943508562393,183.452038481305,4.81591702499262,25.0074274619643,107.874574657783,183.372416099094,1.6998668748481,107.4,NA,NA,NA,NA,NA,NA,0,0
"a_y_0_76","a","y","0","76",85.5043381872092,142.058828625169,3.50030647962764,24.9903981527566,85.5750027627137,142.138607099818,1.66098279300027,76.89,NA,NA,NA,NA,NA,NA,0,0
"a_n_105_123","a","n","105","123",69.8761803224137,129.160210671832,3.46955915148159,24.9996332783665,69.8783846364881,129.162979628964,1.84839675818035,160.84,NA,NA,NA,NA,NA,NA,0,0
"a_y_105_85","a","y","105","85",148.425072928756,227.146191445532,4.19534302916006,27.2164995475,123.838902297027,201.121353006359,1.62405632863226,157.89,NA,NA,NA,NA,NA,NA,0,0
"a_y_105_86","a","y","105","86",89.989516201806,165.231005377832,3.21086927239736,25.0218953817771,89.8202590520509,165.019761428808,1.83722206070658,353.47,NA,NA,NA,NA,NA,NA,0,0
"a_y_105_87","a","y","105","87",99.8265820074159,165.401719086923,3.66835871926681,25.0202123192727,99.6532372570464,165.206494277503,1.65781362276639,379.04,NA,NA,NA,NA,NA,NA,0,0
"a_y_105_88","a","y","105","88",108.642991506393,183.120386779721,3.96725871946498,25.018843299318,108.467100260549,182.918873393171,1.6863995898644,281.77,NA,NA,NA,NA,NA,NA,0,0
"a_y_140_89","a","y","140","89",128.367899371077,212.503760164499,4.20044914389103,25.0205399194309,128.141385602195,212.24887962664,1.65636479291359,525.84,NA,NA,NA,NA,NA,NA,0,0
"a_y_140_90","a","y","140","90",118.930628294058,207.306420773602,4.1755985465245,25.0380750807015,118.542033295882,206.845928526974,1.74491632019408,266.2,NA,NA,NA,NA,NA,NA,0,0
"a_y_140_91","a","y","140","91",126.802075354167,204.703009036137,5.46896461534937,25.0302178433333,126.473097902408,204.341984388175,1.61569525675613,323.86,NA,NA,NA,NA,NA,NA,0,0
"a_y_140_92","a","y","140","92",104.661502730851,159.519768353444,3.71108172918261,24.9916716078162,104.736521914285,159.597466237276,1.52379956218031,269.36,NA,NA,NA,NA,NA,NA,0,0
"a_y_210_93","a","y","210","93",105.604207367424,157.743970328901,4.08582530012865,25.0158867124638,105.460035275664,157.597596002641,1.49438216657802,439.36,NA,NA,NA,NA,NA,NA,0,0
"a_y_210_94","a","y","210","94",102.296497646085,170.813558172122,4.11510864800385,25.0386190680965,101.957489274318,170.428718024961,1.67156644634924,212.02,NA,NA,NA,NA,NA,NA,0,0
"a_y_210_95","a","y","210","95",103.142686612612,168.808042559138,3.45088161231213,25.0260724284069,102.911741412807,168.551110115276,1.63782196085062,503.24,NA,NA,NA,NA,NA,NA,0,0
"a_y_210_96","a","y","210","96",101.144252638294,163.908284914678,2.97114057139701,25.0304562398114,100.879775999692,163.616930986885,1.62190022098567,406.84,NA,NA,NA,NA,NA,NA,0,0
"a_y_280_100","a","y","280","100",102.899590443202,156.804896430336,4.11751458552584,24.9907605273519,102.981419923486,156.889631112226,1.52347512035466,534.47,NA,NA,NA,NA,NA,NA,0,0
"a_n_280_133","a","n","280","133",87.0870363350445,131.657239099588,4.30782722643939,24.9835480676119,87.2104079992465,131.783969667802,1.51110369382678,535.39,NA,NA,NA,NA,NA,NA,0,0
"a_y_280_98","a","y","280","98",88.7418201806892,138.688558116144,4.58186924334684,25.0253751275418,88.548425492444,138.483106669341,1.56392511667142,442.03,NA,NA,NA,NA,NA,NA,0,0
"a_y_280_99","a","y","280","99",120.045488784183,184.730394628449,5.30224787677559,25.0189225601587,119.850320543712,184.5262552954,1.53963923048582,598.82,NA,NA,NA,NA,NA,NA,0,0
"a_y_35_77","a","y","35","77",113.621646460651,188.010292695425,4.17282597216093,25.022465244529,113.402386506463,187.763677458249,1.65572950660566,267.67,NA,NA,NA,NA,NA,NA,0,0
"a_y_35_78","a","y","35","78",104.152193907323,186.161584844604,1.61190425422263,25.0559161922917,103.652983646416,185.554867363288,1.79015461818502,183.88,NA,NA,NA,NA,NA,NA,0,0
"a_y_35_80","a","y","35","80",113.996794618362,205.246429103346,4.36844159159898,25.0119174102061,113.880020020325,205.103530928812,1.80104930515648,310.03,NA,NA,NA,NA,NA,NA,0,0
"a_y_350_101","a","y","350","101",130.451401746907,224.9112970041,3.56864535653014,25.8338606159615,121.572088524179,214.427966854539,1.76379273777049,519.91,NA,NA,NA,NA,NA,NA,0,0
"a_y_350_102","a","y","350","102",101.090727759133,155.46940603989,5.14721345839502,25.0310490365782,100.821256062171,155.187682494223,1.53923575796881,580.95,NA,NA,NA,NA,NA,NA,0,0
"a_y_350_103","a","y","350","103",121.137660052737,204.572555995203,4.3008763186362,25.0303268571327,120.822246807351,204.210461906266,1.69017269006656,269.07,NA,NA,NA,NA,NA,NA,0,0
"a_y_350_104","a","y","350","104",119.037737600303,191.052841584908,4.30426019503069,25.0237090648155,118.795326578873,190.788377619136,1.60602595332287,492.11,NA,NA,NA,NA,NA,NA,0,0
