"id","co2","inoc","n.trt","rep","focal.area","tla","focal.biomass","leaf.biomass","chlor.biomass","stem.biomass","root.biomass","nodule.biomass","total.biomass","bvr","nmass.focal","nmass.nod","nmass.tl","nmass.tr","nmass.ts","nmass.chl","cmass.focal","cmass.nod","cmass.tl","cmass.tr","cmass.ts","cmass.chl","chlA.ugml","chlB.ugml","chlA.gml","chlB.gml","chlA.g","chlB.g","chlA.gm2","chlB.gm2","chlA.mmolm2","chlB.mmolm2","chl.marea","chlA.mmolg","chlB.mmolg","chl.mmolg","chl.mmolm2","chlA.chlB","disk.area","chl.leaf.area","tleaf","anet","gsw","ci.ca","vcmax25","jmax25","jmax25.vcmax25","rd25","tpu","marea","marea.chl","narea","narea.chl","p.rubisco","p.bioe","p.lightharv","p.photo","p.structure","pnue","iwue","narea.gs","vcmax.gs","leaf.totaln","stem.totaln","root.totaln","root.totalc","nod.totaln","nod.totalc","wpn","cbg","ncost"
"e_n_210_57","e","n","210","057",18.451,493.19,0.091,2.977,0.078,1.55,2.492,0.013,7.11,1.185,0.01723,0.04406,0.01523,0.01182,0.00818,NA,0.41596,0.45109,0.41925,0.42136,0.40765,NA,1.09950666666667,0.112803333333333,1.09950666666667e-06,1.12803333333333e-07,1.09950666666667e-05,1.12803333333333e-06,0.035297164258962,0.00362129481005885,0.0395039386900673,0.00399053942285569,50.1156515034695,0.000788255515092573,7.96266097145204e-05,0.000867882124807094,0.043494478112923,9.74711149197719,3.115,15.564,25.006,14.018,0.306,0.783,65.442,122.641,1.874,3.361,7.76,49.3198200639532,50.1156515034695,0.849780499701913,NA,0.601057366516953,0.114780809144671,0.0183165118937813,0.734154687555406,0.0942370004557535,16.4960245674233,45.8104575163399,2.7770604565422,213.862745098039,0.04825158,0.012679,0.02945544,1.05002912,0.00057278,0.00586417,0.0909588,1.05589329,11.6084786738611
"e_n_210_58","e","n","210","058",19.551,619.414,0.105,3.878,0.087,2.246,3.923,0.017,10.151,1.692,0.01955,0.06006,0.01778,0.01143,0.0079,NA,0.41831,0.4493,0.42093,0.45008,0.42902,NA,1.02043333333333,0.181373333333333,1.02043333333333e-06,1.81373333333333e-07,1.02043333333333e-05,1.81373333333333e-06,0.0324255905094799,0.00576337252409702,0.036290126030464,0.00635103366953951,51.1283497884344,0.000709784809809628,0.000124217458529752,0.00083400226833938,0.0426411597000036,5.62614864368154,3.147,17.016,24.982,13.361,0.26,0.762,59.04,116.455,1.972,2.027,7.589,53.7056928034372,51.1283497884344,1.0499462943072,NA,0.438879590792839,0.088212760809113,0.0155127136636016,0.542605065265553,0.0858597298015449,12.7254127877238,51.3884615384615,4.0382549781046,227.076923076923,0.07270444,0.0177434,0.04483989,1.76566384,0.00102102,0.0076381,0.13630875,1.77330194,13.0094505305052
"e_n_210_59","e","n","210","059",24.671,333.367,0.146,1.792,0.13,1.01,2.103,0.06,5.095,0.849,0.01809,0.04662,0.01696,0.01189,0.00939,NA,0.41325,0.44797,0.43787,0.41711,0.40747,NA,1.65611,0.19687,1.65611e-06,1.9687e-07,1.65611e-05,1.9687e-06,0.0531998072598779,0.00632412463861227,0.0595402483015052,0.00696896276308006,64.957777444661,0.000916599222506172,0.000107284501367324,0.0010238837238735,0.0665092110645853,8.4122009447859,3.113,20.013,25.005,14.32,0.235,0.723,67.931,129.865,1.912,2.818,8.76,59.1787929147582,64.957777444661,1.07054436382798,NA,0.495255674258917,0.0964778930187344,0.0205816116161314,0.612315178893783,0.0963683817371058,13.3763723240722,60.936170212766,4.55550793118288,289.068085106383,0.03538516,0.0094839,0.02500467,0.87718233,0.0027972,0.0268782,0.07267093,0.90406053,12.4404700751731
"e_n_210_60","e","n","210","060",15.592,437.361,0.08,2.907,0.075,1.617,2.951,0.039,7.589,1.265,0.01751,0.04977,0.01415,0.00935,0.00697,NA,0.41481,0.44448,0.41642,0.43203,0.41629,NA,0.780123333333333,0,7.80123333333333e-07,0,7.80123333333333e-06,0,0.0253040328684182,0,0.0283198093680185,0,51.243509155507,0.000552651639880425,0,0.000552651639880425,0.0283198093680185,Inf,3.083,14.636,24.996,8.005,0.165,0.781,32.632,66.516,2.038,0.936,NA,51.3083632632119,51.243509155507,0.89840944073884,NA,0.28348853978911,0.0588833049235683,0.0114771120893084,0.353848956801987,0.094170654689643,8.91019131924615,48.5151515151515,5.44490570144752,197.769696969697,0.0438481,0.01127049,0.02759185,1.27492053,0.00194103,0.01733472,0.08465147,1.29225525,15.2655972778736
"e_n_280_61","e","n","280","061",22.523,725.262,0.185,5.556,0.154,3.347,6.366,0,15.423,2.571,0.01301,NA,0.01534,0.01173,0.00824,NA,0.41771,NA,0.44464,0.4431,0.4244,NA,1.57437666666667,0.0486133333333333,1.57437666666667e-06,4.86133333333333e-08,1.57437666666667e-05,4.86133333333333e-07,0.0507699666774159,0.00156766634419004,0.0568208152985595,0.00172751313452791,78.9824597394605,0.00071941055629306,2.18721111019644e-05,0.000741282667395025,0.0585483284330874,32.3856966538673,3.101,19.498,25.007,8.031,0.104,0.671,46.356,94.718,2.043,2.822,6.426,82.1382586689162,78.9824597394605,1.0686187452826,NA,0.33857063468748,0.0704936650945924,0.0207192416293767,0.429783541411449,0.152273313509226,7.51530893076012,77.2211538461539,10.2751802431019,445.730769230769,0.08963943,0.02757928,0.07467318,2.8207746,0,0,0.19189189,2.8207746,14.6998114407024
"e_n_280_62","e","n","280","062",19.026,662.91,0.128,4.617,0.096,2.474,4.033,0.037,11.257,1.876,0.01852,0.04173,0.01613,0.01237,0.00787,NA,0.41028,0.45221,0.42483,0.45552,0.42039,NA,0.90889,0.100623333333333,9.0889e-07,1.00623333333333e-07,9.0889e-06,1.00623333333333e-06,0.0306953731847349,0.00339828886637397,0.0343536985425288,0.0037447947220007,60.1014211481876,0.000571595444603971,6.2307923015122e-05,0.000633903367619093,0.0380984932645295,9.03259681319774,2.961,15.973,24.994,11.238,0.163,0.697,62.489,114.559,1.833,3.956,8.08,67.2763586670872,60.1014211481876,1.24595816251445,NA,0.391440932018121,0.0731250395913998,0.012446561311979,0.4770125329215,0.0989586442675404,9.01956449109071,68.9447852760736,7.64391510745064,383.368098159509,0.07862069,0.01947038,0.04988821,1.83711216,0.00154401,0.01673177,0.14952329,1.85384393,12.3983623554565
"e_n_280_63","e","n","280","063",25.633,538.246,0.18,3.118,0.141,1.619,2.708,0.071,7.657,1.276,0.02205,0.03624,0.01883,0.01209,0.00907,NA,0.41629,0.43628,0.42905,0.44023,0.39014,NA,1.71957666666667,0.271353333333333,1.71957666666667e-06,2.71353333333333e-07,1.71957666666667e-05,2.71353333333333e-06,0.0563426168632591,0.00889100043687199,0.0630576231528008,0.0097975695470616,69.4547066646963,0.000907895608244688,0.000141064155585034,0.00104895976382972,0.0728551926998624,6.33703903889149,3.052,20.301,25.002,14.485,0.169,0.626,82.12,154.642,1.883,3.611,NA,70.2219794795771,69.4547066646963,1.54839464752468,NA,0.413936192811361,0.0794302914858077,0.0172988623183628,0.510665346615532,0.0845170355336996,9.35485021415974,85.7100591715976,9.16209850606317,485.917159763314,0.06578999,0.01468433,0.03273972,1.19214284,0.00257304,0.03097588,0.11578708,1.22311872,10.5635164130575
"e_n_280_64","e","n","280","064",26.301,543.052,0.142,3.72,0.141,1.624,3.036,0.055,8.576,1.429,0.02306,0.04515,0.01507,0.01212,0.00791,NA,0.45204,0.44348,0.43234,0.42099,0.42305,NA,1.25776,0.254913333333333,1.25776e-06,2.54913333333333e-07,1.25776e-05,2.54913333333333e-06,0.0404814934019955,0.00820448449737152,0.0453061447571885,0.00904105314486597,60.3492552645095,0.000750732458231881,0.000149812174238758,0.000900544632470639,0.0543471979020545,4.93406909537882,3.107,23.364,24.999,15.462,0.245,0.713,74.569,144.326,1.935,2.85,9.4,53.9903425725258,60.3492552645095,1.24501729972244,NA,0.46746495116916,0.0921954628760167,0.0142008141996474,0.573861228244824,0.072941102357046,12.4191045405128,63.1102040816327,5.08170326417324,304.363265306122,0.06258638,0.01284584,0.03679632,1.27812564,0.00248325,0.0243914,0.11471179,1.30251704,11.3546919632237
"e_n_350_65","e","n","350","065",23.937,703.53,0.158,4.593,0.119,2.42,4.294,0.011,11.437,1.906,0.02101,0.04573,0.01736,0.01084,0.00908,NA,0.42013,0.44508,0.43197,0.42829,0.41966,NA,2.20951333333333,0.2074,2.20951333333333e-06,2.074e-07,2.20951333333333e-05,2.074e-06,0.0729212321232123,0.00684488448844884,0.0816121052066707,0.00754282178854269,63.0530387325809,0.00129434055593739,0.000119626618164005,0.0014139671741014,0.0891549269952134,10.6533911925426,3.03,18.873,24.997,16.862,0.224,0.663,100.459,176.515,1.757,5.97,10.32,66.006600660066,63.0530387325809,1.38679867986799,NA,0.565381446697856,0.101229841605525,0.0244726264393821,0.691083914742763,0.0865847433238952,12.1589386006663,75.2767857142857,6.19106553512494,448.477678571429,0.08555425,0.0219736,0.04654696,1.83907726,0.00050303,0.00489588,0.15457784,1.84397314,11.9290911297506
"e_n_350_66","e","n","350","066",27.579,820.404,0.193,5.627,0.193,2.714,5.183,0.027,13.744,2.291,0.02012,0.04914,0.01616,0.01084,0.0093,NA,0.4149,0.4482,0.41052,0.42582,0.41162,NA,1.92695,0.296656666666666,1.92695e-06,2.96656666666666e-07,1.92695e-05,2.96656666666666e-06,0.0627875529488433,0.0096662322146193,0.0702706773834017,0.0106518476804956,76.3570185155879,0.000920291005980758,0.000139500570970055,0.00105979157695081,0.0809225250638973,6.49555602997855,3.069,25.276,25.005,15.231,0.247,0.719,72.208,142.003,1.967,2.806,9.328,69.9807824794227,76.3570185155879,1.40801334348599,NA,0.400262282139339,0.0802104788050204,0.0191540136806581,0.499626774625017,0.0925000795853403,10.8173690757012,61.663967611336,5.70045888051006,292.34008097166,0.09869864,0.0252402,0.05618372,2.20702506,0.00132678,0.0121014,0.18144934,2.21912646,12.2300056864357
"e_n_350_67","e","n","350","067",25.391,897.075,0.165,6.419,0.156,3.267,3.938,0,13.78,2.297,0.02191,NA,0.01709,0.0124,0.0088,NA,0.42388,NA,0.42478,0.44611,0.41679,NA,1.94367,0.473286666666667,1.94367e-06,4.73286666666667e-07,1.94367e-05,4.73286666666667e-06,0.0633323558162268,0.0154215270989465,0.0708804107578279,0.0169939800753154,69.9708454810496,0.00101299920374729,0.000242872298576382,0.00125587150232367,0.0878743908331433,4.10674996126379,3.069,22.295,25.001,16.486,0.222,0.667,77.303,151.165,1.955,1.352,9.668,64.9836556260092,69.9708454810496,1.42379189476586,NA,0.42375609105718,0.0844393909118142,0.0208434754130314,0.529038957382026,0.0825238706376374,11.5789393524473,74.2612612612613,6.41347700344983,348.211711711712,0.11673382,0.0287496,0.0488312,1.75678118,0,0,0.19431462,1.75678118,9.04091097211317
"e_n_350_68","e","n","350","068",28.395,878.941,0.241,6.24,0.2,2.87,7.848,0,17.158,2.86,0.01928,NA,0.01972,0.01201,0.01007,NA,0.42483,NA,0.4418,0.40975,0.40373,NA,2.92278666666667,0.69994,2.92278666666667e-06,6.9994e-07,2.92278666666667e-05,6.9994e-06,0.0945885652642934,0.0226517799352751,0.105861786957385,0.024961464219506,81.3802083333333,0.00130082963813235,0.000306726472329289,0.00160755611046164,0.130823251176891,4.17576744673353,3.09,24.576,25.009,17.214,0.23,0.664,87.334,168.79,1.933,2.863,10.61,84.874097552386,81.3802083333333,1.63637260081,NA,0.416550129948881,0.0820360750833066,0.0303198059310004,0.528906010963188,0.104074333812078,10.5196090373788,74.8434782608696,7.11466348178261,379.713043478261,0.13155528,0.0289009,0.09425448,3.215718,0,0,0.25471066,3.215718,12.6249839720096
"e_n_630_69","e","n","630","069",31.452,1103.637,0.303,9.359,0.314,3.898,6.668,0,20.239,3.373,0.0259,NA,0.02603,0.01831,0.01854,NA,0.43576,NA,0.42778,0.43326,0.42582,NA,4.75495,0.92897,4.75495e-06,9.2897e-07,4.75495e-05,9.2897e-06,0.150902887972072,0.0294817518248175,0.168887743810447,0.0324878528489289,93.0811644038655,0.00181441374194319,0.000349027142676996,0.00216344088462019,0.201375596659376,5.11851835904281,3.151,33.734,24.997,14.46,0.155,0.595,85.622,163.02,1.904,3.374,10.668,96.3372758489126,93.0811644038655,2.49513544448684,NA,0.267828854649661,0.0519621512914391,0.0303747403948078,0.350165746335908,0.0813969983707059,5.79527657785084,93.2903225806452,16.0976480289473,552.4,0.25959507,0.07226892,0.12209108,2.88897768,0,0,0.45395507,2.88897768,6.36401677373049
"e_n_630_70","e","n","630","070",24.385,814.075,0.141,5.81,0.159,2.803,3.804,0,12.576,2.096,0.04352,NA,0.03445,0.02242,0.02691,NA,0.43591,NA,0.46837,0.42459,0.41164,NA,4.21474333333333,0.953553333333333,4.21474333333333e-06,9.53553333333333e-07,4.21474333333333e-05,9.53553333333333e-06,0.137512017400761,0.0311110386079391,0.153900927130935,0.0342832695383198,67.2731119103025,0.00228770340423877,0.000509613255055465,0.00279731665929423,0.188184196669254,4.42003943145987,3.065,23.635,24.995,15.835,0.186,0.626,87.379,160.402,1.836,3.161,10.135,57.8224318228419,67.2731119103025,2.51643223293008,NA,0.271011645018672,0.0506949733961014,0.0233733009633542,0.345079919378127,0.0396969411922131,6.29263915506362,85.1344086021505,13.5292055533875,469.779569892473,0.2132105,0.07542873,0.08528568,1.61514036,0,0,0.37392491,1.61514036,4.31942434645501
"e_n_630_71","e","n","630","071",22.986,781.686,0.147,6.073,0.163,3.015,7.949,0,17.2,2.867,0.0307,NA,0.02467,0.01443,0.02436,NA,0.439,NA,0.42806,0.43097,0.40822,NA,3.51168,0.98109,3.51168e-06,9.8109e-07,3.51168e-05,9.8109e-06,0.115288246881156,0.0322091267235719,0.129028490874367,0.0354933239926079,71.1045192811028,0.00181463136491042,0.000499171140617511,0.00231380250552793,0.164521814866975,3.57936580741828,3.046,22.924,25.006,16.838,0.23,0.671,84.418,152.298,1.804,2.984,9.022,63.9519707648134,71.1045192811028,1.96332550247977,NA,0.335589892908621,0.0616939038293191,0.0274066035597031,0.424690400297644,0.0585292570284869,8.57626510669414,73.2086956521739,8.53619783686857,367.034782608696,0.15933791,0.0734454,0.11470407,3.42578053,0,0,0.34748738,3.42578053,9.85871927204953
"e_n_630_72","e","n","630","072",30.206,856.88,0.216,6.091,0.185,3.17,4.397,0,13.843,2.307,0.02962,NA,0.03063,0.01553,0.02052,NA,0.43651,NA,0.44174,0.45681,0.41262,NA,3.72689333333333,0.77136,3.72689333333333e-06,7.7136e-07,3.72689333333333e-05,7.7136e-06,0.118766517951986,0.0245812619502868,0.132921308045782,0.0270876854885416,69.9538682598503,0.00190012806085337,0.00038722212455674,0.00228735018541011,0.160008993534323,4.83158749913573,3.138,26.446,24.988,17.679,0.232,0.658,90.645,156.771,1.73,2.867,9.267,71.5089717274714,69.9538682598503,2.1180957425677,NA,0.334013782528102,0.0588654544468458,0.028081151376958,0.420960388351906,0.0633641928053777,8.34664819191237,76.2025862068965,9.12972302830906,390.711206896552,0.19844495,0.0650484,0.06828541,2.00859357,0,0,0.33177876,2.00859357,6.05401494055858
"a_y_0_73","a","y","0","073",13.083,145.961,0.062,0.663,0.061,0.334,0.717,0.184,1.959,0.327,0.04174,0.05162,0.03404,0.0142,0.01371,0.04557,0.4243,0.46017,0.43939,0.43469,0.41175,0.45466,2.11904,0.532993333333333,2.11904e-06,5.32993333333333e-07,2.11904e-05,5.32993333333333e-06,0.07047023611573,0.0177250859106529,0.0788689954401517,0.0195324208080189,44.1676924190862,0.00178567163282612,0.000442233219310736,0.00222790485213686,0.0984014162481706,3.97573453076336,3.007,13.811,25.01,19.82,0.246,0.637,97.91,167.638,1.712,1.797,9.704,47.3897424138195,44.1676924190862,1.97804784835282,2.01272174353776,0.386328172188781,0.0674025050873426,0.0194093727589568,0.47314005003508,0.0382994735256451,10.0199800608993,80.5691056910569,8.04084491200335,398.008130081301,0.02770254,0.00457914,0.0101814,0.31167273,0.00949808,0.08467128,0.05196116,0.39634401,7.62769749559094
"a_y_0_74","a","y","0","074",16.013,170.685,0.092,0.766,0.049,0.36,0.745,0.243,2.163,0.361,0.03313,0.05606,0.03279,0.01647,0.01609,0.03253,0.42423,0.44796,0.43765,0.43273,0.40332,0.45989,3.24134333333333,0.90152,3.24134333333333e-06,9.0152e-07,3.24134333333333e-05,9.0152e-06,0.107721612938961,0.0299607843137255,0.120560052980897,0.033015729791316,56.5623917811382,0.00213145252851736,0.000583704626902388,0.00271515715541975,0.153575782772213,3.59542032715118,3.009,8.663,25.029,23.892,0.358,0.683,119.692,214.875,1.795,3.571,12.217,57.4533191781677,56.5623917811382,1.9034284643727,1.83997460464043,0.490788848070793,0.0897820856612875,0.0298016865287682,0.610372620260849,0.0520163429377359,12.5520871664983,66.7374301675978,5.31683928595725,334.335195530726,0.02978847,0.0057924,0.01227015,0.32238385,0.01362258,0.10885428,0.0614736,0.43123813,7.01501343666224
"a_y_0_75","a","y","0","075",14.508,134.424,0.063,0.614,0.043,0.328,0.754,0.18,1.919,0.32,0.03934,0.05586,0.032,0.01496,0.01485,0.03882,0.43263,0.46312,0.43626,0.43887,0.40446,0.45664,3.12742666666667,0.83543,3.12742666666667e-06,8.3543e-07,3.12742666666667e-05,8.3543e-06,0.104317100289082,0.0278662441627752,0.116749784881066,0.030707620265987,45.1775583105694,0.00258424291278602,0.000679709603934102,0.00326395251672012,0.147457405147053,3.74349337067937,2.998,9.518,25.012,17.877,0.207,0.617,108.211,186.172,1.72,4.913,11.222,43.424317617866,45.1775583105694,1.70831265508685,1.75379281361631,0.494390564877978,0.0866737058907877,0.0301701022944043,0.61123437306317,0.0392744279865362,10.4647120342799,86.3623188405797,8.25271814051618,522.75845410628,0.02381804,0.0048708,0.01127984,0.33090798,0.0100548,0.0833616,0.05002348,0.41426958,8.28150260637605
"a_y_0_76","a","y","0","076",9.581,94.41,0.045,0.556,0.031,0.284,0.715,0.126,1.712,0.285,0.0308,0.0504,0.02977,0.01254,0.00945,0.02884,0.42178,0.45819,0.42045,0.41539,0.39957,0.44233,1.60375333333333,0.403646666666667,1.60375333333333e-06,4.03646666666667e-07,1.60375333333333e-05,4.03646666666667e-06,0.0924886582083814,0.0232783544790465,0.103511609504517,0.0256519273133509,49.9597099113618,0.00207190173217913,0.000513452287030136,0.00258535401920927,0.129163536817868,3.97316134573141,1.734,6.205,25.009,16.023,0.214,0.666,79.382,137.508,1.732,2.278,8.275,46.9679574157186,49.9597099113618,1.44661308840413,1.44083803384367,0.428287863724351,0.0755989798731734,0.0305236602031791,0.534410503800704,0.0517225930114875,11.0762166666667,74.8738317757009,6.75987424487913,370.943925233645,0.01889292,0.0026838,0.0089661,0.29700385,0.0063504,0.05773194,0.03689322,0.35473579,9.61520273914828
"a_y_35_77","a","y","35","077",19.288,312.484,0.094,1.587,0.143,0.856,1.645,0.392,4.623,0.771,0.04252,0.05356,0.03865,0.01213,0.01402,0.03484,0.44412,0.45868,0.42675,0.42656,0.41203,0.44254,4.00582333333333,1.03110666666667,4.00582333333333e-06,1.03110666666667e-06,4.00582333333333e-05,1.03110666666667e-05,0.134423601789709,0.0346008948545861,0.150444429037962,0.0381289682905067,63.4258848576244,0.00237197209586705,0.000601157845508926,0.00297312994137598,0.188573397328468,3.88497471971862,2.98,22.546,25.02,22.773,0.371,0.708,108.265,188.657,1.743,3.118,10.644,48.7349647449191,63.4258848576244,2.07221070095396,2.20975782843963,0.407774712080301,0.0724068029091195,0.0254265795037713,0.505608094493192,0.0380095697068375,10.9897125758091,61.3827493261456,5.58547358747698,291.819407008086,0.07141479,0.01200112,0.01995385,0.7016912,0.02099552,0.17980256,0.12436528,0.88149376,7.08794094300274
"a_y_35_78","a","y","35","078",20.802,225.6,0.094,0.935,0.067,0.416,0.734,0.278,2.43,0.405,0.0412,0.05948,0.03975,0.01501,0.01779,0.05748,0.42818,0.46429,0.44686,0.41682,0.3875,0.45744,3.23577,0.842643333333333,3.23577e-06,8.42643333333333e-07,3.23577e-05,8.42643333333333e-06,0.106404801052285,0.0277094157623589,0.119086301275067,0.0305348008885791,37.4783241035968,0.00317747135506624,0.000814732291768848,0.00399220364683509,0.149621102163646,3.84002326013774,3.041,17.877,25.04,26.062,0.805,0.822,106.971,196.039,1.833,2.385,11.083,45.1879626958946,37.4783241035968,1.86174406307086,2.15425406947474,0.448448111809191,0.0837457662791091,0.0352356897337607,0.567429567822061,0.0380881618578758,13.9987018178062,32.3751552795031,2.3127255441874,132.883229813665,0.04379945,0.00740064,0.01101734,0.30594588,0.01653544,0.12907262,0.07875287,0.4350185,5.52384313105033
"a_y_35_79","a","y","35","079",13.65,144.468,0.055,0.719,0.053,0.364,0.715,0.183,2.034,0.339,0.04613,0.0561,0.03388,0.01203,0.01245,0.02933,0.43378,0.46838,0.43713,0.42976,0.41207,0.4353,1.47070666666667,0.339093333333333,1.47070666666667e-06,3.39093333333333e-07,1.47070666666667e-05,3.39093333333333e-06,0.0907843621399177,0.0209316872427984,0.101604192611071,0.0230659826140791,75.7359245498714,0.00134155875451372,0.000304558011949671,0.00164611676646339,0.12467017522515,4.33717363950928,1.62,6.998,25.048,22.152,0.443,0.754,106.896,195.945,1.833,2.385,11.083,40.2930402930403,75.7359245498714,1.85871794871795,2.22133466704773,0.44886328475921,0.0838418886903883,0.012976109149742,0.54568128259934,0.0325300411990333,11.9178921230515,50.0045146726862,4.19575157724142,241.300225733634,0.02934176,0.0045318,0.00860145,0.3072784,0.0102663,0.08571354,0.05274131,0.39299194,7.45131169476071
"a_y_35_80","a","y","35","080",21.466,350.828,0.106,1.476,0.073,0.77,1.123,0.43,3.872,0.645,0.03616,0.05254,0.0362,0.0186,0.01667,0.03649,0.43318,0.45767,0.44286,0.43999,0.40372,0.44453,2.89197,0.727013333333333,2.89197e-06,7.27013333333333e-07,2.89197e-05,7.27013333333333e-06,0.0942623859191656,0.023696653628857,0.105496733018282,0.026112878253669,44.8844072798819,0.00235040940521828,0.000581780619065305,0.00293219002428359,0.131609611271951,3.97787752631772,3.068,16.264,25.012,21.168,0.302,0.672,110.291,202.002,1.832,3.656,11.856,49.3804155408553,44.8844072798819,1.78559582595733,1.63783202164289,0.482084350984936,0.0899731378969066,0.0294870275973812,0.601544516479224,0.0449248131981979,11.8548664217733,70.0927152317881,5.9125689601236,365.201986754967,0.05990384,0.0128359,0.0208878,0.49410877,0.0225922,0.1967981,0.11621974,0.69090687,5.94483234947867
"a_y_70_81","a","y","70","081",25.25,370.598,0.106,1.68,0.133,0.781,1.382,0.421,4.397,0.733,0.04227,0.06037,0.04498,0.01583,0.01597,0.03671,0.43638,0.45694,0.43348,0.421,0.4032,0.42629,4.22064,1.08041,4.22064e-06,1.08041e-06,4.22064e-05,1.08041e-05,0.142975609756098,0.0365992547425474,0.160015679462007,0.040331090551255,58.6781964175417,0.00272700405314725,0.000687326690552441,0.00341433074369969,0.200346770013262,3.90651697040938,2.952,22.666,25.036,21.475,0.389,0.729,93.421,160.367,1.717,1.553,9.381,41.980198019802,58.6781964175417,1.77450297029703,2.15407659048796,0.410897882054868,0.0718751284925132,0.0293724820414194,0.512145492588801,0.0360730989869415,12.1019803062969,55.2056555269923,4.5617042938227,240.156812339332,0.08566893,0.01247257,0.02187706,0.581822,0.02541577,0.19237174,0.14543433,0.77419374,5.32332180441853
"a_y_70_82","a","y","70","082",22.544,274.671,0.102,1.185,0.06,0.636,1.166,0.327,3.374,0.562,0.03881,0.05641,0.03424,0.01329,0.01418,0.03444,0.42864,0.45512,0.44308,0.41701,0.40262,0.4405,2.80969666666667,0.722046666666666,2.80969666666667e-06,7.22046666666666e-07,2.80969666666667e-05,7.22046666666666e-06,0.0939697881828317,0.0241487179487179,0.105169262999666,0.0266110372229583,50.4753091612686,0.00208357838212839,0.000527208999115508,0.00261078738124389,0.131780300222624,3.89129511481253,2.99,11.887,25.024,20.239,0.358,0.729,92.431,164.571,1.78,2.553,9.67,45.2448545067424,50.4753091612686,1.75595280340667,1.73836964751409,0.410838310418844,0.0745385309557628,0.0244621806117814,0.509839021986388,0.0404535553685356,11.5259362100934,56.5335195530726,4.90489609890132,258.187150837989,0.04686162,0.00901848,0.01549614,0.48623366,0.01844607,0.14882424,0.08982231,0.6350579,7.07015773698093
"a_y_70_83","a","y","70","083",22.498,285.97,0.102,1.305,0.075,0.629,1.073,0.338,3.42,0.57,0.0342,0.0576,0.03272,0.01408,0.01629,0.04864,0.42509,0.45133,0.4342,0.43473,0.40055,0.45656,3.74278666666667,0.859793333333333,3.74278666666667e-06,8.59793333333333e-07,3.74278666666667e-05,8.59793333333333e-06,0.123728484848485,0.0284229201101928,0.138474650365955,0.0313210575668538,40.8563490766465,0.00338930554235713,0.000766614205006314,0.00415591974736344,0.169795707932809,4.35312361885415,3.025,18.357,25.024,21.095,0.323,0.695,104.39,183.238,1.755,3.419,10.488,45.3373633211841,40.8563490766465,1.5505378255845,1.98725281908809,0.52546362047315,0.093988244367719,0.0441884077337952,0.663640272574664,0.0459430886137242,13.6049567136796,65.3095975232198,4.80042670459596,323.188854489164,0.048753,0.01024641,0.01510784,0.46646529,0.0194688,0.15254954,0.09357605,0.61901483,6.61509894892977
"a_y_70_84","a","y","70","084",20.433,329.68,0.088,1.375,0.082,0.682,1.226,0.408,3.773,0.629,0.03992,0.05757,0.03938,0.01569,0.01858,0.03962,0.43155,0.45528,0.44411,0.41432,0.40621,0.45229,3.09341,0.788966666666666,3.09341e-06,7.88966666666666e-07,3.09341e-05,7.88966666666666e-06,0.106559076817086,0.0271776323343667,0.119258963880746,0.0299487942679832,43.5614109647259,0.00273772040986728,0.00068750744304941,0.00342522785291669,0.14920775814873,3.92083738222992,2.903,18.824,25.026,20.658,0.353,0.72,94.231,173.673,1.843,2.276,10.382,43.067586746929,43.5614109647259,1.7192580629374,1.72590310242244,0.427778400037325,0.0803399572613229,0.0312008366999152,0.539319193998563,0.0385794942390792,12.0156481713427,58.5212464589235,4.87041944174902,266.943342776204,0.0609339,0.01267156,0.01923594,0.50795632,0.02348856,0.18575424,0.11632996,0.69371056,5.96330094156312
"a_y_105_85","a","y","105","085",18.524,190.977,0.093,0.907,0.062,0.482,0.909,0.212,2.572,0.429,0.03647,0.06104,0.0302,0.01295,0.01461,0.03141,0.42773,0.46722,0.43882,0.4444,0.3994,0.45076,3.46022333333333,0.94905,3.46022333333333e-06,9.4905e-07,3.46022333333333e-05,9.4905e-06,0.112162830902215,0.0307633711507293,0.125530582648448,0.0339001522372413,54.0163791601324,0.00232393552844982,0.000627590237708154,0.00295152576615797,0.15943073488569,3.64598633721441,3.085,11.478,27.376,23.36,0.312,0.649,113.828,195.823,1.72,2.382,12.187,50.2051392787735,54.0163791601324,1.83098142949687,1.69665446941976,0.485211725375451,0.0850589701016189,0.0294291773179248,0.599699872794995,0.0448316144256767,12.7581851042689,74.8717948717949,5.86853022274637,364.833333333333,0.03304425,0.00704202,0.01177155,0.4039596,0.01294048,0.09905064,0.0647983,0.50301024,7.7627073549769
