"id","co2","inoc","n.trt","rep","focal.area","tla","focal.biomass","leaf.biomass","chlor.biomass","stem.biomass","root.biomass","nodule.biomass","total.biomass","bvr","nmass.focal","nmass.nod","nmass.tl","nmass.tr","nmass.ts","nmass.chl","cmass.focal","cmass.nod","cmass.tl","cmass.tr","cmass.ts","cmass.chl","chlA.ugml","chlB.ugml","chlA.gml","chlB.gml","chlA.g","chlB.g","chlA.gm2","chlB.gm2","chlA.mmolm2","chlB.mmolm2","chl.marea","chlA.mmolg","chlB.mmolg","chl.mmolg","chl.mmolm2","chlA.chlB","disk.area","chl.leaf.area","tleaf","anet","gsw","ci.ca","vcmax25","jmax25","jmax25.vcmax25","rd25","tpu","marea","marea.chl","narea","narea.chl","p.rubisco","p.bioe","p.lightharv","p.photo","p.structure","pnue","iwue","narea.gs","vcmax.gs","leaf.totaln","stem.totaln","root.totaln","root.totalc","nod.totaln","nod.totalc","wpn","cbg","ncost"
"e_y_280_27","e","y","280","027",27.458,924.723,0.232,6.573,0.173,3.553,5.527,0.439,16.265,2.711,0.01864,0.0572,0.01999,0.01614,0.01305,0.01889,0.4229,0.46241,0.43195,0.45354,0.42138,0.43339,2.89402,0.644373333333333,2.89402e-06,6.44373333333333e-07,2.89402e-05,6.44373333333333e-06,0.0939616883116883,0.0209212121212121,0.10516019777248,0.0230544393987814,77.9806175343701,0.00134854276738871,0.000295643201191887,0.00164418596858059,0.128214637171261,4.49121627214037,3.08,22.185,25.003,16.837,0.22,0.659,86.862,161.126,1.855,3.088,9.716,84.4926797290407,77.9806175343701,1.57494355014932,1.47305386522425,0.430458169125424,0.081365630356856,0.032075418817413,0.543899218299693,0.107458775606599,10.6905418917419,76.5318181818182,7.15883431886054,394.827272727273,0.13894347,0.04636665,0.08920578,2.50671558,0.0251108,0.20299799,0.2996267,2.70971357,9.04363185924352
"e_y_280_28","e","y","280","028",29.164,706.491,0.22,4.406,0.198,2.009,3.488,0.231,10.332,1.722,0.01988,0.0567,0.04195,0.01222,0.0097,0.01709,0.41893,0.45319,0.56931,0.43499,0.41922,0.42587,2.07797333333333,0.973266666666666,2.07797333333333e-06,9.73266666666666e-07,2.07797333333333e-05,9.73266666666666e-06,0.0667514723203769,0.0312645893564621,0.0747070232234412,0.034452477058704,78.7777512532824,0.000948326425099985,0.000437337655754276,0.00138566408085426,0.109159500282145,2.1350503459141,3.113,25.134,24.998,13.105,0.15,0.621,65.241,137.053,2.101,0.866,NA,75.435468385681,78.7777512532824,1.49965711150734,1.3463117689186,0.339542982774697,0.0726836845600607,0.0253459681882982,0.437572635523056,0.09639765152384,8.73866425827694,87.3666666666667,9.99771407671559,434.94,0.19314154,0.0194873,0.04262336,1.51724512,0.0130977,0.10468689,0.2683499,1.62193201,6.04409396090701
"e_y_350_29","e","y","350","029",27.117,767.526,0.175,5.003,0.152,2.652,3.353,0.29,11.45,1.908,0.02494,0.05493,0.0197,0.01433,0.00933,0.02235,0.42721,0.43866,0.41605,0.44946,0.42324,0.43331,1.89074,0.21709,1.89074e-06,2.1709e-07,1.89074e-05,2.1709e-06,0.0624831460674157,0.00717415730337079,0.0699299907862427,0.00790566884125182,60.0244836709711,0.00116502444518423,0.000131707402675671,0.0012967318478599,0.0778356596274945,8.70947533281128,3.026,25.323,25.006,18.53,0.249,0.663,108.985,189.622,1.74,6.11,10.866,64.5351624442232,60.0244836709711,1.60950695135893,1.3415472100462,0.528493917611326,0.0936992740256653,0.0189069307845724,0.641100122421564,0.0723023649382567,11.5128424790927,74.4176706827309,6.46388333879087,437.690763052209,0.10671448,0.02474316,0.04804849,1.50703938,0.0159297,0.1272114,0.19543583,1.63425078,8.36208375915512
"e_y_350_30","e","y","350","030",28.205,696.336,0.194,4.484,0.177,2.108,3.311,0.28,10.36,1.727,0.02349,0.05726,0.02194,0.01551,0.01211,0.0208,0.42547,0.44941,0.43243,0.44732,0.4151,0.43221,1.81202666666667,0.190133333333333,1.81202666666667e-06,1.90133333333333e-07,1.81202666666667e-05,1.90133333333333e-06,0.0592359158766482,0.00621553884711779,0.0662957503292052,0.00684930504272074,63.2549496104639,0.00104807213882024,0.000108280934296843,0.00115635307311708,0.0731450553719259,9.53029453015428,3.059,27.982,25.006,18.193,0.278,0.699,91.047,167.627,1.841,3.687,10.778,68.7821308278674,63.2549496104639,1.61569225314661,1.31570295189765,0.439818121503883,0.0825136293208519,0.0179008951293329,0.540232645954068,0.0786974808122986,11.2601889156605,65.4424460431655,5.811842637218,327.507194244604,0.10709375,0.02552788,0.05135361,1.48107652,0.0160328,0.1258348,0.20000804,1.60691132,8.03423362380832
"e_y_350_31","e","y","350","031",28.641,752.821,0.249,5.235,0.224,3.468,3.648,0.177,12.752,2.125,0.01773,0.05471,0.01779,0.01162,0.00884,0.01707,0.42778,0.44705,0.43652,0.45145,0.42602,0.43667,2.87708333333333,0.679013333333333,2.87708333333333e-06,6.79013333333333e-07,2.87708333333333e-05,6.79013333333333e-06,0.0926895403780069,0.0218754295532646,0.103736433143453,0.0241059534235452,84.5410628019324,0.00122705380918256,0.000285138991924221,0.00151219280110678,0.127842386566998,4.23715292777756,3.104,26.496,24.997,16.019,0.171,0.593,83.612,161.638,1.933,1.031,9.815,86.9383052267728,84.5410628019324,1.54141615167068,1.44311594202899,0.423364879566966,0.0833995913351134,0.0310145680378769,0.537779038939956,0.114238363659685,10.39239142696,93.6783625730994,9.01412954193381,488.959064327485,0.10151694,0.03065712,0.04238976,1.6468896,0.00968367,0.07912785,0.18424749,1.72601745,9.36792924560329
"e_y_350_32","e","y","350","032",28.841,711.044,0.242,5.122,0.187,2.849,6.955,0.093,15.206,2.534,0.01947,0.06028,0.01973,0.00968,0.01038,0.01764,0.42606,0.45128,0.44741,0.40966,0.42848,0.43193,2.96259333333333,0.59401,2.96259333333333e-06,5.9401e-07,2.96259333333333e-05,5.9401e-06,0.097261764062158,0.0195013131976362,0.108853582010451,0.0214897607608364,77.2184828839245,0.00140968299227117,0.000278298147778169,0.00168798114004934,0.130343342771287,4.987446900445,3.046,24.217,25.005,17.641,0.21,0.628,87.049,164.101,1.885,1.356,9.982,83.9083249540585,77.2184828839245,1.63369508685552,1.36213403807243,0.415871256965088,0.0798878226252873,0.0315260053237959,0.527285084914171,0.10259976631137,10.7982206361132,84.0047619047619,7.77950041359771,414.519047619048,0.10940969,0.02957262,0.0673244,2.8491853,0.00560604,0.04196904,0.21191275,2.89115434,13.6431353941658
"e_y_630_33","e","y","630","033",25.844,NA,0.206,5.258,0.181,3.336,4.297,0.023,13.095,2.183,0.0286,0.05243,0.03177,0.01846,0.02164,0.0306,0.43848,0.45024,0.43748,0.43355,0.41401,0.44632,3.16910333333333,0.694623333333333,3.16910333333333e-06,6.94623333333333e-07,3.16910333333333e-05,6.94623333333333e-06,0.102993283501246,0.0225746939659842,0.115268193418368,0.0248765181945234,NA,NA,NA,NA,0.140144711612891,4.56233354287936,3.077,NA,24.993,9.105,0.107,0.638,51.067,97.57,1.911,2.357,6.453,79.7090233709952,NA,2.27967806841046,NA,0.174836838955503,0.0340394977672436,NA,NA,0.0684621037411535,3.99398499558694,85.0934579439252,21.305402508509,477.261682242991,0.17811486,0.07219104,0.07932262,1.86296435,0.00120589,0.01035552,0.33083441,1.87331987,5.66240939084904
"e_y_630_34","e","y","630","034",24.452,NA,0.148,6.758,0.144,2.951,4.213,0.047,14.113,2.352,0.04216,0.05258,0.01571,0.0215,0.02561,0.03611,0.44319,0.44027,0.34089,0.42407,0.40928,0.43626,3.14914666666667,0.607963333333333,3.14914666666667e-06,6.07963333333333e-07,3.14914666666667e-05,6.07963333333333e-06,0.104866688866689,0.0202451992451992,0.117364874334578,0.0223094970028753,NA,NA,NA,NA,0.139674371337453,5.17982992395375,3.003,NA,24.998,18.585,0.208,0.605,123.578,214.502,1.736,6.967,12.936,60.526746278423,NA,2.55180762309831,NA,0.377971760402973,0.0668534424730542,NA,NA,0.041714515991131,7.28307252936048,89.3509615384615,12.2683058802804,594.125,0.1184789,0.07557511,0.0905795,1.78660691,0.00247126,0.02069269,0.28710477,1.8072996,6.29491317751356
"e_y_630_35","e","y","630","035",27.962,NA,0.168,7.008,0.156,3.636,4.708,0.037,15.545,2.591,0.03656,0.05002,0.02858,0.01807,0.02178,0.03605,0.44236,0.44856,0.43554,0.43344,0.41387,0.44292,4.06864333333333,0.96963,4.06864333333333e-06,9.6963e-07,4.06864333333333e-05,9.6963e-06,0.134322988885221,0.0320115549686365,0.150331824921065,0.0352756068725539,NA,NA,NA,NA,0.185607431793619,4.1960782291527,3.029,NA,25.002,18.086,0.284,0.707,77.265,137.307,1.777,1.025,8.007,60.0815392318146,NA,2.19658107431514,NA,0.274537511722413,0.0497148119319523,NA,NA,0.0479657429396633,8.23370473845993,63.6830985915493,7.73444040251811,272.05985915493,0.21213408,0.07919208,0.08507356,2.04063552,0.00185074,0.01659672,0.37825046,2.05723224,5.43880961836768
"e_y_630_36","e","y","630","036",34.066,NA,0.27,7.746,0.243,4.152,4.811,0.035,16.987,2.831,0.02895,0.04785,0.02855,0.01624,0.02175,0.03077,0.43803,0.4293,0.43409,0.43628,0.41849,0.43804,3.53536,0.694865,3.53536e-06,6.94865e-07,3.53536e-05,6.94865e-06,0.116065659881812,0.0228123768877216,0.129898557242574,0.0251384364086103,NA,NA,NA,NA,0.155036993651184,5.08783720578818,3.046,NA,24.993,18.27,0.226,0.638,96.544,174.996,1.813,2.891,10.604,79.2579111137204,NA,2.29451652674221,NA,0.328397785572421,0.0606564922477958,NA,NA,0.0674848687547084,7.96246171560161,80.8407079646018,10.1527279944345,427.185840707965,0.23599965,0.090306,0.07813064,2.09894308,0.00167475,0.0150255,0.40611104,2.11396858,5.20539549971358
"e_n_0_37","e","n","0","037",5.7,43.154,0.027,0.202,0.016,0.238,0.378,0.037,0.871,0.145,0.01389,0.04547,0.01614,0.00897,0.00884,0.01417,0.40153,0.4522,0.39333,0.38662,0.41349,0.41047,0.307266666666667,0,3.07266666666667e-07,0,3.07266666666667e-06,0,0.0251240119923685,0,0.0281183333061393,0,46.2294134643167,0.000608234697328425,0,0.000608234697328425,0.0281183333061393,Inf,1.223,3.461,24.992,4.479,0.06,0.688,27.158,51.691,1.903,2.246,3.675,47.3684210526316,46.2294134643167,0.657947368421053,0.655070788789367,0.322160841766805,0.0624833260778216,0.0159234163840153,0.400567584228642,0.115071236974094,6.80753539716823,74.65,10.9657894736842,452.633333333333,0.00385755,0.00210392,0.00339066,0.14614236,0.00168239,0.0167314,0.01103452,0.16287376,14.7603846837017
"e_n_0_38","e","n","0","038",5.698,32.139,0.021,0.106,0.015,0.133,0.407,0.005,0.666,0.111,0.02467,0.04671,0.0163,0.01089,0.01028,0.02794,0.40457,0.44365,0.35211,0.39091,0.40657,0.41516,0.30475,0,3.0475e-07,0,3.0475e-06,0,0.0247161394971614,0,0.0276618498921796,0,35.6463878326996,0.000776007095641945,0,0.000776007095641945,0.0276618498921796,Inf,1.233,4.208,24.997,7.05,0.114,0.731,35.631,66.881,1.877,1.931,4.628,36.8550368550369,35.6463878326996,0.909213759213759,0.995960076045627,0.305863837780656,0.0585028628022449,0.0114383623192239,0.375805062902125,0.058747984957742,7.75395216862586,61.8421052631579,7.97555929134876,312.552631578947,0.00261592,0.00136724,0.00443223,0.15910037,0.00023355,0.00221825,0.00864894,0.16131862,18.6518371037376
"e_n_0_39","e","n","0","039",8.056,50.355,0.052,0.204,0.029,0.247,0.621,0.022,1.123,0.187,0.00713,0.03016,0.01238,0.00768,0.00526,0.00916,0.38932,0.43744,0.39692,0.40718,0.4058,0.3996,1.22185,1.479735,1.22185e-06,1.479735e-06,1.22185e-05,1.479735e-05,0.037653312788906,0.0456004622496148,0.0421408968997616,0.0502501044107406,61.6496598639456,0.00068355441040165,0.000815091348786634,0.00149864575918828,0.0923910013105022,0.825722173226963,3.245,4.704,24.998,2.548,0.037,0.71,19.949,37.385,1.874,2.459,NA,64.5481628599801,61.6496598639456,0.460228401191658,0.564710884353742,0.338309221664662,0.0646047319472063,0.07643227128335,0.479346224895219,0.252926036706126,5.53638148667602,68.8648648648649,12.4386054376124,539.162162162162,0.00310305,0.00129922,0.00476928,0.25285878,0.00066352,0.00962368,0.00983507,0.26248246,26.6884180793833
"e_n_0_40","e","n","0","040",7.137,54.588,0.046,0.221,0.028,0.189,0.374,0.041,0.853,0.142,0.01325,0.04795,0.01948,0.00888,0.01023,0.01425,0.40836,0.44714,0.40295,0.41922,0.38989,0.4154,0.77784,0,7.7784e-07,0,7.7784e-06,0,0.0317745098039216,0,0.035561448449286,0,58.4185270185687,0.000608735794347957,0,0.000608735794347957,0.035561448449286,Inf,2.448,4.793,24.988,13.969,0.201,0.691,58.454,116.19,1.988,0.053,7.333,64.4528513380972,58.4185270185687,0.854000280229788,0.832464010014605,0.53422270697693,0.108205939050232,0.0167062996733573,0.65913494570052,0.136024427713279,16.3571374897457,69.4975124378109,4.24875761308352,290.81592039801,0.00528558,0.00193347,0.00332112,0.15678828,0.00196595,0.01833274,0.01250612,0.17512102,14.0028258164803
"e_n_35_41","e","n","35","041",13.315,119.404,0.068,0.682,0.045,0.391,0.698,0.062,1.878,0.313,0.01646,0.05292,0.01446,0.01319,0.00844,0.02015,0.40862,0.44895,0.40738,0.41544,0.40261,0.42157,2.39905,0.50616,2.39905e-06,5.0616e-07,2.39905e-05,5.0616e-06,0.0794913850231942,0.0167713717693837,0.0889652997987646,0.018481461391984,54.5388437765119,0.0016312281969769,0.000338867862100577,0.00197009605907748,0.107446761190749,4.73970681207524,3.018,8.251,25,13.019,0.186,0.69,64.619,116.825,1.808,2.437,7.441,51.0702215546376,54.5388437765119,0.840615846789335,1.09895770209672,0.599968959139237,0.110529594500067,0.0435236067398096,0.754022160379114,0.0999963024694664,15.4874548817097,69.994623655914,4.5194400365018,347.413978494624,0.0117217,0.00330004,0.00920662,0.28997712,0.00328104,0.0278349,0.0275094,0.31781202,11.5528517524919
"e_n_35_42","e","n","35","042",10.497,130.509,0.055,0.638,0.031,0.313,1.074,0.061,2.117,0.353,0.01466,0.04421,0.01308,0.01075,0.00915,0.0142,0.39837,0.44937,0.4043,0.43642,0.40664,0.41027,0.394143333333333,0,3.94143333333333e-07,0,3.94143333333333e-06,0,0.0126693453337619,0,0.0141792988704793,0,48.3543908906567,0.000293237048576266,0,0.000293237048576266,0.0141792988704793,Inf,3.111,6.411,25.008,7.764,0.115,0.708,32.838,67.192,2.046,0.388,4.618,52.3959226445651,48.3543908906567,0.768124225969325,0.686632350647325,0.333665540938282,0.0695707147973405,0.00727364625018644,0.410509901985809,0.113401919246679,10.1077400471289,67.5130434782609,6.67934109538543,285.547826086956,0.0096058,0.00286395,0.0115455,0.46871508,0.00269681,0.02741157,0.02671206,0.49612665,18.57313325891
"e_n_35_43","e","n","35","043",10.973,99.038,0.074,0.51,0.042,0.365,0.732,0.039,1.688,0.281,0.0097,0.04902,0.01829,0.01232,0.00774,0.01136,0.38446,0.44935,0.42937,0.38021,0.41333,0.39874,0.26462,0,2.6462e-07,0,2.6462e-06,0,0.0141205976520811,0,0.0158035138410103,0,57.3692118563038,0.000275470297214372,0,0.000275470297214372,0.0158035138410103,Inf,1.874,7.321,25,6.141,0.11,0.755,27.399,56.723,2.07,1.272,NA,67.4382575412376,57.3692118563038,0.654151098150004,0.651714246687611,0.32690590027795,0.0689638465832155,0.0103269089864807,0.406196655847646,0.189116791693838,9.38773934243522,55.8272727272727,5.94682816500004,249.081818181818,0.0104531,0.0028251,0.00901824,0.27831372,0.00191178,0.01752465,0.02420822,0.29583837,12.2205750773911
"e_n_35_44","e","n","35","044",8.263,106.57,0.032,0.614,0.022,0.257,0.671,0.04,1.604,0.267,0.02084,0.04141,0.01233,0.00833,0.00791,0.01716,0.40095,0.43932,0.40527,0.4103,0.40728,0.40599,0.272243333333333,0,2.72243333333333e-07,0,2.72243333333333e-06,0,0.00879623047926764,0,0.00984457978004458,0,34.744156664561,0.000283344905305647,0,0.000283344905305647,0.00984457978004458,Inf,3.095,6.332,24.993,6.71,0.098,0.707,27.558,56.606,2.054,0.033,4.157,38.7268546532736,34.744156664561,0.807067650974223,0.596209728363866,0.266504089228032,0.0557818465546646,0.00494407442515524,0.327230010207852,0.0709014972466519,8.31404900431862,68.469387755102,8.23538419361452,281.204081632653,0.00869598,0.00203287,0.00558943,0.2753113,0.0016564,0.0175728,0.01797468,0.2928841,16.2942594805582
"e_n_70_45","e","n","70","045",16.276,170.792,0.082,1.011,0.058,0.441,0.871,0.064,2.445,0.408,0.01777,0.05216,0.01356,0.01047,0.0098,0.01818,0.41016,0.45662,0.40328,0.40614,0.39521,0.41983,1.76323,0.37492,1.76323e-06,3.7492e-07,1.76323e-05,3.7492e-06,0.0579247700394218,0.0123166885676741,0.0648283399619722,0.0135725572940969,58.8712951684937,0.00110118759535405,0.000230546266312832,0.00133173386166688,0.0784008972560691,4.7029499626587,3.044,9.852,24.993,9.394,0.131,0.689,46.533,95.193,2.046,1.881,6.751,50.3809289751782,58.8712951684937,0.895269107888916,1.07028014616322,0.405670638072509,0.0845652183612271,0.027251933527741,0.517487789961477,0.0921350194836417,10.4929343783027,71.7099236641221,6.83411532739631,355.213740458015,0.01619696,0.0043218,0.00911937,0.35374794,0.00333824,0.02922368,0.03297637,0.38297162,11.6135165877869
"e_n_70_46","e","n","70","046",11.055,105.974,0.073,0.52,0.059,0.25,0.835,0.027,1.691,0.282,0.01127,0.03483,0.01543,0.00926,0.00652,0.0163,0.40084,0.44712,0.42458,0.44137,0.41019,0.4061,0.562753333333333,0,5.62753333333333e-07,0,5.62753333333333e-06,0,0.0179908354646206,0,0.0201350129988703,0,53.4371886604474,0.000376797760204284,0,0.000376797760204284,0.0201350129988703,Inf,3.128,11.041,25.003,7.839,0.112,0.698,38.901,75.402,1.938,1.539,5.381,66.0334690185436,53.4371886604474,0.744197195838987,0.871026175165293,0.40797998524211,0.0805814719207087,0.0121577078391315,0.500719165001951,0.161440480374041,10.5334984380888,69.9910714285714,6.64461781999095,347.330357142857,0.00951124,0.00163,0.0077321,0.36854395,0.00094041,0.01207224,0.01981375,0.38061619,19.2096998296637
"e_n_70_47","e","n","70","047",26.667,330.143,0.183,1.911,0.12,0.796,1.478,0.267,4.572,0.762,0.01911,0.05602,0.01868,0.01255,0.01503,0.01646,0.41628,0.45383,0.41901,0.42688,0.41118,0.42939,1.39012333333333,0.347013333333333,1.39012333333333e-06,3.47013333333333e-07,1.39012333333333e-05,3.47013333333333e-06,0.0453251820454298,0.0113144223453972,0.0507271122264215,0.0124680951936673,65.363037202462,0.000776082544470726,0.000190751466383781,0.000966834010854508,0.0631952074200887,4.0059651886575,3.067,18.359,25.013,21.037,0.271,0.647,99.741,191.087,1.916,1.095,11.241,68.6241421982225,65.363037202462,1.31140735740803,1.07587559235252,0.593611387846745,0.11588677742335,0.0183974884326056,0.727895653702701,0.0966481773463452,16.0415448953856,77.6273062730627,4.83914154025104,368.047970479705,0.04148781,0.01196388,0.0185489,0.63092864,0.01495734,0.12117261,0.08695793,0.75210125,8.6490243040514
"e_n_70_48","e","n","70","048",12.503,128.97,0.061,0.746,0.059,0.39,0.714,0.075,1.984,0.331,0.0186,0.0372,0.01343,0.00904,0.00892,0.01518,0.39917,0.4436,0.39423,0.40575,0.42168,0.41263,1.20749,0.215543333333333,1.20749e-06,2.15543333333333e-07,1.20749e-05,2.15543333333333e-06,0.0401693280106454,0.00717043690396983,0.0449567749780589,0.00790156909205795,55.7603251110481,0.000806250230581086,0.000141705936547568,0.000947956167128654,0.0528583440701168,5.60207537540789,3.006,10.581,24.996,9.549,0.163,0.739,40.507,80.479,1.987,0.98,5.59,48.7882908102056,55.7603251110481,0.907462209069823,0.84644173518571,0.348391582549776,0.0705333291953849,0.0185328673925446,0.437457779137705,0.0869277611389044,10.5227522474881,58.5828220858896,5.56725281637928,248.509202453988,0.01225078,0.0034788,0.00645456,0.2897055,0.00279,0.03327,0.02497414,0.3229755,12.9323972717379
"e_n_105_49","e","n","105","049",20.23,208.274,0.109,1.036,0.092,0.737,1.27,0,3.135,0.523,0.0156,NA,0.01587,0.00903,0.00734,0.01564,0.40737,NA,0.40563,0.41019,0.39912,0.42054,0.81076,0,8.1076e-07,0,8.1076e-06,0,0.0260610736097718,0,0.0291670754773553,0,54.2037353443705,0.000538100839214296,0,0.000538100839214296,0.0291670754773553,Inf,3.111,16.973,24.988,7.564,0.083,0.614,45.013,89.017,1.978,1.983,5.772,53.8803756796836,54.2037353443705,0.840533860603065,0.847746420785954,0.417973614242847,0.0842283125781557,0.0125431431052283,0.514745069926231,0.107736210241532,8.99904257821689,91.1325301204819,10.1269139831695,542.325301204819,0.01957692,0.00540958,0.0114681,0.5209413,0,0,0.0364546,0.5209413,14.2901389673731
"e_n_105_50","e","n","105","050",17.234,176.261,0.094,0.982,0.073,0.547,1.033,0.04,2.675,0.446,0.00759,0.03649,0.01501,0.00873,0.00826,0.01868,0.20711,0.43773,0.41942,0.44412,0.41986,0.4236,1.02266333333333,0.05097,1.02266333333333e-06,5.097e-08,1.02266333333333e-05,5.097e-07,0.0340094224587075,0.00169504489524443,0.0380627216916514,0.00186787981447809,53.3625730994152,0.000713284976358618,3.50035559754249e-05,0.000748288532334043,0.0399306015061295,20.0640245896279,3.007,13.68,24.999,11.844,0.217,0.752,56.107,108.323,1.931,2.502,6.96,54.543344551468,53.3625730994152,0.413983985145642,0.996812865497076,1.05779041797684,0.208102596155141,0.0358504507047092,1.30174346483669,0.222492750813489,28.6098023715415,54.5806451612903,1.90776030021033,258.557603686636,0.01600735,0.00451822,0.00901809,0.45877596,0.0014596,0.0175092,0.03100326,0.47628516,15.3624218872467
"e_n_105_51","e","n","105","051",18.571,187.902,0.095,1.045,0.071,0.673,1.529,0,3.318,0.553,0.01884,NA,0.01374,0.00849,0.00757,0.01891,0.40638,NA,0.40485,0.41254,0.39271,0.42859,1.03823333333333,0.0714233333333332,1.03823333333333e-06,7.14233333333332e-08,1.03823333333333e-05,7.14233333333332e-07,0.0334805976566699,0.00230323551542513,0.0374708706748328,0.00253808447158047,52.9061102831595,0.000708252231628531,4.79733712797322e-05,0.000756225602908263,0.0400089551464133,14.5363326643954,3.101,13.42,24.995,7.68,0.114,0.708,38.679,83.057,2.147,1.803,NA,51.1550266544613,52.9061102831595,0.96376070217005,1.00045454545455,0.313236343180462,0.0685405186646765,0.0145961320769786,0.396372993922117,0.0874206230831705,7.96878310425746,67.3684210526316,8.4540412471057,339.289473684211,0.01748574,0.00509461,0.01298121,0.63077366,0,0,0.03556156,0.63077366,17.737513764863
"e_n_105_52","e","n","105","052",15.699,227.629,0.099,1.134,0.066,0.739,1.416,0.012,3.367,0.561,0.01444,0.04391,0.01533,0.00893,0.00759,0.01324,0.40476,0.45066,0.41735,0.41144,0.41727,0.41801,0.908206666666667,0.12817,9.08206666666667e-07,1.2817e-07,9.08206666666667e-06,1.2817e-06,0.0294013164994065,0.0041492392359987,0.0329054140405888,0.00457231559831036,61.1620795107034,0.000538003519563627,7.47573600323743e-05,0.000612760879596001,0.0374777296388992,7.08595355127306,3.089,10.791,24.999,5.32,0.103,0.771,26.13,51.681,1.978,1.741,3.595,63.0613414867189,61.1620795107034,0.910605771068221,0.809785932721713,0.223962410402246,0.0451378500963762,0.0154308959857971,0.284531156484419,0.123756725515029,5.84226475279107,51.6504854368932,8.84083272881768,253.68932038835,0.01976682,0.00560901,0.01264488,0.58259904,0.00052692,0.00540792,0.03854763,0.58800696,15.2540366294893
"e_n_140_53","e","n","140","053",13.61,288.137,0.055,1.649,0.049,1.418,1.907,0,5.023,0.837,0.02399,NA,0.01458,0.00916,0.01162,0.02031,0.40391,NA,0.42026,0.42068,0.40766,0.41719,0.59267,0.04789,5.9267e-07,4.789e-08,5.9267e-06,4.789e-07,0.0191307295029051,0.0015458360232408,0.021410761494449,0.00170345688919832,40.5662720423876,0.000527797118553978,4.19919505400541e-05,0.000569789069094032,0.0231142183836473,12.3756525370641,3.098,12.079,24.997,7.904,0.109,0.688,41.917,81.985,1.956,2.126,5.857,40.4114621601763,40.5662720423876,0.96947097722263,0.823900985180893,0.337459378214685,0.0672573804873036,0.00863676636619852,0.413353525068187,0.0626231465296076,8.1529000719997,72.5137614678899,8.89422914883147,384.559633027523,0.02653738,0.01647716,0.01746812,0.80223676,0,0,0.06048266,0.80223676,13.2639133265633
"e_n_140_54","e","n","140","054",14.917,191.028,0.092,0.975,0.123,0.925,1.631,0.014,3.668,0.611,0.01579,0.04919,0.01839,0.00868,0.00764,0.01516,0.40724,0.44463,0.43385,0.41617,0.40736,0.41006,1.04075,0.172506666666667,1.04075e-06,1.72506666666667e-07,1.04075e-05,1.72506666666667e-06,0.0334753940173689,0.00554862227940388,0.0374650468571912,0.00611438645839959,73.8650012010569,0.000507209723793454,8.2777856345748e-05,0.000589987580139202,0.0435794333155908,6.03310017004174,3.109,16.652,25.001,14.378,0.199,0.679,69.468,132.232,1.903,1.971,8.37,61.6745994502916,73.8650012010569,0.973841925320104,1.11979341820802,0.556752850945972,0.107991222823885,0.0135871398500593,0.678331213619917,0.11219866635262,14.7642031280117,72.251256281407,4.89367801668394,349.085427135678,0.0213251,0.007067,0.01415708,0.67877327,0.00068866,0.00622482,0.04323784,0.68499809,15.8425603591669
"e_n_140_55","e","n","140","055",18.399,326.223,0.078,1.809,0.062,1.196,1.843,0,4.91,0.818,0.02471,NA,0.01876,0.01072,0.01105,0.01974,0.41314,NA,0.42771,0.42704,0.39963,0.41195,0.732656666666667,0.116226666666667,7.32656666666667e-07,1.16226666666667e-07,7.32656666666667e-06,1.16226666666667e-06,0.0236264645813179,0.00374803826722562,0.0264423057171356,0.00413020625169496,40.3829870383638,0.000654788257540618,0.000102275897713343,0.000757064155253961,0.0305725119688306,6.3036881954801,3.101,15.353,24.999,10.784,0.158,0.7,59.54,113.022,1.898,3.673,7.444,42.3936083482798,40.3829870383638,1.04754606228599,0.797160164137302,0.443610506262893,0.0858084820373674,0.0111410787719946,0.540560067072255,0.0619445007632314,10.2945353796345,68.253164556962,6.63003836889869,376.835443037975,0.03739624,0.0132158,0.01975696,0.78703472,0,0,0.070369,0.78703472,11.1843954013841
"e_n_140_56","e","n","140","056",13.93,254.612,0.086,1.422,0.066,0.853,2.19,0,4.531,0.755,0.01311,NA,0.01425,0.01116,0.00724,NA,0.41071,NA,0.43538,0.41922,0.40707,NA,0.938556666666667,0,9.38556666666667e-07,0,9.38556666666667e-06,0,0.0294680272108844,0,0.0329800754450251,0,61.5843986190165,0.000535526467491415,0,0.000535526467491415,0.0329800754450251,Inf,3.185,10.717,24.994,7.622,0.117,0.716,38.719,77.833,2.01,2.244,5.361,61.7372577171572,61.5843986190165,0.809375448671931,NA,0.373370694239112,0.0764810961190643,0.0148540730182765,0.464705863376453,0.13518830471333,9.41713763681195,65.1452991452991,6.91773887753787,330.931623931624,0.02225622,0.00617572,0.0244404,0.9180918,0,0,0.05287234,0.9180918,17.3643118500146
