"id","week","rd","tLeaf","rd25"
"a_n_0_109",6,0.10213073884174,25.0076110185185,0.102074716024645
"a_n_0_110",6,1.29776826199133,25.0296896296296,1.29499445720596
"a_n_0_111",6,1.23049222827918,24.8025393518519,1.24818947012469
"a_n_0_112",6,2.20643876337428,24.985660462963,2.20872163687821
"a_n_0_76",6,1.13481108243297,24.97895,1.136535252488
"a_n_105_122",6,0.405295095531525,25.0030953703704,0.405204657674
"a_n_105_123",6,1.57246490797888,25.04608,1.56725293045288
"a_n_105_124",6,0.691264577129565,25.0627456481482,0.688147366280799
"a_n_105_141",6,1.95526336195607,25.0067611111111,1.95431054832628
"a_n_105_87",6,1.91304988716733,25.020955462963,1.91016258650178
"a_n_140_125",6,1.1477921238364,25.0150340824916,1.14654892525541
"a_n_140_126",6,3.56965058442137,25.0790257407407,3.54939380288768
"a_n_140_127",6,1.1687940804819,25.021090513468,1.16701870341981
"a_n_140_128",6,2.38712141717444,25.0125376851852,2.38496492536846
"a_n_210_129",6,3.18581664359878,24.9979429292929,3.18628919722325
"a_n_210_130",6,1.26747558226617,25.0658037037037,1.26148236286158
"a_n_210_131",6,2.72816904249708,25.0422084343434,2.71988455223836
"a_n_210_132",6,2.64274096888043,25.0334126683502,2.63638536486867
"a_n_280_133",6,3.76610438456124,25.0407716077441,3.75505654281742
"a_n_280_134",6,0.707651892407746,25.0611260016835,0.704542897858246
"a_n_280_135",6,0.900439419865267,24.9594746296296,0.903075873960382
"a_n_280_136",6,3.17381190722509,25.0180191666667,3.16969235761072
"a_n_35_114",6,0.00746312186048993,24.9931469444444,0.00746681072551222
"a_n_35_116",6,1.77115096365289,25.0048839814815,1.77052743554735
"a_n_350_103",6,3.07435053930514,25.0204118771044,3.06983076352237
"a_n_350_137",6,1.9668416956832,25.0347461868687,1.96192313603421
"a_n_350_138",6,0.872366263367916,25.0827226851852,0.86718521747071
"a_n_350_139",6,2.93787393165869,24.9787068518519,2.94238919289122
"a_n_350_140",6,3.16307531673808,25.0158507407407,3.15946337079065
"a_n_630_141",6,3.15700331709213,25.0113478703704,3.15442181875146
"a_n_630_142",6,1.96502188861004,25.0042982407407,1.96441305639447
"a_n_630_143",6,3.66401684486368,25.0313514814815,3.65574785437103
"a_n_630_144",6,2.20979750831328,25.012872037037,2.20774800674558
"a_n_70_117",6,0.11689755974412,25.0465171801347,0.116506432383728
"a_n_70_118",6,0.995535461394029,24.973634537037,0.997430486974844
"a_n_70_120",6,2.2501816183287,24.9757168350168,2.25412618568179
"a_n_70_81",6,2.08674180632039,24.9977496296296,2.08708042282878
"a_y_0_73",6,2.8443361630478,25.0705565740741,2.82991889662649
"a_y_0_74",6,2.60942907384337,25.0181449074074,2.60601846979625
"a_y_0_75",6,1.40091018251885,25.0133058333333,1.39956713554355
"a_y_105_85",6,0.94133022909473,25.0234205555556,0.939742586445343
"a_y_105_86",6,2.33737834060496,25.0311450925926,2.33213799174188
"a_y_105_88",6,2.18563999115529,25.0001190740741,2.18562122702443
"a_y_140_89",6,3.43910301227388,25.0070920117845,3.4373451215006
"a_y_140_90",6,2.07833393777836,25.0402852188552,2.07230974116628
"a_y_140_91",6,2.86140089922993,25.0380872222222,2.85355857095877
"a_y_140_92",6,0.587273090841206,25.0101217255892,0.586844735269428
"a_y_210_93",6,2.04477633024016,25.0168198569024,2.04229874464354
"a_y_210_94",6,3.36453936943065,25.0332512626263,3.35648691228611
"a_y_210_95",6,2.82181009517541,25.0484588888889,2.81197547949334
"a_y_210_96",6,3.81931800388672,24.9303978703704,3.83855316677223
"a_y_280_100",6,0.40835819195884,24.9884850925926,0.40869742145056
"a_y_280_97",6,3.95326634464614,25.0989612542088,3.92520204416704
"a_y_280_98",6,0.661715309215522,25.066639537037,0.658546801287856
"a_y_280_99",6,2.82831474266581,25.0333387878788,2.82152786124843
"a_y_35_77",6,3.9812487477101,24.9432110185185,3.99759751267642
"a_y_35_78",6,1.09846512723285,24.9351925673401,1.10361494181962
"a_y_35_79",6,1.42393890683224,24.9886140740741,1.42510853741414
"a_y_35_80",6,3.17389842385839,25.045031043771,3.16361737353417
"a_y_350_101",6,0.83064440849886,25.0018700925926,0.830532420405177
"a_y_350_102",6,1.89831506317807,25.0271375,1.89460595994761
"a_y_350_104",6,3.84735869967043,24.9943275,3.84893267837648
"a_y_630_105",6,2.97943099282645,25.0330827441078,2.97233630525492
"a_y_630_106",6,3.09009429152045,24.9924568855219,3.09177551632273
"a_y_630_107",6,1.94561331575103,25.0942882407407,1.93245043676887
"a_y_630_108",6,1.81136280165175,25.0673036111111,1.80260327408443
"a_y_70_119",6,2.10393857576517,24.8046661700337,2.13386873640063
"a_y_70_82",6,1.96281092271532,25.0454562205387,1.95639299569583
"a_y_70_83",6,1.7629196598317,25.0275472222222,1.75942317216598
