"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1664313369.6,0,2022-09-27 16:16:09,16:16:09,5,"albert","a_n_70_118",1664313366.85,0.00061256924911221,0.612569249112214,-2.40068299178425,422.577802984972,515.27022302565,46.8295269509805,38.405321575871,0.0367113395352941,2.76224768388414,0.0364424231557253,0.0228005111995072,0.00159617556,25.4190706426085,24.98456,3.17675181406329,51.3238207995383,1.68997380706212,3.29276694668321,1.48677800700117,-27.0143038858487,89.7873088907391,6.89545150540431,69.6700526858547,-2.43523139630948,0.624755449314792,-2.40068299178425,427.609004502165,430.547703030303,-0.00124972653362755,63.45,0.612569249112214,17.8649527381379,18.5914398601399,-0.00072797148172932,96.6814464846275,7,1,1,0,48271,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313366.85,422.5778,419.9726,18.59496,17.85927,419.3682,18.39126,500.0515,90.7834,0.10003331,25.58749,24.98456,999.9,0,0,9996.765,0,0.27582,2.604998,430.5845,427.6096,0.7357095,419.9726,17.85927,1.688115,1.621323,14.78756,14.16299,0.0100011,0,0,0,631.775,0.0100011,-3.125,-1.725,34.9059,38.9997,36.6809,38.9372,37.0685,0,0,0,1664313385.8,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.61968853658537,-0.0388162369337978,0.0184467028663365,1,0.736711780487805,0.0725304878048773,0.0182800454601455,1,2,2,"2/2",2.98086,2.72827,0.0866726,0.0872241,0.0903292,0.0883916,27439.6,27034.8,30567.6,29858.8,38357.9,35828.8,46741.4,44391.7,1.8839,1.89468,0.0578053,0,24.0388,999.9,45.8,30.6,22.2464,63.1782,19.2628,1,-0.129497,-2.98236,20.2286,5.2402,11.968,4.97335,3.291,9999,9999,9999,382.5,4.97275,1.87683,1.87498,1.8778,1.87454,1.87806,1.87517,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2037,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.5,7537.4,1.09863,2.52808,1.39893,2.34253,1.44897,2.37305,35.2209,13.7293,18,486.666,464.179,24.9134,25.3427,30.0019,25.2326,25.3185,22.026,28.6989,67.0717,25.4353,420,17.7745,101.029,102.087,7
2,1664313374.6,5,2022-09-27 16:16:14,16:16:14,5,"albert","a_n_70_118",1664313372.1,0.00064634236103915,0.646342361039151,-2.38917432727109,422.533002976945,509.461566254433,46.2998797079215,38.3998097330255,0.0386871453568478,2.76183980103735,0.038388587133835,0.0240194990388788,0.00159617556,25.4133817448318,24.9922,3.17819924838132,51.2844864082365,1.68904161043987,3.29347474983897,1.48915763794145,-28.5036981218266,89.1756528774415,6.84987699338575,67.5234279245607,-2.3706385670043,0.671156102478865,-2.38917432727109,427.629371421645,430.546860606061,0.00028267888973238,63.45,0.646342361039151,17.816175581237,18.5777111888112,-5.28410667941461e-05,96.6814464846275,7,1,1,0,48179,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313372.1,422.533,420.028666666667,18.5854,17.7950222222222,419.323777777778,18.3818777777778,500.026,90.7801111111111,0.0999135555555556,25.5911111111111,24.9922,999.9,0,0,9994.71777777778,0,0.27582,2.50430666666667,430.534666666667,427.638555555556,0.790367555555556,420.028666666667,17.7950222222222,1.68718555555556,1.61543444444444,14.7790222222222,14.1068111111111,0.0100011,0,0,0,632.1,0.0100011,-2.77222222222222,-1.32777777777778,34.8538888888889,38.84,36.6317777777778,38.6663333333333,36.9787777777778,0,0,0,1664313391.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.59387756097561,-0.371231707317067,0.0485907463227053,0,0.753909195121951,0.0789483763066222,0.0203454850258611,1,1,2,"1/2",2.98104,2.72832,0.0866683,0.0872275,0.0902667,0.0881322,27439.7,27034,30567.6,29858,38360.8,35838.1,46741.5,44390.4,1.88387,1.89468,0.0585951,0,24.0404,999.9,45.7,30.5,22.0737,63.4282,18.8301,1,-0.129835,-1.57657,20.255,5.24035,11.968,4.9731,3.291,9999,9999,9999,382.5,4.97276,1.87685,1.875,1.87785,1.87454,1.87813,1.87525,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2033,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.5,7537.5,1.09863,2.51709,1.39893,2.34253,1.44897,2.49512,35.2209,13.7643,18,486.642,464.157,25.4725,25.3427,30,25.231,25.3159,22.0234,28.6989,67.0717,25.4456,420,17.7781,101.029,102.084,7
3,1664313379.6,10,2022-09-27 16:16:19,16:16:19,5,"albert","a_n_70_118",1664313376.8,0.00062658219098118,0.62658219098119,-2.37747790491826,422.58470295334,512.511774098496,46.5763065720322,38.4038683053226,0.0373265322690851,2.76164815866149,0.0370485045677766,0.0231801222778463,0.00159617556,25.4454167275022,25.01545,3.18260761760033,51.1357065424463,1.68680330107279,3.29867995404077,1.49580431652754,-27.6322746222705,89.6695564823082,6.89002060731933,68.9288986429171,-2.40003516354427,0.680303734953776,-2.37747790491826,427.674888214719,430.578042424242,0.00023877936271185,63.45,0.62658219098119,17.7606409788728,18.5496496503497,-0.00723655501252133,96.6814464846275,7,1,1,0,48331,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313376.8,422.5847,420.0499,18.56108,17.75995,419.3751,18.35806,500.0511,90.77862,0.09989036,25.61772,25.01545,999.9,0,0,9993.75,0,0.27582,2.534688,430.5766,427.6448,0.8011244,420.0499,17.75995,1.684951,1.612226,14.75844,14.07613,0.0100011,0,0,0,632.125,0.0100011,-3.49,-1.26,34.7811,38.7497,36.5248,38.5624,36.9434,0,0,0,1664313396,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.57012925,-0.424874409005635,0.0585533112807252,0,0.766537375,0.261991080675422,0.0298122927721833,0,0,2,"0/2",2.98075,2.72809,0.0866791,0.0872096,0.0901791,0.0881092,27439.6,27034.6,30567.8,29858.1,38364.8,35839.1,46741.9,44390.5,1.88367,1.89468,0.0599064,0,24.044,999.9,45.7,30.6,22.1988,63.2882,19.2308,1,-0.131222,-0.98973,20.2596,5.23661,11.968,4.9724,3.29033,9999,9999,9999,382.5,4.97276,1.87687,1.875,1.87781,1.87454,1.87811,1.8752,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2028,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.6,7537.6,1.09863,2.52441,1.39893,2.34253,1.44897,2.37793,35.2209,13.7555,18,486.522,464.139,25.5333,25.3409,29.9993,25.2294,25.3137,22.025,28.6989,67.0717,25.4465,420,17.7872,101.03,102.084,7
4,1664313384.6,15,2022-09-27 16:16:24,16:16:24,5,"albert","a_n_70_118",1664313382.1,0.00064570313287922,0.645703132879223,-2.32250699928335,422.520780661041,507.45390783602,46.1181521565256,38.3993055347927,0.0383475601763125,2.76219072745632,0.0380542357930988,0.0238100642425024,0.00159617556,25.4657740199504,25.0308888888889,3.18553789464356,50.9970184255768,1.68478373547955,3.30369066171636,1.50075415916401,-28.4755081599737,91.1973393213858,7.00748113910152,69.7309084760736,-2.4401588053929,0.662810591324426,-2.32250699928335,427.513837402598,430.459284848485,-0.0233591341991412,63.45,0.645703132879223,17.7582668291498,18.5313104895105,-0.00178742672792025,96.6814464846275,7,1,1,0,48347,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313382.1,422.520777777778,419.928888888889,18.5382555555556,17.7577,419.311444444444,18.3356777777778,500.046333333333,90.7813888888889,0.100071366666667,25.6433,25.0308888888889,999.9,0,0,9996.65,0,0.27582,2.59180333333333,430.501555555556,427.520666666667,0.780596777777778,419.928888888889,17.7577,1.68293,1.61206666666667,14.7398777777778,14.0746333333333,0.0100011,0,0,0,634.738888888889,0.0100011,-1.98888888888889,-1.07222222222222,34.715,38.59,36.361,38.354,36.9095555555555,0,0,0,1664313400.8,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.56559146341463,-0.0410933101045317,0.0570668566644926,1,0.774359951219512,0.198787881533103,0.0276561486922063,0,1,2,"1/2",2.98116,2.72866,0.086664,0.087221,0.0901224,0.0881136,27440.4,27034.1,30568.2,29858,38367.7,35838.9,46742.5,44390.5,1.88377,1.8945,0.0602864,0,24.0496,999.9,45.7,30.5,22.0717,63.5682,18.8982,1,-0.131753,-0.816174,20.2612,5.2402,11.968,4.9732,3.291,9999,9999,9999,382.5,4.97278,1.87684,1.87499,1.87779,1.87453,1.87812,1.87519,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2025,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.7,7537.7,1.09863,2.52075,1.39893,2.34253,1.44897,2.49878,35.2209,13.7643,18,486.562,464.014,25.5302,25.3405,29.9995,25.2275,25.3121,22.0279,28.6989,67.0717,25.4843,420,17.7924,101.031,102.084,7
5,1664313389.6,20,2022-09-27 16:16:29,16:16:29,5,"albert","a_n_70_118",1664313386.8,0.00064528665141679,0.645286651416795,-2.36760064999162,422.49790294627,509.752155475667,46.3273591792268,38.3975072827255,0.0381484942475683,2.76247221314411,0.037858224209552,0.0236872854999723,0.00159617556,25.4804571708136,25.06099,3.19125781863166,50.9212971589378,1.68373496179096,3.30654373657373,1.50752285684071,-28.4571413274806,88.8905997108767,6.83107137218966,67.2661259311457,-2.37856267314687,0.652294094235376,-2.36760064999162,427.58907555671,430.478309090909,0.00058706246134571,63.45,0.645286651416795,17.759857805758,18.5224097902098,-0.00038082291683915,96.6814464846275,7,1,1,0,48224,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313386.8,422.4979,419.9748,18.52658,17.75847,419.2887,18.32423,500.0919,90.78196,0.10016513,25.65785,25.06099,999.9,0,0,9998.25,0,0.27582,2.523117,430.4731,427.5677,0.7681185,419.9748,17.75847,1.681879,1.612148,14.73018,14.07542,0.0100011,0,0,0,634.74,0.0100011,-5.005,-1.4,34.7495,38.4997,36.306,38.131,36.7936,0,0,0,1664313406.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.54080925,0.113662401500929,0.0525479220991421,0,0.7842995,-0.0812594971857435,0.0156846096923067,1,1,2,"1/2",2.98068,2.72815,0.0866691,0.087217,0.0900921,0.0881024,27440.8,27034.8,30568.8,29858.6,38370.1,35840.1,46743.9,44391.5,1.8836,1.89463,0.0625774,0,24.0582,999.9,45.7,30.5,22.0699,63.1582,19.1707,1,-0.131936,-0.507367,20.2618,5.23616,11.968,4.9718,3.29025,9999,9999,9999,382.5,4.97278,1.87688,1.87498,1.87784,1.87454,1.87814,1.87523,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2022,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.8,7537.7,1.09863,2.52563,1.39893,2.34253,1.44897,2.39258,35.1978,13.7555,18,486.453,464.08,25.5121,25.3399,29.9997,25.2253,25.3105,22.0286,28.6989,67.0717,25.4466,420,17.855,101.034,102.086,7
6,1664313394.6,25,2022-09-27 16:16:34,16:16:34,5,"albert","a_n_70_118",1664313392.1,0.0006438736895973,0.643873689597303,-2.35223725166253,422.496336259849,509.621057632198,46.3155257827091,38.3974320960375,0.0379326929995419,2.76347986107115,0.0376457881818597,0.0235542138507461,0.00159617556,25.4911901883929,25.0837444444444,3.1955876564978,50.8651459152029,1.68290461883674,3.3085614688736,1.51268303766106,-28.3948297112411,87.0650186463807,6.6894500228517,65.3612351335513,-2.39035959919534,0.646890260829482,-2.35223725166253,427.539498884849,430.427127272727,-0.00306025974027485,63.45,0.643873689597303,17.7547273312268,18.5150041958042,-0.00028383313856218,96.6814464846275,7,1,1,0,48206,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313392.1,422.496333333333,419.956111111111,18.5174111111111,17.7555888888889,419.287222222222,18.3152333333333,500.047,90.7824,0.0998841777777778,25.6681333333333,25.0837444444444,999.9,0,0,10004.1555555556,0,0.27582,2.54032666666667,430.467555555556,427.547333333333,0.761825222222222,419.956111111111,17.7555888888889,1.68105666666667,1.61189666666667,14.7226,14.073,0.0100011,0,0,0,633.6,0.0100011,-5.32777777777778,-1.83333333333333,34.8193333333333,38.3887777777778,36.1524444444444,37.965,36.6803333333333,0,0,0,1664313411,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.54811463414634,0.0138380487804839,0.0515907435967553,1,0.780272341463415,-0.160036933797911,0.0162626806052621,0,1,2,"1/2",2.98102,2.72813,0.0866611,0.08722,0.0900695,0.0881327,27441.2,27034.5,30569,29858.3,38371.3,35838.9,46744.1,44391.4,1.88385,1.89465,0.061512,0,24.0663,999.9,45.7,30.6,22.1977,63.3482,19.0545,1,-0.13234,-0.245773,20.2629,5.23781,11.968,4.97245,3.29063,9999,9999,9999,382.5,4.97278,1.87686,1.875,1.87783,1.87454,1.87816,1.87523,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2021,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7537.9,7537.8,1.09863,2.52441,1.39893,2.34253,1.44897,2.47681,35.1978,13.7555,18,486.579,464.083,25.4389,25.3384,29.9999,25.2241,25.3089,22.028,28.4223,67.0717,25.3688,420,17.8855,101.034,102.086,7
7,1664313399.6,30,2022-09-27 16:16:39,16:16:39,5,"albert","a_n_70_118",1664313396.8,0.00063282565552054,0.632825655520544,-2.36776564365297,422.475902943329,512.085478853114,46.5400874700539,38.3960613782848,0.0372342838198157,2.76129285834425,0.0369575878417738,0.0231231808998769,0.00159617556,25.4980657600115,25.09242,3.19723983900662,50.8506614901019,1.68282131715249,3.30934007118088,1.51441852185413,-27.907611408456,86.2951185532667,6.6359694012002,65.0250727215709,-2.35318519947024,0.624296637520794,-2.36776564365297,427.564087040693,430.453739393939,0.00058909090908193,63.45,0.632825655520544,17.7745905439303,18.5206573426574,-0.00011834920636894,96.6814464846275,7,1,1,0,48310,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313396.8,422.4759,419.9689,18.51626,17.78107,419.2668,18.31411,500.0642,90.78345,0.09998527,25.6721,25.09242,999.9,0,0,9991.12,0,0.27582,2.5071,430.4461,427.5716,0.7351962,419.9689,17.78107,1.680971,1.614226,14.7218,14.09529,0.0100011,0,0,0,634.52,0.0100011,-5.92,-1.425,34.706,38.2873,36.1684,37.8559,36.6185,0,0,0,1664313415.8,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.5429895,-0.326866716697938,0.0481578037783078,0,0.761645825,-0.175444694183868,0.017796648588832,0,0,2,"0/2",2.981,2.72858,0.0866666,0.087227,0.0900956,0.0882439,27441.4,27034.2,30569.3,29858.2,38370.5,35834.2,46744.4,44391.1,1.88377,1.8946,0.0625513,0,24.0744,999.9,45.7,30.6,22.1975,63.2682,19.0745,1,-0.132312,-0.122658,20.2637,5.2399,11.968,4.9732,3.291,9999,9999,9999,382.5,4.97278,1.87685,1.87498,1.87784,1.87454,1.87813,1.87519,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2023,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7538,7537.9,1.09863,2.52197,1.39893,2.34253,1.44897,2.40112,35.1978,13.7555,18,486.528,464.037,25.3398,25.3377,29.9999,25.2225,25.3073,22.0295,28.132,67.0717,25.2875,420,17.9019,101.035,102.085,7
8,1664313404.6,35,2022-09-27 16:16:44,16:16:44,5,"albert","a_n_70_118",1664313402.1,0.00062195705948729,0.621957059487297,-2.32852165293198,422.480891789269,512.147435649076,46.5451505993697,38.396046460265,0.0365925118921086,2.76340687024047,0.0363254379166273,0.0227272316081974,0.00159617556,25.502120966287,25.0970555555556,3.19812294532896,50.8788213395697,1.68384755426018,3.30952547627242,1.51427539106878,-27.4283063233898,85.8112803823968,6.59389976547213,64.9784700000391,-2.34279528293079,0.608897185971356,-2.32852165293198,427.59679998961,430.443012121212,-0.00033616686344094,63.45,0.621957059487297,17.8016540063916,18.5330412587413,0.00015099359921518,96.6814464846275,7,1,1,0,48152,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313402.1,422.480888888889,419.978444444445,18.5277777777778,17.8107,419.271555555555,18.3253777777778,500.042555555556,90.7822666666667,0.1000601,25.6730444444444,25.0970555555556,999.9,0,0,10003.7388888889,0,0.27582,2.50231222222222,430.456333333333,427.594333333333,0.717063666666667,419.978444444445,17.8107,1.68199333333333,1.61689555555556,14.7312444444444,14.1207777777778,0.0100011,0,0,0,632.111111111111,0.0100011,-8.31666666666667,-1.48333333333333,34.6872222222222,38.2081111111111,36.0274444444444,37.715,36.5622222222222,0,0,0,1664313421.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.51914,-0.103500418118472,0.0296548335220333,0,0.748063121951219,-0.20454832055749,0.0209529675448693,0,0,2,"0/2",2.98103,2.72833,0.0866619,0.0872194,0.0901408,0.0883436,27441.6,27035,30569.4,29858.9,38368.5,35830.9,46744.4,44392,1.88365,1.89485,0.0617802,0,24.082,999.9,45.8,30.5,22.1198,63.3682,19.0545,1,-0.132327,0.00910403,20.2637,5.23885,11.968,4.97295,3.291,9999,9999,9999,382.5,4.97277,1.87686,1.87499,1.87784,1.87454,1.87813,1.8752,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2026,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7538,7538,1.09863,2.52197,1.39893,2.34253,1.44897,2.46582,35.1978,13.7555,18,486.45,464.179,25.2389,25.3363,29.9999,25.2211,25.3053,22.0297,28.132,67.0717,25.188,420,17.9135,101.035,102.087,7
9,1664313409.6,40,2022-09-27 16:16:49,16:16:49,5,"albert","a_n_70_118",1664313406.8,0.00061620508034164,0.616205080341646,-2.312756850544,422.460602877797,512.318515463583,46.5596485770665,38.3933365942227,0.0362776515974174,2.76138060774864,0.0360149450088189,0.0225327850538635,0.00159617556,25.4986113767297,25.09803,3.19830861103991,50.9332384385893,1.68515117074188,3.30854903870619,1.51315744029803,-27.1746440430666,84.8627391172713,6.52566575642281,64.2153570061875,-2.30729730032101,0.607762605012279,-2.312756850544,427.651838548918,430.473303030303,0.00082284431617334,63.45,0.616205080341646,17.8246808381831,18.548458041958,0.0002618874312634,96.6814464846275,7,1,1,0,48258,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313406.8,422.4606,420.0003,18.54254,17.82685,419.2515,18.33987,500.0711,90.78029,0.09998696,25.66807,25.09803,999.9,0,0,9991.986,0,0.27582,2.46017,430.442,427.6236,0.7157072,420.0003,17.82685,1.683298,1.618326,14.74325,14.1344,0.0100011,0,0,0,634.65,0.0100011,-4.115,-0.805,34.5248,38.0935,36.006,37.5685,36.4685,0,0,0,1664313426,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.50323475,-0.295696772983124,0.041614466173886,0,0.732771875,-0.185820326454035,0.0193770176526052,0,0,2,"0/2",2.98088,2.7284,0.0866662,0.0872149,0.0901877,0.0883849,27441.1,27035.1,30569,29858.8,38365.9,35829.3,46743.7,44392,1.8837,1.89492,0.0615902,0,24.0885,999.9,45.8,30.5,22.1168,63.6182,18.9263,1,-0.132233,0.0780474,20.2636,5.23811,11.968,4.9729,3.291,9999,9999,9999,382.5,4.97277,1.87686,1.87499,1.87779,1.87453,1.87811,1.87519,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.2028,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7538.1,7538.1,1.09863,2.51465,1.39893,2.34253,1.44897,2.44141,35.1978,13.7643,18,486.462,464.213,25.1322,25.3356,30,25.219,25.3036,22.032,27.8504,67.0717,25.0915,420,17.9181,101.034,102.087,7
10,1664313414.6,45,2022-09-27 16:16:54,16:16:54,5,"albert","a_n_70_118",1664313412.1,0.00061269256759846,0.612692567598462,-2.38424892100505,422.503002965111,515.960279346811,46.8918831213316,38.398229915165,0.0361197650055958,2.76348784543146,0.0358595283159234,0.0224354299971588,0.00159617556,25.4910034014296,25.0938222222222,3.19750694983642,50.997759231562,1.68641605554847,3.3068434397109,1.51109089428795,-27.0197422310922,84.2593830799521,6.47390909304696,63.7151461174669,-2.37536907051647,0.604985109809394,-2.38424892100505,427.588580758442,430.500296969697,0.00025477272727401,63.45,0.612692567598462,17.8404402973996,18.5610531468532,0.00013117650940924,96.6814464846275,7,1,1,0,48226,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313412.1,422.503,419.959444444445,18.5559555555556,17.8434888888889,419.293555555556,18.3530333333333,500.031,90.7827777777778,0.0999606777777778,25.6593777777778,25.0938222222222,999.9,0,0,10004.1611111111,0,0.27582,2.54349111111111,430.491,427.588888888889,0.712471333333333,419.959444444445,17.8434888888889,1.68456222222222,1.61988222222222,14.7548888888889,14.1492444444444,0.0100011,0,0,0,632.455555555556,0.0100011,-7.00555555555556,-1.63888888888889,34.4858888888889,38.0067777777778,35.8886666666667,37.4304444444444,36.4303333333333,0,0,0,1664313430.8,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.503894,0.0795708067542177,0.0397610754884724,1,0.720355025,-0.0856541651031913,0.0101203435255121,1,2,2,"2/2",2.98085,2.72832,0.0866722,0.0872241,0.0902338,0.088428,27441.6,27034.6,30569.7,29858.5,38364.6,35827,46744.6,44391.3,1.88372,1.89482,0.0604317,0,24.0941,999.9,45.7,30.5,22.07,63.4482,19.2949,1,-0.132256,0.137522,20.2635,5.23601,11.968,4.97305,3.291,9999,9999,9999,382.5,4.97277,1.87686,1.875,1.87784,1.87454,1.87814,1.87521,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.209,0.203,1.77735464286195,0.00414165687371907,-1.96037296748299e-06,5.42736388890357e-10,-0.00977768937167962,0.00227335588007255,0.00054135864181681,-1.83619133115566e-06,0,2096,1,23,7538.2,7538.2,1.09985,2.5293,1.39893,2.34253,1.44897,2.45239,35.1978,13.7555,18,486.467,464.141,25.0294,25.3342,30.0004,25.2178,25.3025,22.033,27.8504,67.0717,24.9932,420,17.9239,101.036,102.086,7
