"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1664313429.1,0,2022-09-27 16:17:09,16:17:09,5,"a_y_280_97","stan",1664313426.35,0.00058329248308367,0.583292483083677,-1.93197155120226,422.045702411737,499.019403551633,45.3811076127716,38.3810755700867,0.0347818428582507,2.76235343323616,0.0345403601998152,0.0216092814844599,0.000159630324,25.7431136368554,25.03411,3.18614955367879,50.4197565954347,1.69159731313296,3.355028717624,1.49455224054583,-25.7231985039902,129.465588675713,9.9605648248062,113.703114626853,-1.94351288355425,0.585722343862082,-1.93197155120226,427.677942611597,430.039381818182,-0.00023486345606144,64.5692871939423,0.583292483083677,17.9122854201399,18.5995586466165,-5.28287441294913e-05,112.27,13,3,1,0,48107,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313426.35,422.0457,420.0104,18.60113,17.91143,425.349,18.7642,500.0672,90.84046,0.10010722,25.90345,25.03411,999.9,0,0,9991.11,0,0.281038,2.035345,430.045,427.6704,0.6896943,420.0104,17.91143,1.689734,1.627081,14.80244,14.2177,0.00100019,0,0,0,664.95,0.00100019,-10.45,0.35,35.25,40.5872,37.5248,41.7748,37.6498,0,0,0,1664313433.4,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.05958707317073,-0.138885993031358,0.0278035578740934,0,0.698689268292683,-0.0550745435540059,0.00753550934405633,1,1,2,"1/2",2.9851,2.71551,0.0960736,0.0942446,0.0907803,0.0865323,28704.5,28906.7,29503.8,29508.4,35555.1,35835.7,41577.2,42049.2,1.97623,1.92843,0.0493079,0,24.2217,999.9,48.2,30,22.6058,63.4701,30.2404,1,-0.192889,-0.0744717,20.4075,5.22792,12.0099,4.9929,3.29,9999,9999,9999,263.6,1.86709,1.86618,1.86556,1.86555,1.86737,1.8699,1.86851,1.86997,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1631,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.5,7568.6,1.03638,2.20825,1.39648,2.33765,1.49536,2.4646,34.1452,14.7887,18,518.09,444.239,25.0547,25.006,30.0001,25.0557,25.012,20.7573,27.0074,54.7884,25.0587,420,17.9818,100.92,100.989,7
2,1664313434.1,5,2022-09-27 16:17:14,16:17:14,5,"a_y_280_97","stan",1664313431.6,0.00058141694443553,0.581416944435534,-2.00995355034258,422.058002503921,502.810965063226,45.7267296093411,38.3828784591613,0.0347031610646084,2.76151525294118,0.0344626932168644,0.0215606493012671,0.000159630324,25.735911057043,25.0251666666667,3.1844515509276,50.4339052150202,1.69130341509443,3.35350476605712,1.49314813583317,-25.640487249607,129.615546470606,9.97429585241913,113.949514703742,-2.01108525430548,0.583396137743775,-2.00995355034258,427.589701495025,430.045715151515,-8.48548510039963e-05,64.5692871939423,0.581416944435534,17.9111114321878,18.5958921804511,-1.74902039413226e-05,112.27,13,3,1,0,48231,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313431.6,422.058,419.940444444444,18.5975666666667,17.9106,425.361777777778,18.7606777777778,500.064777777778,90.8421888888889,0.0999997,25.8957777777778,25.0251666666667,999.9,0,0,9985.97222222222,0,0.281038,2.11774222222222,430.056111111111,427.599,0.686952666666667,419.940444444444,17.9106,1.68944444444444,1.62703777777778,14.7997666666667,14.2172777777778,0.00100019,0,0,0,669.722222222222,0.00100019,-6.72222222222222,0,35.25,40.625,37.562,41.84,37.687,0,0,0,1664313438.8,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.06790292682927,0.116025574912894,0.0327739889609013,0,0.693588926829268,-0.0624897909407654,0.00646789532771331,1,1,2,"1/2",2.98501,2.71553,0.0960744,0.0942449,0.0907706,0.0865299,28704.9,28907,29504.2,29508.7,35555.8,35836.3,41577.6,42049.7,1.9762,1.92852,0.0485182,0,24.2248,999.9,48.2,30,22.6056,63.3001,30.012,1,-0.192965,-0.0766667,20.4075,5.22807,12.0099,4.99265,3.29,9999,9999,9999,263.6,1.86707,1.86616,1.86554,1.86555,1.86737,1.86988,1.86851,1.86999,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.304,-0.1632,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.6,7568.6,1.03638,2.21191,1.39648,2.33765,1.49536,2.4231,34.1225,14.78,18,518.066,444.283,25.0264,25.006,30.0001,25.0549,25.0099,20.7584,27.0074,54.7884,25.0257,420,17.9887,100.921,100.99,7
3,1664313439.1,10,2022-09-27 16:17:19,16:17:19,5,"a_y_280_97","stan",1664313436.3,0.00057919754876648,0.579197548766481,-1.93165906824766,422.008102396206,499.453286864627,45.4214058421842,38.378366489404,0.0345990378345939,2.76623958591432,0.0343604106502507,0.0214965590269217,0.000159630324,25.7305153180305,25.01671,3.18284667533092,50.4421435638939,1.69095291996092,3.35226221665031,1.49189375536999,-25.5426119006018,130.165217602599,9.99874842319869,114.62151375552,-1.93229949871111,0.581301669354481,-1.93165906824766,427.650695859777,430.007763636364,0.00063172717200027,64.5692871939423,0.579197548766481,17.9098517233167,18.5921043609023,-2.42944419874102e-05,112.27,13,3,1,0,48301,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313436.3,422.0081,419.9839,18.5937,17.90917,425.3115,18.75684,500.0451,90.84235,0.09990033,25.88952,25.01671,999.9,0,0,10013.86,0,0.281038,2.024084,430.0033,427.6427,0.6845318,419.9839,17.90917,1.689096,1.626911,14.79659,14.21608,0.00100019,0,0,0,649.3,0.00100019,12.7,2.95,35.2624,40.6498,37.562,41.8874,37.687,0,0,0,1664313443.6,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.0571095,-0.035528330206391,0.0389475044097821,1,0.689099775,-0.0369345253283323,0.0036413712835105,1,2,2,"2/2",2.98529,2.71597,0.0960712,0.0942409,0.0907596,0.086532,28704.9,28907,29504.1,29508.6,35555.9,35836.1,41577.2,42049.6,1.97642,1.92845,0.0481009,0,24.2284,999.9,48.2,30,22.6043,63.3401,29.7997,1,-0.192569,-0.111618,20.4075,5.22792,12.0099,4.9928,3.29,9999,9999,9999,263.6,1.86708,1.86616,1.86555,1.86555,1.86737,1.86987,1.86851,1.86997,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1632,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.6,7568.7,1.03638,2.21436,1.39771,2.33765,1.49536,2.36816,34.1225,14.7625,18,518.2,444.228,25.0003,25.006,30,25.0536,25.0087,20.7619,26.7347,54.7884,25.0027,420,17.9964,100.92,100.99,7
4,1664313444.1,15,2022-09-27 16:17:24,16:17:24,5,"a_y_280_97","stan",1664313441.6,0.00058244470907027,0.58244470907027,-1.91824082910695,422.00033572931,498.38491114016,45.3252059494175,38.3784735454705,0.0347731544374978,2.76183198643167,0.0345317467268804,0.0216038913819742,0.000159630324,25.7216661199786,25.0215444444444,3.18376405214644,50.4643811025404,1.69092509700904,3.35072988128635,1.4928389551374,-25.6858116699989,128.088513176033,9.85478352877074,112.257644665129,-1.94380371309103,0.56433484641042,-1.91824082910695,427.611073718416,429.967266666667,-0.00268574579346313,64.5692871939423,0.58244470907027,17.9092809286713,18.5953891729323,-3.48258327480001e-05,112.27,13,3,1,0,48096,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313441.6,422.000333333333,419.953888888889,18.593,17.9285,425.303555555555,18.7561666666667,500.083222222222,90.8440333333333,0.100144422222222,25.8818,25.0215444444444,999.9,0,0,9987.63888888889,0,0.281038,2.04632777777778,429.995222222222,427.620555555556,0.664489,419.953888888889,17.9285,1.68906111111111,1.62869888888889,14.7962888888889,14.2330444444444,0.00100019,0,0,0,649.277777777778,0.00100019,-2,-1.27777777777778,35.312,40.687,37.604,41.951,37.743,0,0,0,1664313448.4,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.05562825,-0.0497548592870585,0.0405187398550041,1,0.68291305,-0.0802702964352726,0.00954356431305936,1,2,2,"2/2",2.98512,2.71554,0.0960652,0.094249,0.0907827,0.0866699,28705,28906.6,29504,29508.5,35555.2,35830.3,41577.4,42049.2,1.97617,1.92885,0.0482649,0,24.2309,999.9,48.2,30,22.6038,63.7101,29.7796,1,-0.192721,-0.141501,20.4076,5.22792,12.0099,4.9926,3.29,9999,9999,9999,263.6,1.86708,1.86619,1.86555,1.86555,1.86737,1.86985,1.86849,1.86997,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1631,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.7,7568.8,1.03638,2.21802,1.39648,2.33765,1.49536,2.34741,34.1225,14.7712,18,518.021,444.462,24.9829,25.0079,30.0002,25.0517,25.0078,20.7616,26.7347,54.7884,24.9864,420,17.9947,100.921,100.989,7
5,1664313449.1,20,2022-09-27 16:17:29,16:17:29,5,"a_y_280_97","stan",1664313446.3,0.00056867590895257,0.568675908952578,-1.93015994981115,421.965102404846,500.98712693341,45.5637283490456,38.3768409708202,0.033964810920266,2.76219802814164,0.0337344865604038,0.0211046174884947,0.000159630324,25.7177000140895,25.02346,3.18412760896073,50.5221554085828,1.69208208716615,3.34918823926245,1.49204552179458,-25.0786075848087,126.663158982649,9.74354207516038,111.328253103325,-1.89847612544246,0.552636296562084,-1.93015994981115,427.625576770396,429.978872727272,0.00107592121949759,64.5692871939423,0.568675908952578,17.943833227972,18.6133342857143,1.96649401280472e-05,112.27,13,3,1,0,48208,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313446.3,421.9651,419.9669,18.60496,17.95418,425.2682,18.76798,500.0349,90.84794,0.09996245,25.87403,25.02346,999.9,0,0,9989.37,0,0.281038,1.998206,429.9645,427.6449,0.6507685,419.9669,17.95418,1.690222,1.631101,14.80692,14.25582,0.00100019,0,0,0,653.3,0.00100019,-11.5,-1.45,35.3246,40.7248,37.625,42.0124,37.75,0,0,0,1664313453.8,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.04486024390244,-0.349452334494767,0.0479852410484421,0,0.672510951219512,-0.146740850174216,0.0158245711997563,0,0,2,"0/2",2.98522,2.71545,0.0960708,0.0942605,0.0908355,0.0867017,28705.3,28906,29504.5,29508.3,35553.5,35828.8,41577.9,42048.9,1.97613,1.9285,0.0474527,0,24.234,999.9,48.2,30,22.6032,63.5101,30.024,1,-0.192762,-0.121539,20.407,5.22777,12.0099,4.9926,3.29,9999,9999,9999,263.6,1.86708,1.86618,1.86556,1.86557,1.86737,1.86986,1.86849,1.86998,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.304,-0.163,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.8,7568.9,1.03638,2.20947,1.39648,2.33765,1.49536,2.42432,34.1225,14.78,18,517.986,444.234,24.9661,25.0081,30,25.0515,25.0058,20.7607,26.7347,54.7884,24.9634,420,17.9887,100.922,100.988,7
6,1664313454.1,25,2022-09-27 16:17:34,16:17:34,5,"a_y_280_97","stan",1664313451.6,0.00056393226921664,0.563932269216649,-1.98467524053223,422.003891348409,504.12605864169,45.847964997529,38.3793285582061,0.0337749401120945,2.76602666149138,0.0335474873381342,0.0209874874859705,0.000159630324,25.711316836456,25.0071444444444,3.18103221074117,50.5794520924848,1.69321003076472,3.34762430338051,1.48782217997645,-24.8694130724542,128.095823232544,9.8389138801971,113.065483670611,-1.87676914985437,0.559420474296949,-1.98467524053223,427.735456294398,430.057109090909,0.0219216898218579,64.5692871939423,0.563932269216649,17.9575223656743,18.6210154887218,7.39602442638466e-05,112.27,13,3,1,0,48357,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313451.6,422.003888888889,420.035111111111,18.6178666666667,17.9590777777778,425.307111111111,18.7807666666667,500.013222222222,90.8456888888889,0.0997486888888889,25.8661444444444,25.0071444444444,999.9,0,0,10012.2333333333,0,0.281038,1.96873888888889,430.009666666667,427.716555555556,0.658790444444444,420.035111111111,17.9590777777778,1.69135333333333,1.63150444444444,14.8172777777778,14.2596333333333,0.00100019,0,0,0,656.055555555556,0.00100019,3.22222222222222,1.16666666666667,35.347,40.6108888888889,37.6178888888889,41.8053333333333,37.6804444444444,0,0,0,1664313458.6,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.01039675,-0.296925365853664,0.0439959526767804,0,0.665518525,-0.118796499061916,0.014186087492659,0,0,2,"0/2",2.98499,2.71574,0.096076,0.0942523,0.0908654,0.0867019,28705.2,28905.9,29504.6,29507.9,35552.1,35828.3,41577.7,42048.4,1.9762,1.92865,0.0467449,0,24.2365,999.9,48.2,30,22.606,63.2201,30.3085,1,-0.192678,-0.119638,20.4051,5.22418,12.0099,4.99165,3.28933,9999,9999,9999,263.6,1.86708,1.86616,1.86556,1.86555,1.86738,1.86986,1.8685,1.86998,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.304,-0.1628,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7568.9,7569,1.03638,2.20703,1.39648,2.33765,1.49536,2.44873,34.1225,14.78,18,518.016,444.311,24.947,25.0081,30,25.0494,25.004,20.7595,26.7347,54.7884,24.9442,420,17.8916,100.922,100.987,7
7,1664313459.1,30,2022-09-27 16:17:39,16:17:39,5,"a_y_280_97","stan",1664313456.3,0.00056804397054952,0.568043970549524,-1.84643699407854,422.003602298569,496.895239097667,45.1882514047888,38.3775157697698,0.0340702953661058,2.76520283705844,0.0338387934029835,0.0211699141405012,0.000159630324,25.7032696110541,24.99911,3.17950887704571,50.6177898234251,1.69380357293809,3.34626142083001,1.48570530410762,-25.050739101234,128.230601620742,9.85146222332457,113.031484373156,-1.89737013971135,0.565931122889241,-1.84643699407854,427.724866027375,429.994824242424,-0.00299181913212587,64.5692871939423,0.568043970549524,17.9594440508891,18.6279404511278,4.13872917586864e-05,112.27,13,3,1,0,48160,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313456.3,422.0036,420.0137,18.62526,17.95891,425.3069,18.78808,500.089,90.8411,0.1001042,25.85927,24.99911,999.9,0,0,10007.87,0,0.281038,1.98995,430.0125,427.6946,0.6663502,420.0137,17.95891,1.691938,1.631406,14.82267,14.2587,0.00100019,0,0,0,661.8,0.00100019,4.35,1.05,35.2996,40.3185,37.5124,41.4061,37.4935,0,0,0,1664313463.4,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,2.00173756097561,-0.233011149825783,0.0433102288250758,0,0.660939317073171,-0.00283731010452974,0.00924006072316396,1,1,2,"1/2",2.98505,2.71568,0.0960615,0.0942406,0.0908791,0.0866784,28705.4,28906.4,29504.4,29508,35551.7,35829.5,41577.8,42048.7,1.9765,1.92862,0.0461712,0,24.2386,999.9,48.2,30,22.6068,63.6201,30.2444,1,-0.192525,-0.172889,20.4052,5.22403,12.0099,4.99175,3.28933,9999,9999,9999,263.6,1.86707,1.86617,1.86555,1.86555,1.86737,1.86983,1.8685,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1628,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7569,7569.1,1.03638,2.21191,1.39648,2.33765,1.49536,2.45117,34.1225,14.78,18,518.207,444.287,24.9336,25.0081,30.0001,25.049,25.003,20.7618,26.7347,54.4172,24.9388,420,17.8558,100.922,100.987,7
8,1664313464.1,35,2022-09-27 16:17:44,16:17:44,5,"a_y_280_97","stan",1664313461.6,0.00056359866013863,0.563598660138636,-1.93388634919969,421.953002403679,501.576013741937,45.6142273321902,38.3731670730257,0.0338269887211332,2.76294190117004,0.0335985840637285,0.0210195075898379,0.000159630324,25.6980799212,24.9931333333333,3.17837611231526,50.6347163289997,1.69373854789681,3.34501439070325,1.48463756441845,-24.8547009121138,128.078751556891,9.84724085505134,113.071451130153,-1.91194848819288,0.588022759725418,-1.93388634919969,427.614172494024,429.976787878788,-4.39420613201299e-06,64.5692871939423,0.563598660138636,17.9573573367433,18.6206664661654,3.55083675573943e-05,112.27,13,3,1,0,48300,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313461.6,421.953,419.956777777778,18.6244222222222,17.9320666666667,425.256444444444,18.7872555555556,500.093777777778,90.8417333333333,0.100070266666667,25.8529777777778,24.9931333333333,999.9,0,0,9994.44444444444,0,0.281038,1.99622777777778,429.960888888889,427.625222222222,0.692369666666667,419.956777777778,17.9320666666667,1.69187555555556,1.62897666666667,14.8220777777778,14.2356888888889,0.00100019,0,0,0,642.722222222222,0.00100019,-7.22222222222222,-3,35.25,39.9996666666667,37.4094444444444,41.0345555555555,37.2914444444445,0,0,0,1664313468.8,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,1.9889765,0.0255181238273912,0.0350466624338181,1,0.6651807,0.145253020637896,0.0150411458858692,0,1,2,"1/2",2.98504,2.71552,0.0960632,0.0942478,0.0908578,0.0865573,28705.2,28906.1,29504.1,29507.9,35552.1,35834.1,41577.3,42048.4,1.97658,1.92855,0.0456795,0,24.2406,999.9,48.2,30,22.6037,63.3901,29.8157,1,-0.188981,-3.74968,20.3567,5.22777,12.0099,4.99295,3.29,9999,9999,9999,263.6,1.86707,1.86615,1.86554,1.86554,1.86737,1.86984,1.86847,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1629,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7569.1,7569.1,1.03638,2.2168,1.39648,2.33765,1.49536,2.36816,34.1225,14.7449,18,518.239,444.23,25.3329,25.0081,30.0028,25.0473,25.0016,20.762,27.0244,54.4172,25.8298,420,17.8215,100.921,100.987,7
9,1664313469.1,40,2022-09-27 16:17:49,16:17:49,5,"a_y_280_97","stan",1664313466.3,0.00059537407887939,0.595374078879399,-1.89075453254681,421.976202356058,494.902672954631,45.0072747840117,38.3752198757954,0.0357127476049632,2.76326435887001,0.0354583001398582,0.0221841474207092,0.000159630324,25.6998779851509,24.99913,3.17951266826164,50.5942025894167,1.6934375394824,3.34709799307447,1.48607512877924,-26.2559968785815,128.766395730627,9.89977624414944,112.410334726519,-1.90590217173018,0.610145568470876,-1.89075453254681,427.659315954546,429.971751515151,-0.00051497196959895,64.5692871939423,0.595374078879399,17.9205437149051,18.6218986466165,-3.52546928820315e-05,112.27,13,3,1,0,48168,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313466.3,421.9762,419.9983,18.62114,17.90268,425.2794,18.78401,500.0562,90.84163,0.10003842,25.86349,24.99913,999.9,0,0,9996.36,0,0.281038,1.977798,429.9829,427.6545,0.7184576,419.9983,17.90268,1.691575,1.626309,14.81934,14.21038,0.00100019,0,0,0,647.15,0.00100019,-7.55,-2.65,35.1685,39.756,37.3372,40.7059,37.1685,0,0,0,1664313473.6,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,1.98328536585366,0.0468589547038342,0.0340132629151401,1,0.682751975609756,0.242451637630663,0.025004452889765,0,1,2,"1/2",2.98522,2.71558,0.0960608,0.0942511,0.0908542,0.0864137,28704.9,28905.4,29503.8,29507.4,35551.8,35839.4,41576.8,42047.9,1.9768,1.9284,0.0466406,0,24.2419,999.9,48.2,30,22.6056,63.5201,29.8317,1,-0.190343,-1.72563,20.3953,5.22762,12.0099,4.9929,3.29,9999,9999,9999,263.6,1.86707,1.86618,1.86556,1.86554,1.86737,1.86985,1.86848,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.303,-0.1628,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7569.1,7569.2,1.03638,2.2168,1.39648,2.33765,1.49536,2.34253,34.0998,14.7537,18,518.382,444.126,25.8877,25.0085,29.9999,25.047,24.9999,20.7625,27.0244,54.4172,25.8353,420,17.793,100.919,100.986,7
10,1664313474.1,45,2022-09-27 16:17:54,16:17:54,5,"a_y_280_97","stan",1664313471.6,0.00060956408105177,0.609564081051778,-1.92318023657672,421.969780158926,494.633911279779,44.9828247027445,38.3746286251049,0.0364217991086348,2.76823047908094,0.0361576589749288,0.0226221089799109,0.000159630324,25.7333052613933,25.0253888888889,3.18449373299024,50.4542587093411,1.69246252910623,3.35444930200291,1.492031203884,-26.8817759743834,130.607293400138,10.0264837663774,113.752160822455,-1.89787728521945,0.632188276276306,-1.92318023657672,427.653241038942,429.996945454546,0.00123446690676703,64.5692871939423,0.609564081051778,17.8834987758042,18.6011177443609,2.06428603478198e-05,112.27,13,3,1,0,48336,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313471.6,421.969777777778,420.012666666667,18.6104222222222,17.866,425.272888888889,18.7734111111111,500.057333333333,90.8418666666667,0.0997846777777778,25.9005333333333,25.0253888888889,999.9,0,0,10025.6866666667,0,0.281038,1.95692666666667,429.971555555556,427.653111111111,0.744431777777778,420.012666666667,17.866,1.69060777777778,1.62298,14.8104444444444,14.1787444444444,0.00100019,0,0,0,657.833333333333,0.00100019,-6.61111111111111,-3.05555555555556,35.111,39.4996666666667,37.222,40.3886666666667,37.0344444444444,0,0,0,1664313478.4,0,0,"--:--:--",1663859321.1,1663859315.6,0,0.196,-0.001,-5.941,-0.174,1500,17,0.13,0.04,1.98255125,-0.179333470919329,0.029676951931381,0,0.70305595,0.312408833020635,0.0306589150411018,0,0,2,"0/2",2.98513,2.71578,0.096068,0.0942543,0.0907895,0.086371,28705.2,28905.7,29504.3,29507.7,35555,35841.4,41577.5,42048.3,1.9766,1.92855,0.0492558,0,24.244,999.9,48.2,30,22.6042,62.9901,30.1763,1,-0.191181,-1.24537,20.4005,5.22777,12.0099,4.99285,3.29,9999,9999,9999,263.6,1.86707,1.86616,1.86555,1.86556,1.86737,1.86985,1.86845,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.304,-0.1631,-2.0192013485273,-0.00335429528850309,8.99844210041627e-07,-2.63275078126132e-10,-0.177134,-0.0181128,0.00147948,-2.5275e-05,3,2311,1,23,7569.2,7569.3,1.03638,2.21069,1.39648,2.33765,1.49536,2.43286,34.0998,14.7712,18,518.236,444.208,25.9481,25.0102,29.9996,25.0452,24.9988,20.7607,27.3048,54.4172,25.8679,420,17.7737,100.921,100.986,7
