"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
99,1664399430.1,3451.5,2022-09-28 16:10:30,16:10:30,5,"a_n_35_116","ozzie",1664399427.3,0.0003648547867524,0.364854786752408,-1.5593079367613,421.680301938155,524.842120351157,47.7737204308136,38.3834225090317,0.0215860021172457,2.76623924889988,0.0214928583024874,0.0134413714281346,0.00015962074799999,25.4388330808642,25.4388330808642,3.26382407941485,53.6432144620248,1.761270615224,3.28330550823132,1.50255346419085,-16.0900960957812,14.9412249418169,1.1481334172101,-0.00057811600612289,-1.56807589636836,0.364946110916205,-1.5593079367613,428.060285003329,429.968533333333,-0.00028449347785723,65.0993281806126,0.364854786752408,18.9196835624093,19.3489860606061,-3.16368747110546e-06,128.653844972113,0,0,1,0,48249,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399427.3,421.6803,419.9836,19.34932,18.91994,415.0226,19.06056,500.095,90.92505,0.09988603,25.53902,24.97625,999.9,0,0,10004.75,0,0.220656,1.696591,430.0003,428.083,0.4293891,419.9836,18.91994,1.759338,1.720294,15.43013,15.08078,0.00100013,0,0,0,348.3,0.00100013,-21.35,-3.85,35.7996,40.1185,37.606,41.1935,38.1622,0,0,0,1664399415.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.71870219512195,-0.164788222996512,0.0292073547797506,0,0.430868365853658,-0.00750311498257587,0.00100251057426689,1,1,2,"1/2",2.97434,2.75387,0.0913753,0.0923651,0.0894853,0.0890085,35447.6,38639.4,35348.9,38604,45621.7,50783.4,55230.6,61908.4,2.00032,1.85855,0.0451133,0,24.2351,999.9,53.736,28.671,23.3216,60.6475,45.3165,1,-0.125396,-0.185637,20.1658,5.20261,12.0047,4.97575,3.29332,9999,727.2,9999,9999,1.86281,1.86779,1.86752,1.86869,1.86951,1.86564,1.86669,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2887,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1583.6,1583.5,1.02783,2.52441,1.54785,2.29858,1.34644,2.41577,32.0244,15.3491,18,501.104,410.386,24.4109,25.6625,30.0002,25.6131,25.5584,20.599,24.9598,64.7116,24.4183,420,18.9631,102.473,103.055,7
100,1664399435.1,3456.5,2022-09-28 16:10:35,16:10:35,5,"a_n_35_116","ozzie",1664399432.6,0.00036564740726468,0.365647407264686,-1.56276781910142,421.689001944419,524.896521771328,47.7783990047354,38.3839948544876,0.0216245093154625,2.76269085245808,0.0215309141640933,0.0134651966269671,0.00015962074799999,25.4420648347962,25.4420648347962,3.26445091678158,53.6330256986134,1.7613092887289,3.28400135138084,1.50314162805269,-16.1250506603727,14.9722726876153,1.15203632518855,-0.00058202682077102,-1.5601678885483,0.365266128267822,-1.56276781910142,428.114720353929,430.024987878788,0.00016861783851445,65.0993281806126,0.365647407264686,18.9199966315194,19.3501618181818,2.94165727447137e-06,128.653844972113,0,0,1,0,48301,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399432.6,421.689,420.002,19.3498555555556,18.9201111111111,415.031111111111,19.0610666666667,500.108777777778,90.9242888888889,0.100126444444444,25.5425888888889,24.9798222222222,999.9,0,0,9983.88888888889,0,0.312596111111111,1.68668111111111,430.009666666667,428.102,0.429765444444444,420.002,18.9201111111111,1.75937444444444,1.72029666666667,15.4304222222222,15.0808,0.00100013,0,0,0,344.833333333333,0.00100013,-7.5,-0.5,35.75,39.9024444444444,37.5206666666667,40.8608888888889,38.0206666666667,0,0,0,1664399421,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.69553146341463,-0.161449128919859,0.0341635385841415,0,0.430442975609756,-0.0097235958188158,0.00111469732275462,1,1,2,"1/2",2.9743,2.75378,0.091381,0.092355,0.089486,0.0890073,35447.2,38639.7,35348.8,38603.8,45621.4,50783.3,55230.3,61908.2,2.00042,1.85855,0.0458397,0,24.2314,999.9,53.736,28.651,23.2925,60.2975,45.4647,1,-0.125407,-0.211934,20.1658,5.20157,12.0046,4.9757,3.29338,9999,727.2,9999,9999,1.86281,1.86782,1.86752,1.86868,1.86951,1.86565,1.86672,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.658,0.2887,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1583.7,1583.6,1.02783,2.54517,1.54785,2.2998,1.34644,2.35229,32.0244,15.3404,18,501.19,410.386,24.4252,25.6625,30.0001,25.6152,25.5584,20.5996,24.9598,64.7116,24.435,420,18.9631,102.472,103.054,7
101,1664399440.1,3461.5,2022-09-28 16:10:40,16:10:40,5,"a_n_35_116","ozzie",1664399437.3,0.00036775570532884,0.36775570532884,-1.57635089675027,421.681601961304,525.23228269591,47.8087339667348,38.3831386436437,0.0217475303960652,2.76343431712762,0.0216528951600817,0.0135415276368412,0.00015962074799999,25.4432117055405,25.4432117055405,3.26467339137731,53.6301096381073,1.7613914265354,3.28433307039862,1.50328196484191,-16.2180266050019,15.0588738477744,1.15840466796585,-0.00058846851358396,-1.56867275577903,0.366937297822909,-1.57635089675027,428.092405416076,430.019533333333,0.00012496467368133,65.0993281806126,0.36775570532884,18.9187154958108,19.3513660606061,3.40846394170755e-06,128.653844972113,0,0,1,0,48280,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399437.3,421.6816,419.9852,19.35085,18.91913,415.0243,19.06198,500.0974,90.92399,0.09999223,25.54429,24.98704,999.9,0,0,9988.308,0,0.2708554,1.696682,430.0026,428.0841,0.4316963,419.9852,18.91913,1.759456,1.720204,15.43117,15.07996,0.00100013,0,0,0,342.25,0.00100013,-17.3,-1.15,35.6996,39.7248,37.4309,40.5811,37.9185,0,0,0,1664399425.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.69195170731707,-0.0564027177700349,0.0337169164245877,1,0.430255048780488,0.00159982578397207,0.00096780674726903,1,2,2,"2/2",2.97432,2.7539,0.091381,0.0923532,0.0894925,0.0890046,35446.9,38639.8,35348.5,38603.9,45620.8,50783.5,55230,61908.2,2.00045,1.8587,0.0463612,0,24.2285,999.9,53.736,28.671,23.3219,60.5475,44.8918,1,-0.125285,-0.208271,20.1659,5.20037,12.0046,4.9757,3.29323,9999,727.2,9999,9999,1.86281,1.86782,1.86753,1.86871,1.86952,1.86563,1.86668,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2889,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1583.8,1583.7,1.02783,2.52319,1.54785,2.2998,1.34644,2.36572,32.0244,15.3404,18,501.206,410.47,24.4421,25.6625,30.0002,25.6152,25.5584,20.6015,24.9598,64.341,24.447,420,18.9631,102.472,103.054,7
102,1664399445.1,3466.5,2022-09-28 16:10:45,16:10:45,5,"a_n_35_116","ozzie",1664399442.6,0.0003720005893459,0.372000589345905,-1.53686013576788,421.685113014528,521.115124413841,47.433457933774,38.3830407762044,0.0219916758579952,2.76677261911023,0.0218950251828673,0.0136930388986948,0.00015962074799999,25.4461587215083,25.4461587215083,3.26524512612948,53.6191495659209,1.76144963923183,3.28511297454701,1.50379548689765,-16.4052259901544,15.2339650938073,1.17050048085791,-0.00060079474112839,-1.55595722534054,0.372130457805418,-1.53686013576788,428.09965842074,429.979915151515,-0.00019222682758907,65.0993281806126,0.372000589345905,18.9132750072181,19.3509618181818,-2.98992005711272e-06,128.653844972113,0,0,1,0,48406,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399442.6,421.685111111111,420.006666666667,19.3517,18.9138888888889,415.027222222222,19.0628222222222,500.118555555556,90.9230555555556,0.0999367,25.5482888888889,24.9902,999.9,0,0,10008.12,0,0.220656,1.67837666666667,430.006222222222,428.103555555556,0.437797888888889,420.006666666667,18.9138888888889,1.75951666666667,1.71971,15.4317,15.0754888888889,0.00100013,0,0,0,349.722222222222,0.00100013,-23.6666666666667,-2.44444444444444,35.6318888888889,39.5554444444444,37.333,40.2983333333333,37.819,0,0,0,1664399430.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.69240853658537,0.00320989547038403,0.033578389287259,1,0.431009,0.0186814285714283,0.00249662641646975,1,2,2,"2/2",2.97433,2.7539,0.091375,0.0923646,0.0894854,0.0889164,35447.2,38639.1,35348.6,38603.7,45621.2,50788.3,55230,61908.1,2.0003,1.8585,0.0464916,0,24.2275,999.9,53.736,28.681,23.3356,60.2875,45.5008,1,-0.125221,-0.192549,20.1662,5.19992,12.0056,4.9758,3.29325,9999,727.2,9999,9999,1.86281,1.86781,1.86752,1.86871,1.86951,1.86563,1.86669,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.658,0.2888,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1583.9,1583.7,1.02783,2.53052,1.54785,2.2998,1.34644,2.41943,32.0244,15.3491,18,501.108,410.37,24.4535,25.6625,30.0002,25.6152,25.5601,20.5978,24.9598,64.341,24.454,420,18.9631,102.472,103.054,7
103,1664399450.1,3471.5,2022-09-28 16:10:50,16:10:50,5,"a_n_35_116","ozzie",1664399447.3,0.00039544962224136,0.39544962224137,-1.54756769002277,421.7006019233,515.286623829729,46.9029338404139,38.384453462947,0.0233843062109308,2.76667871632752,0.0232750562145756,0.0145566831460188,0.00015962074799999,25.4423387838772,25.4423387838772,3.26450405732109,53.5876219768962,1.76068790705324,3.28562425817727,1.50381615026786,-17.4393283408444,16.1941767468321,1.24431300602447,-0.00067896723983196,-1.54192296103579,0.39657279244835,-1.54756769002277,428.157356246361,430.048624242424,0.0002454444024028,65.0993281806126,0.39544962224137,18.8694626724453,19.335183030303,-4.75608478265833e-05,128.653844972113,0,0,1,0,48242,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399447.3,421.7006,420.0513,19.34333,18.87674,415.043,19.05482,500.0987,90.92304,0.09995899,25.55091,24.99979,999.9,0,0,10007.567,0,0.220656,1.649364,430.0186,428.133,0.4666076,420.0513,18.87674,1.758755,1.71633,15.42495,15.0449,0.00100013,0,0,0,343.85,0.00100013,-22.15,-3.35,35.5872,39.3935,37.2436,40.0434,37.731,0,0,0,1664399436,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.67154951219512,-0.0817726829268319,0.040676235163534,1,0.439347097560976,0.120854947735192,0.0146275921226822,0,1,2,"1/2",2.97437,2.75386,0.091385,0.0923514,0.0894353,0.0888444,35446.8,38639.8,35348.5,38603.8,45623.9,50792.2,55230.2,61908,2.00035,1.85828,0.0475906,0,24.2273,999.9,53.711,28.671,23.3086,60.6875,44.9439,1,-0.125221,-0.184257,20.166,5.19962,12.0044,4.9757,3.29332,9999,727.2,9999,9999,1.86281,1.86782,1.86752,1.8687,1.86951,1.86562,1.8667,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2881,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1583.9,1583.8,1.02783,2.52808,1.54785,2.29858,1.34644,2.31201,32.0244,15.3316,18,501.14,410.248,24.4591,25.6625,30.0002,25.6152,25.5606,20.6006,24.6826,64.341,24.4592,420,18.9733,102.472,103.054,7
104,1664399455.1,3476.5,2022-09-28 16:10:55,16:10:55,5,"a_n_35_116","ozzie",1664399452.6,0.00037380176377848,0.373801763778484,-1.60925228244143,421.686557555032,526.006767089589,47.8793990261646,38.3837247282188,0.0220484500614982,2.76321938731316,0.0219511765715489,0.0137281891082704,0.00015962074799999,25.4527311026413,25.4527311026413,3.26652051361699,53.5302304376654,1.75927928408921,3.28651543194429,1.50724122952778,-16.4846577826311,15.3062424336218,1.17764762979384,-0.00060809846745435,-1.6038200875825,0.379169642274667,-1.60925228244143,428.010149203304,429.978733333333,-0.00015767098578408,65.0993281806126,0.373801763778484,18.8844461438637,19.3244593939394,-2.29658575226847e-05,128.653844972113,0,0,1,0,48353,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399452.6,421.686555555556,419.954222222222,19.3275777777778,18.8814666666667,415.028777777778,19.0397777777778,500.110222222222,90.9242111111111,0.100091277777778,25.5554777777778,25.0045555555556,999.9,0,0,9987.01555555556,0,0.230922666666667,1.73221111111111,429.997222222222,428.036111111111,0.446127333333333,419.954222222222,18.8814666666667,1.75734666666667,1.71678111111111,15.4124666666667,15.049,0.00100013,0,0,0,341.611111111111,0.00100013,-25.1111111111111,-2.61111111111111,35.5206666666667,39.2288888888889,37.1456666666667,39.7914444444445,37.6456666666667,0,0,0,1664399440.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.69534487804878,0.0394653658536557,0.049114901773338,1,0.445277390243903,0.108934432055748,0.0150810836365491,0,1,2,"1/2",2.97439,2.7539,0.0913757,0.0923656,0.0894031,0.0888994,35447,38639.3,35348.4,38603.9,45625.1,50789.4,55229.7,61908.2,2.00047,1.85885,0.0469759,0,24.2277,999.9,53.711,28.671,23.3113,60.5475,45.3526,1,-0.12454,0.570223,20.1641,5.19947,12.0052,4.97565,3.29332,9999,727.2,9999,9999,1.86284,1.86779,1.86752,1.86871,1.86952,1.8656,1.86671,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2877,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1584,1583.9,1.02783,2.52808,1.54785,2.2998,1.34644,2.4292,32.0244,15.3404,18,501.229,410.57,24.4273,25.6625,30.0004,25.6159,25.5606,20.5973,24.4075,64.341,24.2579,420,18.9771,102.471,103.054,7
105,1664399460.1,3481.5,2022-09-28 16:11:00,16:11:00,5,"a_n_35_116","ozzie",1664399457.3,0.00035517363048482,0.355173630484827,-1.52618955293818,421.688601895711,525.882197320401,47.8671001366822,38.3831410081781,0.0209272294906957,2.76442284010319,0.020839614426319,0.0130326001992145,0.00015962074799999,25.4563630353646,25.4563630353646,3.26722548620446,53.5187015234258,1.75874084901276,3.28621733889216,1.50848463719169,-15.6631571043809,14.543928328679,1.11852059697893,-0.00054855797493047,-1.53886264709494,0.36153514104537,-1.52618955293818,428.133783761604,429.999806060606,5.10566302367524e-05,65.0993281806126,0.355173630484827,18.8993936268195,19.3174981818182,-2.41208997929912e-05,128.653844972113,0,0,1,0,48332,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399457.3,421.6886,420.0253,19.32205,18.89669,415.0308,19.03451,500.1169,90.92246,0.10001686,25.55395,24.99972,999.9,0,0,9994.31,0,0.2225868,1.663221,429.9969,428.115,0.4253671,420.0253,18.89669,1.756811,1.718133,15.40769,15.06124,0.00100013,0,0,0,353.9,0.00100013,-11.45,0.6,35.4748,39.081,37.0746,39.5686,37.5559,0,0,0,1664399445.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.68126024390244,-0.0397003484320577,0.0523840854853421,1,0.445497341463415,-0.0145625644599294,0.0152528293362724,1,2,2,"2/2",2.97429,2.75382,0.0913768,0.0923488,0.089382,0.0890219,35446.9,38639.7,35348.3,38603.5,45626.1,50781.8,55229.6,61907.4,2.00045,1.85863,0.0469387,0,24.2278,999.9,53.711,28.671,23.3081,60.7075,45.2244,1,-0.124126,0.131367,20.1656,5.19977,12.0043,4.97575,3.29325,9999,727.2,9999,9999,1.86283,1.86778,1.86752,1.86868,1.86951,1.86557,1.86667,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2873,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1584.1,1584,1.02905,2.53784,1.54785,2.2998,1.34644,2.2583,32.0244,15.3228,18,501.226,410.444,24.2593,25.6625,30.0003,25.6174,25.5606,20.601,24.4075,64.341,24.3003,420,18.9886,102.471,103.053,7
106,1664399465.1,3486.5,2022-09-28 16:11:05,16:11:05,5,"a_n_35_116","ozzie",1664399462.6,0.00032499985447818,0.324999854478182,-1.57265276140321,421.667224169398,540.402805975507,49.1881442593904,38.3806820071196,0.0191481067680633,2.76793875280698,0.0190748202354999,0.0119283236748572,0.00015962074799999,25.4555083612441,25.4555083612441,3.26705957859992,53.5572861774642,1.75904248323283,3.28441302534295,1.50801709536709,-14.3324935824878,13.3096324648795,1.02224328278232,-0.0004582140779874,-1.54990526548454,0.321738167501831,-1.57265276140321,428.06899564308,429.991878787878,8.33580763455824e-05,65.0993281806126,0.324999854478182,18.9525533303722,19.3344642424242,5.08422623427175e-05,128.653844972113,0,0,1,0,48386,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399462.6,421.667222222222,419.970444444444,19.3256222222222,18.9470666666667,415.009777777778,19.0379,500.091,90.9214333333333,0.0998265777777778,25.5447,24.9991777777778,999.9,0,0,10015.1888888889,0,0.220656,1.69674777777778,429.976666666667,428.081444444444,0.378561333333333,419.970444444444,18.9470666666667,1.75711444444444,1.72269444444444,15.4104111111111,15.1024555555556,0.00100013,0,0,0,338.888888888889,0.00100013,-20.7777777777778,-3.16666666666667,35.4232222222222,38.9442222222222,37,39.3401111111111,37.486,0,0,0,1664399451,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.68269756097561,0.174057282229968,0.0530894949316712,0,0.433845975609756,-0.283049498257839,0.0312068627954812,0,0,2,"0/2",2.97433,2.75393,0.091373,0.0923543,0.0894362,0.0891216,35446.9,38639.3,35348.1,38603.4,45623,50776.3,55229.2,61907.5,2.0004,1.85872,0.0465475,0,24.2297,999.9,53.711,28.651,23.2837,60.7175,44.9119,1,-0.125429,0.0535131,20.1662,5.19962,12.0052,4.97565,3.29328,9999,727.2,9999,9999,1.86283,1.86777,1.86752,1.86871,1.86951,1.86564,1.86667,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.658,0.2882,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1584.2,1584.1,1.02783,2.52197,1.54785,2.2998,1.34644,2.41211,32.0244,15.3404,18,501.193,410.516,24.2699,25.6625,29.9995,25.6174,25.5627,20.5987,24.4075,64.341,24.2807,420,18.9778,102.47,103.053,7
107,1664399470.1,3491.5,2022-09-28 16:11:10,16:11:10,5,"a_n_35_116","ozzie",1664399467.3,0.00033284536376963,0.332845363769637,-1.4914138257553,421.665701852529,530.521016532161,48.2880937599234,38.3800684834217,0.0196585100736339,2.76313808432639,0.0195811393693286,0.0122451380747883,0.00015962074799999,25.4451273572057,25.4451273572057,3.2650450267269,53.6296466288262,1.76057422643597,3.2828376413162,1.50447080029093,-14.678480542241,13.6293205110852,1.04851827753497,-0.0004821328728557,-1.51657187766646,0.328139797316146,-1.4914138257553,428.139351422401,429.963703030303,-9.58059804166786e-05,65.0993281806126,0.332845363769637,18.9570176673004,19.3483478787879,2.9071920079942e-05,128.653844972113,0,0,1,0,48367,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399467.3,421.6657,420.0122,19.34269,18.95662,415.0084,19.05421,500.1052,90.91994,0.10019352,25.53662,24.98769,999.9,0,0,9987.005,0,0.220656,1.653592,429.9828,428.1282,0.3860537,420.0122,18.95662,1.758637,1.723535,15.42391,15.11004,0.00100013,0,0,0,340.25,0.00100013,-14,-2.05,35.3812,38.8122,36.9433,39.1498,37.3998,0,0,0,1664399455.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.69021731707317,-0.229613728222993,0.0455765689172114,0,0.41499712195122,-0.304646508710802,0.0320745154001718,0,0,2,"0/2",2.97435,2.75379,0.0913673,0.0923496,0.0894829,0.0891288,35447.4,38639.8,35348.4,38603.7,45621.1,50776.3,55229.7,61907.9,2.0004,1.85868,0.0458583,0,24.2309,999.9,53.711,28.671,23.3091,60.3675,45.5248,1,-0.125704,-0.00509804,20.1661,5.19932,12.0044,4.9758,3.2933,9999,727.2,9999,9999,1.86286,1.86777,1.86752,1.86871,1.86951,1.86565,1.86672,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2888,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1584.3,1584.2,1.02783,2.54517,1.54785,2.2998,1.34644,2.32788,32.0244,15.3316,18,501.193,410.488,24.2613,25.6625,29.9998,25.6174,25.5627,20.6,24.4075,64.341,24.273,420,18.9778,102.471,103.054,7
108,1664399475.1,3496.5,2022-09-28 16:11:15,16:11:15,5,"a_n_35_116","ozzie",1664399472.6,0.00034160798147575,0.341607981475758,-1.52976708595232,421.633446338309,530.224031022285,48.2597886789581,38.376119960154,0.0202144172882656,2.76778182282002,0.0201327553756651,0.0125902815072253,0.00015962074799999,25.4370890204328,25.4370890204328,3.26348584170383,53.6839116663125,1.76175135349371,3.28171196697509,1.50173448821012,-15.0649119830809,13.9898706308542,1.07437547778761,-0.00050625369108381,-1.50641335618556,0.337984535570496,-1.52976708595232,428.111725026255,429.981878787879,0.00013319259790133,65.0993281806126,0.341607981475758,18.9586194366033,19.3602787878788,2.61648897752751e-05,128.653844972113,0,0,1,0,48394,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664399472.6,421.633444444444,419.997111111111,19.3561333333333,18.9584888888889,414.976333333333,19.0670555555556,500.108777777778,90.9178555555556,0.0998763,25.5308444444444,24.9884,999.9,0,0,10014.6555555556,0,0.230922666666667,1.63656555555556,429.956,428.113333333333,0.397631222222222,419.997111111111,18.9584888888889,1.75981777777778,1.72366666666667,15.4343888888889,15.1112222222222,0.00100013,0,0,0,345.777777777778,0.00100013,-12.2222222222222,0.888888888888889,35.2982222222222,38.6804444444444,36.847,38.9511111111111,37.319,0,0,0,1664399460.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,1.66510390243902,-0.0960911498257835,0.0328594608923644,1,0.39994287804878,-0.139505958188153,0.0213869283501259,0,1,2,"1/2",2.97429,2.75395,0.0913672,0.0923534,0.0895146,0.0891273,35447.1,38639.5,35348.1,38603.5,45619.1,50776.2,55229.3,61907.7,2.00047,1.85877,0.0461377,0,24.2319,999.9,53.711,28.671,23.3115,60.3775,44.8598,1,-0.125607,-0.0828731,20.1662,5.19917,12.0052,4.9758,3.29355,9999,727.2,9999,9999,1.86287,1.86778,1.86752,1.86871,1.86951,1.86562,1.86669,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.657,0.2894,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1584.4,1584.2,1.02783,2.51831,1.54785,2.29858,1.34644,2.39136,32.0244,15.3404,18,501.254,410.544,24.2645,25.6625,29.9999,25.6186,25.5627,20.5996,24.4075,64.341,24.2832,420,18.9778,102.471,103.053,7
