"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
53,1664314673.6,1349.59999990463,2022-09-27 16:37:53,16:37:53,5,"a_n_140_125","ozzie",1664314670.8,0.00127911491767886,1.27911491767887,-2.84048681517033,422.413503544052,470.193714673871,42.6706637094978,38.3345501940217,0.0770096067914765,2.75965406365396,0.0758353659445704,0.0475011130607733,0.00015962074799999,25.4580007366913,25.4580007366913,3.26754341402534,53.3315475337074,1.77940589012537,3.33649776241862,1.48813752389997,-56.408967869638,52.3624728703662,4.0391921081451,-0.00714327037869821,-2.82756572130761,1.30449936971161,-2.84048681517033,427.399751791436,430.86943030303,0.00017699937761531,64.9962583118248,1.27911491767887,18.0797625211395,19.5982606060606,-0.00149693900318466,128.16402078323,6,1,1,0,48108,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314670.8,422.4135,419.6823,19.60751,18.07316,415.8554,19.2279,500.1159,90.65119,0.10005226,25.80995,25.04329,999.9,0,0,9996.008,0,0.220656,2.731258,430.8618,427.4067,1.534354,419.6823,18.07316,1.777442,1.638352,15.58982,14.32433,0.00100013,0,0,0,852.85,0.00100013,-16.15,-0.7,35.0872,38.356,36.5872,38.456,37.1186,0,0,0,1664314661.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.72569375,0.150905403377106,0.0497771008440377,0,1.512293,0.199695084427769,0.020847786956893,0,0,2,"0/2",2.97432,2.75383,0.0912946,0.0920776,0.0897849,0.0858618,35474.5,38671.7,35371.8,38623.4,45632.3,50979,55262.1,61932.2,1.99035,1.85588,0.0487529,0,24.248,999.9,54.584,28.298,23.2486,60.5409,45.4888,1,-0.13826,-0.0935185,20.1665,5.20366,12.0043,4.9758,3.29383,9999,9999,718,9999,1.86285,1.86773,1.86752,1.86869,1.86951,1.86557,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.379,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171,170.9,1.02295,2.61841,1.54785,2.30347,1.34644,2.32056,31.8049,14.8238,18,493.039,407.622,24.8873,25.5031,30,25.4438,25.3879,20.5124,29.4223,60.5969,24.8508,419.7,18.0528,102.534,103.099,7
54,1664314678.6,1354.59999990463,2022-09-27 16:37:58,16:37:58,5,"a_n_140_125","ozzie",1664314676.1,0.0012461634684482,1.24616346844821,-2.76482908367243,422.405892343911,470.228092892427,42.6737342987691,38.3338152028323,0.0748486404663755,2.75677650513563,0.0737377238675269,0.0461845152835099,0.00015962074799999,25.4596945366494,25.4596945366494,3.26787226073562,53.2759765704125,1.77681047038404,3.33510633640981,1.49106179035158,-54.955808958566,51.0099919048513,3.93886443527572,-0.00679299769098662,-2.77702219827804,1.31128954890563,-2.76482908367243,427.458983268213,430.837636363636,-0.00012388646953983,64.9962583118248,1.24616346844821,18.0369958794159,19.5680424242424,-0.00697584965708967,128.16402078323,6,1,1,0,48115,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314676.1,422.405888888889,419.738666666667,19.5789333333333,18.0365,415.847777777778,19.2005777777778,500.099111111111,90.6510222222222,0.100115244444444,25.8029111111111,25.0473333333333,999.9,0,0,9979.02666666667,0,0.220656,2.66714444444444,430.841333333333,427.448666666667,1.54244555555556,419.738666666667,18.0365,1.77485222222222,1.63502666666667,15.5670555555556,14.2929666666667,0.00100013,0,0,0,844.333333333333,0.00100013,-19.8888888888889,-3.44444444444444,35.0068888888889,38.2568888888889,36.5206666666667,38.2914444444445,37.0482222222222,0,0,0,1664314666.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.71466975,-0.0606744090056395,0.0553485500933629,1,1.52716875,0.1603887804878,0.0178165941172128,0,1,2,"1/2",2.97461,2.75382,0.0912916,0.0920742,0.0896911,0.0858251,35474.9,38671.9,35372,38623.3,45637.2,50981.3,55262.3,61932.6,1.99055,1.85578,0.0480078,0,24.2521,999.9,54.56,28.329,23.2826,60.7009,45.3446,1,-0.138305,-0.0693464,20.1662,5.19992,12.005,4.97575,3.29365,9999,9999,718,9999,1.86287,1.86771,1.86752,1.86869,1.86951,1.86556,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.3778,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.1,171,1.02417,2.61597,1.54785,2.30347,1.34644,2.40601,31.8049,14.8325,18,493.189,407.569,24.8395,25.5031,30,25.4459,25.3881,20.5121,29.4223,60.5969,24.8027,419.7,18.0528,102.535,103.099,7
55,1664314683.6,1359.59999990463,2022-09-27 16:38:03,16:38:03,5,"a_n_140_125","ozzie",1664314680.8,0.00127538577006887,1.27538577006888,-2.79276430161646,422.397803488536,469.399847367627,42.5983189385502,38.3328551401414,0.0767095357616104,2.76043518354181,0.075544677706964,0.0473186078991864,0.00015962074799999,25.4420346822191,25.4420346822191,3.2644450678422,53.2498621714622,1.77488304010263,3.3331223175519,1.48956202773957,-56.2445124600375,52.2115160432787,4.02573946614518,-0.00709732986567246,-2.80613488413603,1.29501720543054,-2.79276430161646,427.396149246523,430.809103030303,-0.0001636810664362,64.9962583118248,1.27538577006888,18.0343175771113,19.5501181818182,-0.00166479487210498,128.16402078323,6,1,1,0,48030,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314680.8,422.3978,419.6874,19.55781,18.03449,415.8397,19.18038,500.1009,90.65066,0.09994245,25.79287,25.04224,999.9,0,0,10000.684,0,0.220656,2.710327,430.8236,427.3953,1.523328,419.6874,18.03449,1.772929,1.634838,15.55015,14.29115,0.00100013,0,0,0,844.6,0.00100013,-18.75,-1.65,34.9622,38.1624,36.4622,38.1559,36.9622,0,0,0,1664314671.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.72089625,-0.24620926829269,0.0479876998660855,0,1.53403975,-0.00480911819887534,0.00851538416264938,1,1,2,"1/2",2.97433,2.75385,0.0912917,0.0920771,0.0896368,0.0858287,35475,38672.1,35372.2,38623.7,45640.2,50981.5,55262.5,61933,1.99037,1.8559,0.047829,0,24.2567,999.9,54.535,28.309,23.2436,60.7409,45.8854,1,-0.138323,-0.0495779,20.1663,5.19977,12.0046,4.9757,3.29383,9999,9999,718,9999,1.86285,1.86769,1.86752,1.86871,1.86951,1.86556,1.86661,1.86806,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.377,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.2,171,1.02417,2.61963,1.54785,2.30347,1.34644,2.41577,31.8049,14.8238,18,493.075,407.64,24.7903,25.5031,30,25.4459,25.3884,20.5128,29.4223,60.5969,24.7605,419.7,18.0528,102.535,103.1,7
56,1664314688.6,1364.59999990463,2022-09-27 16:38:08,16:38:08,5,"a_n_140_125","ozzie",1664314686.1,0.00127626668571547,1.27626668571547,-2.77970816048226,422.393225674704,469.069240328455,42.5688802871167,38.3329477013775,0.0767860183432029,2.76223662564936,0.0756196040799877,0.047365574233785,0.00015962074799999,25.4333771792798,25.4333771792798,3.26276608060058,53.2387847447999,1.77360689505276,3.33141882098651,1.48915918554782,-56.2833608400524,52.2503464711399,4.0257565361677,-0.00709821199677662,-2.78555848816183,1.282656617085,-2.77970816048226,427.404950716828,430.801751515151,-0.00011696142186662,64.9962583118248,1.27626668571547,18.035103832444,19.539463030303,-0.00032719531803493,128.16402078323,6,1,1,0,48254,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314686.1,422.393222222222,419.701222222222,19.5434888888889,18.0346777777778,415.835222222222,19.1667,500.098,90.6519888888889,0.0998162333333334,25.7842444444444,25.0419666666667,999.9,0,0,10011.1911111111,0,0.220656,2.69208888888889,430.812777777778,427.409222222222,1.50881,419.701222222222,18.0346777777778,1.77165555555556,1.63487888888889,15.5389222222222,14.2915444444444,0.00100013,0,0,0,848.388888888889,0.00100013,-24.9444444444444,-2.5,34.9094444444444,38.0552222222222,36.3818888888889,38.0206666666667,36.8956666666667,0,0,0,1664314676.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.70335,-0.130960975609765,0.0323636579360245,0,1.52860925,-0.0920223264540371,0.0129239795317657,1,1,2,"1/2",2.97448,2.75398,0.0912906,0.0920802,0.0896059,0.0858255,35474.7,38671.8,35371.9,38623.5,45641.4,50981.2,55262.1,61932.5,1.99028,1.85567,0.0472479,0,24.2608,999.9,54.535,28.309,23.2431,60.5109,45.2284,1,-0.138308,-0.0388099,20.1663,5.19962,12.0046,4.97575,3.29398,9999,9999,718,9999,1.86289,1.86771,1.86752,1.86873,1.86951,1.86556,1.86662,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.3766,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.2,171.1,1.02295,2.61353,1.54785,2.30347,1.34644,2.37305,31.8049,14.815,18,493.013,407.529,24.7467,25.5035,30,25.4463,25.3903,20.5113,29.4223,60.5969,24.718,419.7,18.0528,102.534,103.099,7
57,1664314693.6,1369.59999990463,2022-09-27 16:38:13,16:38:13,5,"a_n_140_125","ozzie",1664314690.8,0.00127410661638168,1.27410661638169,-2.81318267416632,422.41100350277,469.836195250642,42.6386517640109,38.3347129525274,0.0767323593073698,2.76238142404829,0.075567621409302,0.0473329376591748,0.00015962074799999,25.422720782843,25.422720782843,3.26070047512449,53.2564286218412,1.77301052100681,3.32919530447011,1.48768995411767,-56.1881017824324,52.1625316132728,4.01833744126496,-0.0070731071465957,-2.81614919464233,1.27558438994791,-2.81318267416632,427.385617609933,430.82283030303,-2.843932740779e-05,64.9962583118248,1.27410661638169,18.0356297569331,19.5358036363636,-0.00015411063063457,128.16402078323,6,1,1,0,48130,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314690.8,422.411,419.6788,19.53684,18.03637,415.8528,19.16035,500.1087,90.65224,0.09992468,25.77298,25.03427,999.9,0,0,10012.02,0,0.220656,2.732135,430.8279,427.3872,1.500475,419.6788,18.03637,1.77106,1.635036,15.53367,14.29303,0.00100013,0,0,0,836.1,0.00100013,-26.7,-2.95,34.8372,37.9748,36.3246,37.8935,36.8372,0,0,0,1664314681.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.69712725,0.134146604127577,0.0295235268885257,0,1.521455,-0.172417260787997,0.0168682725849448,0,0,2,"0/2",2.97457,2.75394,0.091292,0.092068,0.0895921,0.0858459,35474.5,38672.1,35371.7,38623.4,45642.1,50980,55262,61932.4,1.99045,1.85583,0.0466108,0,24.2644,999.9,54.511,28.309,23.2341,60.4309,45.653,1,-0.138237,-0.0325871,20.1671,5.19917,12.0043,4.9756,3.29373,9999,9999,718,9999,1.86287,1.86772,1.86752,1.86871,1.86951,1.86556,1.86661,1.86802,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.3764,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.3,171.2,1.02417,2.61475,1.54785,2.30347,1.34644,2.41211,31.8049,14.8325,18,493.143,407.613,24.7049,25.5052,30.0001,25.4481,25.3903,20.5134,29.4223,60.5969,24.6822,419.7,17.9653,102.534,103.099,7
58,1664314698.6,1374.59999990463,2022-09-27 16:38:18,16:38:18,5,"a_n_140_125","ozzie",1664314696.1,0.00126720284441106,1.26720284441107,-2.75085534122034,422.363114539404,468.767149473796,42.5421476831794,38.3308301676702,0.0763723240478738,2.75916991020078,0.0752170808125482,0.047113013807143,0.00015962074799999,25.4154156219957,25.4154156219957,3.25928512373186,53.2757972918813,1.77272782448956,3.32745433123665,1.4865572992423,-55.883645438528,51.8758910025017,4.00058332622121,-0.00701148905711335,-2.7518933573662,1.26906924956293,-2.75085534122034,427.41008747717,430.771539393939,-0.00011808071155479,64.9962583118248,1.26720284441107,18.0409851414468,19.5320872727273,-5.41864107352564e-05,128.16402078323,6,1,1,0,48178,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314696.1,422.363111111111,419.704666666667,19.5334888888889,18.0407,415.805333333333,19.1571333333333,500.116222222222,90.6532555555556,0.100005911111111,25.7641555555556,25.0239222222222,999.9,0,0,9992.91888888889,0,0.220656,2.65828666666667,430.777555555556,427.415555555555,1.49279555555556,419.704666666667,18.0407,1.77077333333333,1.63544555555556,15.5311666666667,14.2968888888889,0.00100013,0,0,0,847.555555555556,0.00100013,-32.5555555555556,-2.94444444444444,34.812,37.9927777777778,36.312,37.8955555555556,36.812,0,0,0,1664314686.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.70175625,-0.0280202251407236,0.0309557489561713,1,1.5085535,-0.129533808630396,0.01269105621097,0,1,2,"1/2",2.97433,2.75372,0.0912859,0.0920822,0.0895822,0.0858431,35474.5,38671.3,35371.4,38623.1,45642.1,50979.7,55261.5,61931.9,1.99028,1.85595,0.045415,0,24.2672,999.9,54.511,28.309,23.2327,60.3509,45.7131,1,-0.138206,-0.0450953,20.168,5.19947,12.0044,4.9758,3.29383,9999,9999,718,9999,1.86287,1.86774,1.86752,1.86871,1.86951,1.86556,1.86661,1.86806,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.3762,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.4,171.3,1.02417,2.62451,1.54785,2.30347,1.34644,2.39136,31.8049,14.8238,18,493.03,407.698,24.6692,25.5052,30.0001,25.4481,25.3924,20.5124,29.7038,60.2238,24.6548,419.7,17.9349,102.533,103.098,7
59,1664314703.6,1379.59999990463,2022-09-27 16:38:23,16:38:23,5,"a_n_140_125","ozzie",1664314700.8,0.00127210304607877,1.27210304607878,-2.77430042594591,422.361403461956,468.981255671919,42.5616664216793,38.3307540464169,0.0767581374468166,2.75991700853215,0.0755915995717236,0.0473480816737147,0.00015962074799999,25.4055473098344,25.4055473098344,3.25737402231331,53.2943358024333,1.77244026798269,3.3257573085314,1.48493375433062,-56.099744332074,52.0778262942472,4.01469648702634,-0.00706193005245126,-2.76199697365047,1.28239308244182,-2.77430042594591,427.385010104262,430.774793939394,-1.693604223402e-05,64.9962583118248,1.27210304607878,18.0305637706383,19.5268236363636,2.25167876538054e-05,128.16402078323,6,1,1,0,48095,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314700.8,422.3614,419.6974,19.53028,18.02171,415.8035,19.15408,500.0819,90.65345,0.0999989,25.75555,25.01501,999.9,0,0,9997.313,0,0.220656,2.663758,430.7745,427.4,1.508562,419.6974,18.02171,1.770486,1.633732,15.52865,14.28068,0.00100013,0,0,0,841.5,0.00100013,-11,-0.5,34.812,38.0998,36.3624,38.0309,36.8811,0,0,0,1664314691.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.6888325,-0.150746791744845,0.0381792590780649,0,1.502074,-0.0432983864915629,0.00809665418552627,1,1,2,"1/2",2.97457,2.75393,0.0912864,0.0920792,0.0895617,0.0856606,35474.6,38671.4,35371.5,38623.2,45643.3,50990.3,55261.6,61932.3,1.99058,1.85545,0.0458658,0,24.2685,999.9,54.487,28.329,23.2502,60.5409,45.1963,1,-0.138041,-0.0845861,20.168,5.19947,12.0055,4.97575,3.29393,9999,9999,718,9999,1.86288,1.86772,1.86752,1.8687,1.86951,1.86557,1.86661,1.86806,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.376,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.5,171.4,1.02417,2.61475,1.54785,2.30347,1.34644,2.39624,31.8049,14.8238,18,493.242,407.42,24.6417,25.5052,30.0002,25.45,25.3924,20.5118,29.7038,60.2238,24.6405,419.7,17.9085,102.534,103.099,7
60,1664314708.6,1384.59999990463,2022-09-27 16:38:28,16:38:28,5,"a_n_140_125","ozzie",1664314706.1,0.00126071483543817,1.26071483543817,-2.79109073337497,422.395559039683,469.911057572921,42.6457380072141,38.3335741007153,0.0760274517609148,2.7590314684091,0.0748824775236483,0.0469029833950793,0.00015962074799999,25.3999362425435,25.3999362425435,3.25628781735515,53.269247320522,1.77069879825468,3.32405447293136,1.48558901910047,-55.5975242428234,51.610743697619,3.97968100396169,-0.00693992049473735,-2.78449892757881,1.31576879970575,-2.79109073337497,427.399279428841,430.808581818182,0.0001421741194659,64.9962583118248,1.26071483543817,17.9656184505617,19.4993909090909,-0.00542025544796734,128.16402078323,6,1,1,0,48103,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664314706.1,422.395555555556,419.721555555556,19.5112333333333,17.9633888888889,415.837555555556,19.1358888888889,500.087666666667,90.6527888888889,0.0999978777777778,25.7469111111111,25.0165666666667,999.9,0,0,9992.15222222222,0,0.220656,2.67378111111111,430.800666666667,427.399111111111,1.54783222222222,419.721555555556,17.9633888888889,1.76874888888889,1.62843111111111,15.5133111111111,14.2305,0.00100013,0,0,0,849.944444444444,0.00100013,-28.4444444444444,-0.777777777777778,34.875,38.215,36.4301111111111,38.1803333333333,36.965,0,0,0,1664314696.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.680934,-0.205289606003755,0.041257638432174,0,1.510341,0.156886378986864,0.0208443502897068,0,0,2,"0/2",2.9744,2.75373,0.091295,0.0920758,0.0894711,0.085562,35474,38671.4,35371.3,38622.9,45647.7,50995.7,55261.4,61932.2,1.99023,1.85537,0.0453405,0,24.2672,999.9,54.468,28.309,23.2149,60.3109,45.8614,1,-0.137762,-0.104722,20.168,5.19962,12.0047,4.97565,3.2939,9999,9999,718,9999,1.86287,1.86771,1.86752,1.8687,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.558,0.3747,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,171.6,171.5,1.02417,2.61597,1.54785,2.30347,1.34644,2.42554,31.8049,14.8325,18,493.017,407.378,24.6287,25.5052,30.0003,25.4502,25.3924,20.5121,29.7038,60.2238,24.622,419.7,17.9057,102.533,103.098,7
61,1664315266.1,1942.09999990463,2022-09-27 16:47:46,16:47:46,5,"a_y_105_85","ozzie",1664315263.35,0.00062548387730545,0.625483877305451,-2.35791113582331,422.240702936834,511.714720644014,46.4373473382067,38.3177137408304,0.0371782620852129,2.75987813609024,0.0369022544938519,0.0230885363033343,0.00015962074799999,25.513815837055,25.513815837055,3.27839499921831,53.8374829144648,1.78312650539894,3.31205399820032,1.49526849381937,-27.5838389891704,25.6074730744259,1.97449890166817,-0.00170739232832417,-2.35578023824171,0.625188442891554,-2.35791113582331,427.839041497343,430.721939393939,0.00012960290253562,65.006586053486,0.625483877305451,18.9135303759051,19.6492496969697,-2.34892259515789e-06,128.037173137619,5,1,1,0,48184,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315263.35,422.2407,419.731,19.6491,18.91375,415.6835,19.26761,500.0917,90.64861,0.09989784,25.68592,25.0238,999.9,0,0,9997.617,0,0.220656,2.509783,430.7037,427.8227,0.7353376,419.731,18.91375,1.781162,1.714506,15.62242,15.02839,0.00100013,0,0,0,759.5,0.00100013,-22.9,-2.6,35.437,39.1749,37.0621,39.6872,37.5497,0,0,0,1664315253.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.54545425,-0.172156660412759,0.0418349863085612,0,0.73826735,-0.0133280150093803,0.00173804507349493,1,1,2,"1/2",2.97452,2.75384,0.0912505,0.0920642,0.089943,0.0887499,35470.4,38667.1,35366.2,38618.2,45618.4,50812.3,55255,61925.9,1.99105,1.8566,0.0489242,0,24.2204,999.9,53.711,28.309,22.8919,60.3408,45.3926,1,-0.133933,-0.0517048,20.1663,5.20306,12.0046,4.9758,3.29368,9999,9999,718.2,9999,1.86288,1.86772,1.86751,1.86872,1.86951,1.86555,1.86662,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.557,0.3815,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,180.9,180.8,1.02539,2.63062,1.54785,2.30225,1.34644,2.24365,31.783,14.7274,18,494.051,408.486,24.555,25.5526,30.0001,25.5048,25.4497,20.5395,24.0358,58.7411,24.5465,419.7,18.8599,102.52,103.087,7
62,1664315271.1,1947.09999990463,2022-09-27 16:47:51,16:47:51,5,"a_y_105_85","ozzie",1664315268.6,0.00062276730391086,0.622767303910864,-2.3979922416403,422.231669652703,513.856524763932,46.6321257521763,38.3172332487977,0.0370193714989022,2.76188016066039,0.0367459054616755,0.0229905922203452,0.00015962074799999,25.5127139495676,25.5127139495676,3.27818046572933,53.8416145321376,1.78305557752951,3.31166810843909,1.49512488819982,-27.4640381024691,25.4976153960315,1.96457278378071,-0.00169030190885166,-2.39494828315033,0.623685221958534,-2.3979922416403,427.76296548763,430.69576969697,-6.1774081722949e-05,65.006586053486,0.622767303910864,18.9144388558852,19.64702,-8.79749667087374e-06,128.037173137619,5,1,1,0,48139,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315268.6,422.231666666667,419.674222222222,19.6481444444444,18.9145666666667,415.674666666667,19.2667111111111,500.095,90.6493444444444,0.0999669,25.6839555555556,25.0297444444444,999.9,0,0,10009.3744444444,0,0.220656,2.55734777777778,430.694,427.765444444444,0.733543222222222,419.674222222222,18.9145666666667,1.78108777777778,1.71459444444444,15.6218,15.0291888888889,0.00100013,0,0,0,758.222222222222,0.00100013,-19.7777777777778,-1.27777777777778,35.375,39.0275555555556,36.979,39.4581111111111,37.465,0,0,0,1664315259,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.53749707317073,0.044193867595819,0.0351296015990338,1,0.737213853658537,-0.0221643972125443,0.00236693200167123,1,2,2,"2/2",2.97426,2.75386,0.0912511,0.0920578,0.0899389,0.0887562,35470.6,38667,35366.4,38617.9,45618.7,50811.8,55255.1,61925.8,1.99085,1.8566,0.0488162,0,24.2265,999.9,53.711,28.309,22.8932,60.4408,45.8734,1,-0.133923,-0.0294717,20.1662,5.20202,12.0043,4.9756,3.2937,9999,9999,718.2,9999,1.86285,1.8677,1.8675,1.86872,1.86951,1.86556,1.86663,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.557,0.3814,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,181,180.8,1.02539,2.62085,1.54785,2.30347,1.34644,2.38037,31.783,14.7362,18,493.931,408.486,24.5297,25.5526,30.0001,25.5058,25.4497,20.5415,24.0358,58.7411,24.5222,419.7,18.8599,102.52,103.087,7
