"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1664396260.1,0,2022-09-28 15:17:40,15:17:40,5,"albert","a_y_70_82",1664396257.1,0.00179065143076609,1.7906514307661,-2.62737465333069,422.279003268605,450.259263606721,41.0640618751562,38.5122362167485,0.107518717390499,2.766434834414,0.105250026788948,0.0659811125068945,0.00159617556,25.2903210032987,25.0857,3.19596000954147,50.6118445342417,1.68585824106767,3.33095593844063,1.5101017684738,-78.9677280967848,103.834077022836,7.97398267358745,32.8419277751989,-2.60248738956922,1.7806259449287,-2.62737465333069,427.040799769994,430.24363030303,0.00044377916969997,64.3424630145353,1.7906514307661,16.3735171163839,18.4841252747253,-0.00026015823908407,96.7500812871495,0,0,1,0,48294,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396257.1,422.279,420.058636363636,18.4851,16.3881454545455,419.008727272727,18.2701181818182,500.071181818182,91.1008181818182,0.100108027272727,25.7819,25.0857,999.9,0,0,9986.6,0,0.330984,2.22031909090909,430.231909090909,427.057181818182,2.09696090909091,420.058636363636,16.3881454545455,1.68400818181818,1.49297272727273,14.7497909090909,12.8963727272727,0.0100011,0,0,0,653.427272727273,0.0100011,-7.01363636363636,-1.55454545454545,34.2838181818182,38.7043636363636,36.5507272727273,38.3408181818182,36.9429090909091,0,0,0,1664396277.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.21078170731707,-0.0698416724738649,0.0373167690614103,1,2.12598609756098,-0.208185783972126,0.022981486703702,0,1,2,"1/2",2.98052,2.72833,0.0868142,0.0874147,0.0901247,0.0835872,27392.3,27005.4,30522.1,29835,38313.3,35993.1,46675.3,44357.2,1.88398,1.88643,0.0460446,0,24.3276,999.9,39.2,30.8,19.1917,63.5886,18.6258,1,-0.0919284,0.601784,20.2637,5.2384,11.968,4.9725,3.291,9999,9999,9999,391.2,4.97278,1.87696,1.875,1.87789,1.87462,1.87819,1.87531,1.87638,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.215,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919,8918.9,1.09985,2.54761,1.39893,2.33765,1.44897,2.39258,35.244,15.9182,18,489.964,462.711,24.7245,25.857,30.0001,25.6961,25.7708,22.0523,16.7829,47.1314,24.7082,420.1,16.4855,100.883,102.007,7
2,1664396265.1,5,2022-09-28 15:17:45,15:17:45,5,"albert","a_y_70_82",1664396262.6,0.00174044128127942,1.74044128127943,-2.57139145968401,422.259225408137,450.463716757268,41.0833485369461,38.5110327092808,0.104632113882796,2.77058533399511,0.1024854421509,0.0642426030458319,0.00159617556,25.2815730313688,25.0770222222222,3.19430798202052,50.7135974689258,1.68692726492786,3.32638059439878,1.50738071709266,-76.7534605044227,101.822367249825,7.80652755733824,32.877030478301,-2.57868924850552,1.71384996259102,-2.57139145968401,427.06655512357,430.2054,-0.00037964731007101,64.3424630145353,1.74044128127943,16.4600978410531,18.5075725274725,0.00030964691128915,96.7500812871495,0,0,1,0,48374,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396262.6,422.259222222222,420.033444444444,18.4965333333333,16.4781555555556,418.989111111111,18.2813444444444,500.05,91.1024555555555,0.0998921777777778,25.7587111111111,25.0770222222222,999.9,0,0,10010.9055555556,0,0.330984,2.22576555555556,430.216777777778,427.070777777778,2.01839,420.033444444444,16.4781555555556,1.68508,1.50120111111111,14.7596777777778,12.9804,0.0100011,0,0,0,654.894444444444,0.0100011,-8.37777777777778,-1.77777777777778,34.2497777777778,38.826,36.625,38.4442222222222,36.9927777777778,0,0,0,1664396282.6,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.20654390243902,0.226141045296173,0.0308945233822254,0,2.0881212195122,-0.362175261324044,0.0409556293635144,0,0,2,"0/2",2.98051,2.72822,0.0868099,0.0874174,0.0902079,0.0838055,27392.8,27005.7,30522.6,29835.4,38310.3,35984.8,46676.1,44357.8,1.884,1.88645,0.045374,0,24.3244,999.9,39.2,30.7,19.0819,63.5686,18.766,1,-0.091997,0.60872,20.2637,5.2387,11.968,4.9729,3.291,9999,9999,9999,391.2,4.97276,1.87697,1.875,1.8779,1.87464,1.87819,1.8753,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2155,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.1,8919,1.09985,2.55615,1.39893,2.33643,1.44897,2.35718,35.244,15.9095,18,489.962,462.708,24.638,25.8556,30,25.6939,25.7686,22.0547,16.7829,47.1314,24.6255,420.1,16.4937,100.885,102.008,7
3,1664396270.1,10,2022-09-28 15:17:50,15:17:50,5,"albert","a_y_70_82",1664396267.3,0.00174866979610854,1.74866979610855,-2.53991040316641,422.241603164673,449.685085537173,41.0116433893693,38.508775607844,0.105510759294572,2.76806928946935,0.103326348637913,0.0647714618196808,0.00159617556,25.2602450242177,25.05875,3.19083185671065,50.8219243396425,1.68866140281344,3.32270260277461,1.5021704538972,-77.1163380083869,101.671864840027,7.80062575842601,32.3577487656258,-2.53337666845211,1.71168487946733,-2.53991040316641,427.131502992847,430.227884848485,0.00048253463037829,64.3424630145353,1.74866979610855,16.4989740951044,18.5199681318681,0.0054000131634496,96.7500812871495,0,0,1,0,48173,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396267.3,422.2416,420.0691,18.51586,16.50011,418.9714,18.30028,500.0595,91.10071,0.10009854,25.74005,25.05875,999.9,0,0,9996.25,0,0.330984,2.172486,430.2073,427.1166,2.015743,420.0691,16.50011,1.686808,1.503173,14.77556,13.00048,0.0100011,0,0,0,652.795,0.0100011,-8.06,-1.665,34.3184,38.8873,36.6808,38.5623,37.0433,0,0,0,1664396287.4,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.20717675,-0.115590056285181,0.0292031421586359,0,2.06410475,-0.434513808630398,0.0452294239951992,0,0,2,"0/2",2.98051,2.72858,0.0868121,0.087418,0.0902435,0.0838255,27393,27005.6,30522.8,29835.3,38309.1,35983.9,46676.5,44357.6,1.88395,1.88657,0.0446104,0,24.3203,999.9,39.2,30.7,19.0828,63.7586,18.9303,1,-0.0920478,0.601776,20.2639,5.23811,11.968,4.97275,3.291,9999,9999,9999,391.2,4.97276,1.87697,1.875,1.87789,1.8746,1.87819,1.87531,1.87638,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2156,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.1,8919.1,1.09985,2.56104,1.39893,2.33643,1.44897,2.38159,35.244,15.9095,18,489.931,462.774,24.5619,25.8534,29.9999,25.6932,25.7669,22.0558,16.7829,47.1314,24.5527,420.1,16.5118,100.885,102.008,7
4,1664396275.1,15,2022-09-28 15:17:55,15:17:55,5,"albert","a_y_70_82",1664396272.6,0.00170421441042705,1.70421441042705,-2.54830980068489,422.297447604665,450.848033614943,41.1173399343071,38.5135265364851,0.102901305143973,2.7659338638912,0.100820889442348,0.0631964697428096,0.00159617556,25.2512619892145,25.0491,3.18899736555308,50.883897888711,1.68863282329673,3.31859958329051,1.50036454225635,-75.1558554998331,99.9249762934655,7.67134106703577,32.4420580362282,-2.54596874526443,1.70788595591489,-2.54830980068489,427.159131581192,430.264496969697,0.00076093111688607,64.3424630145353,1.70421441042705,16.5036816526311,18.5111494505495,-6.79893140236218e-05,96.7500812871495,0,0,1,0,48461,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396272.6,422.297444444444,420.108,18.5157111111111,16.5044111111111,419.027111111111,18.3001111111111,500.053666666667,91.0998777777778,0.1001206,25.7192111111111,25.0491,999.9,0,0,9983.75,0,0.330984,2.18952,430.264222222222,427.157888888889,2.0113,420.108,16.5044111111111,1.68677888888889,1.50354888888889,14.7752888888889,13.0043111111111,0.0100011,0,0,0,652.988888888889,0.0100011,-5.84444444444444,-1.18333333333333,34.4304444444444,39.0137777777778,36.75,38.722,37.097,0,0,0,1664396292.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.20327,-0.159753996247653,0.0311669998556165,0,2.038799,-0.328856735459668,0.0378645405887883,0,0,2,"0/2",2.98042,2.72813,0.0868194,0.0874235,0.0902091,0.0838356,27392.3,27005.4,30522.3,29835.4,38309.6,35983.5,46675.3,44357.6,1.88412,1.88657,0.0444055,0,24.3162,999.9,39.2,30.7,19.0825,63.3486,18.9183,1,-0.0926499,0.545934,20.2641,5.23646,11.968,4.9721,3.291,9999,9999,9999,391.2,4.97278,1.87692,1.875,1.87785,1.87454,1.87814,1.87526,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2155,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.2,8919.2,1.09985,2.55981,1.39893,2.33643,1.44897,2.41211,35.244,15.9095,18,490.015,462.761,24.499,25.8515,29.9999,25.6916,25.7653,22.0558,16.7829,47.5022,24.4986,420.1,16.5487,100.883,102.008,7
5,1664396280.1,20,2022-09-28 15:18:00,15:18:00,5,"albert","a_y_70_82",1664396277.3,0.00168728892235348,1.68728892235349,-2.57603463313264,422.32430318448,451.680224128651,41.1934947654867,38.51621798614,0.10196719793699,2.7700009437152,0.099926912746146,0.062634231714901,0.00159617556,25.2375537987898,25.03631,3.18656737219621,50.9153864748415,1.68777693607162,3.31486619846359,1.49879043612459,-74.4094414757888,99.1473502394385,7.59925204196761,32.3387569811773,-2.57410885768033,1.6810330300205,-2.57603463313264,427.156349662635,430.2942,0.00107128250016133,64.3424630145353,1.68728892235349,16.512497304387,18.5025461538462,-0.00041498262738849,96.7500812871495,0,0,1,0,48499,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396277.3,422.3243,420.0875,18.50621,16.52648,419.054,18.2908,500.045,91.10078,0.09979192,25.70023,25.03631,999.9,0,0,10007.64,0,0.330984,2.236939,430.2875,427.1467,1.979712,420.0875,16.52648,1.68593,1.505575,14.76748,13.02492,0.0100011,0,0,0,654.505,0.0100011,-7.115,-1.73,34.4624,39.0747,36.7686,38.8685,37.1684,0,0,0,1664396297.6,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.20818097560976,0.0485073867595827,0.0336702135718652,1,2.00845243902439,-0.176465435540068,0.0212163042206428,0,1,2,"1/2",2.98048,2.72834,0.0868258,0.087419,0.090184,0.0840139,27392,27005.6,30522.1,29835.4,38310.6,35976.3,46675.2,44357.5,1.884,1.8868,0.0437163,0,24.31,999.9,39.3,30.7,19.1315,63.2086,18.8141,1,-0.0925559,0.514118,20.2641,5.23661,11.968,4.97245,3.291,9999,9999,9999,391.3,4.97279,1.87694,1.875,1.87789,1.87457,1.87814,1.87529,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2154,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.3,8919.3,1.10107,2.55127,1.39893,2.33643,1.44897,2.42798,35.244,15.9182,18,489.932,462.895,24.4514,25.8499,30,25.6895,25.7643,22.0558,16.7829,47.5022,24.4518,420.1,16.5785,100.883,102.008,7
6,1664396285.1,25,2022-09-28 15:18:05,15:18:05,5,"albert","a_y_70_82",1664396282.6,0.00165261318700949,1.65261318700949,-2.61675774605997,422.338558796732,453.166280509273,41.3286843706068,38.517201620631,0.099949580510042,2.77127723949159,0.0979892857473396,0.061416226030283,0.00159617556,25.2272198350998,25.0257111111111,3.18455489784836,50.9685158422446,1.68753212995851,3.3109304873261,1.49702276788985,-72.8802415471187,97.7839769348149,7.49014948019792,32.3954810434541,-2.60913184022126,1.65101170296225,-2.61675774605997,427.114674084204,430.305636363636,0.00033210788837588,64.3424630145353,1.65261318700949,16.5577041236173,18.5034494505495,5.90421617417133e-05,96.7500812871495,0,0,1,0,48367,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396282.6,422.338555555556,420.044666666667,18.5036777777778,16.5594,419.068111111111,18.2883333333333,500.071111111111,91.0998444444444,0.0999781111111111,25.6802,25.0257111111111,999.9,0,0,10015.2777777778,0,0.330984,2.29369777777778,430.300666666667,427.117555555556,1.94429444444444,420.044666666667,16.5594,1.68568222222222,1.50855777777778,14.7652111111111,13.0551777777778,0.0100011,0,0,0,654.15,0.0100011,-4.40555555555556,-1.09444444444444,34.5415555555556,39.1942222222222,36.8122222222222,38.9582222222222,37.1872222222222,0,0,0,1664396302.4,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.22185125,0.444353358348959,0.0502244533164623,0,1.98972325,-0.279433958724207,0.0294619725567977,0,0,2,"0/2",2.9804,2.72852,0.0868241,0.087419,0.0901812,0.0840348,27392.3,27005.9,30522.4,29835.7,38311.4,35975.9,46676,44358,1.88415,1.88687,0.04353,0,24.3032,999.9,39.3,30.7,19.1322,63.7286,18.778,1,-0.0926118,0.4564,20.2643,5.23646,11.968,4.97205,3.291,9999,9999,9999,391.3,4.97277,1.87686,1.875,1.87787,1.87454,1.8781,1.87523,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.271,0.2154,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.4,8919.3,1.09985,2.55127,1.39893,2.33643,1.44897,2.45972,35.244,15.9182,18,490.001,462.924,24.4153,25.8482,30,25.6877,25.7621,22.0581,16.7829,47.5022,24.4202,420.1,16.6073,100.884,102.009,7
7,1664396290.1,30,2022-09-28 15:18:10,15:18:10,5,"albert","a_y_70_82",1664396287.3,0.00163672369614231,1.63672369614231,-2.54564207074027,422.326203155591,452.376264009349,41.2564029480324,38.5158581453327,0.0990838293635233,2.76919127614165,0.0971555734109304,0.0608923539990081,0.00159617556,25.2151362347069,25.0133,3.18219973786029,50.9960688733103,1.68683063792954,3.30776602039687,1.49536909993075,-72.179514999876,97.1566643108386,7.4466355725444,32.425381059067,-2.56945606858088,1.64321651663449,-2.54564207074027,427.157945240878,430.267539393939,-0.0007399886945087,64.3424630145353,1.63672369614231,16.5608526786495,18.4897505494506,-0.00017087713904594,96.7500812871495,0,0,1,0,48388,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396287.3,422.3262,420.0757,18.49609,16.56077,419.0559,18.2809,500.0176,91.09952,0.09978958,25.66408,25.0133,999.9,0,0,10003,0,0.330984,2.250458,430.2849,427.1496,1.935309,420.0757,16.56077,1.684985,1.508679,14.75879,13.0564,0.0100011,0,0,0,654.34,0.0100011,-6.46,-1.82,34.5933,39.256,36.8498,39.0935,37.2061,0,0,0,1664396307.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.24277170731707,0.241074564459935,0.0412058769726488,0,1.96904243902439,-0.31346968641115,0.0322701765041987,0,0,2,"0/2",2.98042,2.72828,0.0868214,0.0874233,0.0901381,0.084034,27392.5,27005.4,30522.6,29835.3,38313.6,35975.3,46676.5,44357.2,1.88395,1.88703,0.0434555,0,24.2961,999.9,39.3,30.7,19.1321,63.6486,18.722,1,-0.0926702,0.403088,20.2642,5.23451,11.968,4.97145,3.29055,9999,9999,9999,391.3,4.97277,1.87689,1.875,1.87788,1.87454,1.87813,1.87524,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.215,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.5,8919.4,1.09985,2.54883,1.39893,2.33765,1.44897,2.48169,35.2209,15.9182,18,489.881,463.006,24.3911,25.8466,29.9999,25.6861,25.7604,22.0588,16.7829,47.5022,24.3981,420.1,16.5479,100.885,102.007,7
8,1664396295.1,35,2022-09-28 15:18:15,15:18:15,5,"albert","a_y_70_82",1664396292.6,0.00162195372676974,1.62195372676974,-2.56092640776587,422.311114285963,452.972511120312,41.3109642441536,38.5146535692147,0.0982239775997289,2.76748648303831,0.0963275551512802,0.0603720583462799,0.00159617556,25.1991913040347,25.0018111111111,3.1800209375824,51.0116255582835,1.68537074654667,3.30389539267092,1.49465019103573,-71.5281593505457,95.8664432009722,7.35111760290679,31.6909976288933,-2.55221241277455,1.62768848696755,-2.56092640776587,427.145066947553,430.268957575757,0.00013923377077934,64.3424630145353,1.62195372676974,16.5595007264859,18.4708923076923,-0.00016833184291004,96.7500812871495,0,0,1,0,48432,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396292.6,422.311111111111,420.073555555555,18.48,16.5630666666667,419.040888888889,18.2651333333333,500.051444444444,91.0997111111111,0.100004611111111,25.6443444444444,25.0018111111111,999.9,0,0,9992.92222222222,0,0.330984,2.23766333333333,430.262222222222,427.148222222222,1.91692222222222,420.073555555555,16.5630666666667,1.68352222222222,1.50889333333333,14.7453333333333,13.0585777777778,0.0100011,0,0,0,651.033333333333,0.0100011,-7.45555555555555,-1.62777777777778,34.618,39.347,36.8956666666667,39.208,37.25,0,0,0,1664396312.6,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.25362707317073,-0.0268745644599345,0.0294301057276556,1,1.94591487804878,-0.247976236933799,0.026246623394625,0,1,2,"1/2",2.98045,2.72839,0.0868221,0.087422,0.0900688,0.0841052,27392.7,27005.7,30522.8,29835.6,38316.9,35973,46676.9,44357.9,1.88395,1.88703,0.0426546,0,24.2884,999.9,39.3,30.7,19.1328,63.2686,18.6378,1,-0.0928582,0.344047,20.2641,5.23331,11.968,4.97125,3.29025,9999,9999,9999,391.3,4.97277,1.87687,1.87498,1.87782,1.87454,1.87811,1.87521,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2147,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.6,8919.5,1.09985,2.54517,1.39893,2.33765,1.44897,2.50244,35.1978,15.9182,18,489.87,462.993,24.378,25.8447,29.9999,25.6845,25.7588,22.0599,16.7829,47.8778,24.387,420.1,16.5495,100.886,102.009,7
9,1664396300.1,40,2022-09-28 15:18:20,15:18:20,5,"albert","a_y_70_82",1664396297.3,0.00156820986998379,1.56820986998379,-2.54252130082587,422.334903160368,454.103391141151,41.4141578552327,38.5168767476154,0.0949637614595666,2.76861848544818,0.0931906260183939,0.0584006928554628,0.00159617556,25.1958152231272,24.99047,3.17787144119178,51.0276090011314,1.68407075989622,3.30031289504251,1.49380068129557,-69.1580552662852,94.8692819033263,7.27059675532305,32.9834195679242,-2.56734609253849,1.57831490768378,-2.54252130082587,427.149912609162,430.255290909091,-0.00072119551707696,64.3424630145353,1.56820986998379,16.5968265592332,18.4656747252747,-0.00311311140598626,96.7500812871495,0,0,1,0,48272,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396297.3,422.3349,420.0544,18.46572,16.60706,419.0642,18.25116,500.0926,91.09966,0.10018273,25.62606,24.99047,999.9,0,0,9999.605,0,0.330984,2.280295,430.2802,427.1479,1.858659,420.0544,16.60706,1.682222,1.512898,14.73334,13.09913,0.0100011,0,0,0,653.665,0.0100011,-5.55,-1.26,34.6498,39.4371,36.9246,39.3247,37.3058,0,0,0,1664396317.4,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.26604175,-0.0770243527204568,0.0277375316031816,1,1.91668675,-0.315801163227023,0.0337279431916252,0,1,2,"1/2",2.98031,2.72842,0.086821,0.0874189,0.0900619,0.0842625,27393,27005.6,30523.1,29835.4,38317.3,35966.4,46677,44357.5,1.88398,1.8875,0.0433438,0,24.2803,999.9,39.4,30.7,19.18,63.4886,18.5016,1,-0.0930488,-1.98396,20.2504,5.23751,11.968,4.97215,3.291,9999,9999,9999,391.3,4.97277,1.87691,1.87499,1.87783,1.87454,1.87807,1.87523,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.27,0.2146,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.6,8919.6,1.09985,2.54028,1.39893,2.33643,1.44897,2.46582,35.1978,15.9182,18,489.873,463.286,24.6352,25.8425,30.0001,25.683,25.7578,22.0612,16.7829,47.8778,24.9627,420.1,16.5495,100.886,102.008,7
10,1664396305.1,45,2022-09-28 15:18:25,15:18:25,5,"albert","a_y_70_82",1664396302.6,0.00157207004741717,1.57207004741718,-2.52954806979355,422.319225362856,453.747440986713,41.3811440563326,38.5149339123456,0.0952532576084565,2.76805664772336,0.0934690495950712,0.0585756763594865,0.00159617556,25.1862900357741,24.9883444444444,3.17746872303576,51.0651636994719,1.68447209783603,3.29867168888259,1.49299662519974,-69.3282890910976,93.9163384483378,7.19864540392005,31.7882909367202,-2.52685709460489,1.56680663664455,-2.52954806979355,427.18256069543,430.268806060606,5.46586838188961e-05,64.3424630145353,1.57207004741718,16.6244376008707,18.4716571428571,0.00059959201287196,96.7500812871495,0,0,1,0,48343,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396302.6,422.319222222222,420.081222222222,18.4703666666667,16.6250888888889,419.048777777778,18.2556888888889,500.044111111111,91.0987444444444,0.0998835111111111,25.6176777777778,24.9883444444444,999.9,0,0,9996.39111111111,0,0.330984,2.23795,430.266555555555,427.183222222222,1.84528666666667,420.081222222222,16.6250888888889,1.68262777777778,1.51452444444444,14.7370777777778,13.1155888888889,0.0100011,0,0,0,649.7,0.0100011,-1.81111111111111,-0.916666666666667,34.7428888888889,39.486,36.986,39.4442222222222,37.34,0,0,0,1664396322.2,0,0,"--:--:--",1663861122,1663861125,0,-0.287,-0.004,3.172,0.178,400,17,0.18,0.07,2.25343097560976,-0.0111363763066216,0.0245913059002049,1,1.89037292682927,-0.384437770034843,0.0399130270465551,0,1,2,"1/2",2.98045,2.72817,0.0868207,0.0874273,0.0900756,0.0842714,27393.2,27005.4,30523.3,29835.5,38317,35966.2,46677.3,44357.6,1.88393,1.88745,0.0436231,0,24.2716,999.9,39.4,30.7,19.18,63.5286,18.3494,1,-0.0938796,-0.786732,20.2627,5.23766,11.968,4.97175,3.291,9999,9999,9999,391.3,4.97277,1.87689,1.875,1.87783,1.87454,1.8781,1.87523,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.271,0.2147,1.8598592277843,0.00397418092864432,-1.62375209953986e-06,4.11245981050926e-10,-0.0132598739934633,0.00504794527397165,0.00036504560249317,2.32079280191164e-06,0,2115,1,22,8919.7,8919.7,1.09985,2.5415,1.39893,2.33643,1.44897,2.48047,35.1978,15.9182,18,489.83,463.236,24.9896,25.8406,29.9994,25.6809,25.7556,22.0623,17.0597,47.8778,24.9691,420.1,16.5495,100.887,102.008,7
