"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1663787488.5,0,2022-09-21 14:11:28,14:11:28,5,"albert","a_y_140_91",1663787485.75,0.00206260114250394,2.06260114250395,-2.90079975063108,422.258203625634,448.596607252112,40.6502014862876,38.263510644371,0.124263733542381,2.75604881238366,0.121232972346582,0.0760367528380525,0.00159617556,25.1374606070727,25.04044,3.18735186081387,50.8788199793551,1.68711301551294,3.31594367989965,1.50023884530093,-90.9607103844242,98.8485465841618,7.6150721217101,15.5045044970077,-2.92844848245135,2.07345807139187,-2.90079975063108,426.703907909812,430.247933333333,-0.00130193733640493,64.440273928887,2.06260114250395,16.1899157731304,18.6182050567596,7.69880336926345e-05,99.1196938586819,0,0,1,0,48055,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787485.75,422.2582,419.7949,18.61819,16.17656,419.0674,18.40891,500.0399,90.51644,0.09994191,25.70571,25.04044,999.9,0,0,9989.561,0,0.386148,2.46337,430.269,426.6974,2.441656,419.7949,16.17656,1.685252,1.464243,14.76124,12.59978,0.0100011,0,0,0,688.01,0.0100011,-6.94,-0.85,33.9624,38.3371,36.3185,37.6684,36.5997,0,0,0,1663787495.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.48648609756098,-0.280460487804875,0.057301461688165,0,2.42867,0.0434717770034862,0.009513041113099,1,1,2,"1/2",2.97969,2.72821,0.086089,0.0866299,0.0898533,0.0818977,27365.6,26991.6,30472.1,29798.2,38270,36016.1,46607.2,44301.6,1.87803,1.85095,0.0455603,0,24.2963,999.9,39.1,31.1,19.5987,63.1301,18.8862,1,-0.0274441,-0.0565468,20.2161,5.23751,11.968,4.9731,3.291,9999,9999,9999,371.7,4.97323,1.87786,1.87593,1.87873,1.87546,1.87901,1.87617,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.2092,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31895.6,31895.6,1.09009,2.52563,1.39893,2.34253,1.44897,2.44995,37.6745,23.9036,18,492.869,447.644,25.3251,26.6544,29.9997,26.5765,26.6654,21.86,19.7415,0,25.2875,419.8,16.0872,100.729,101.88,6
2,1663787493.5,5,2022-09-21 14:11:33,14:11:33,5,"albert","a_y_140_91",1663787491,0.00208047754061906,2.08047754061907,-2.9304485123129,422.264336995403,448.671211263474,40.6565862497008,38.2637129511411,0.125310550768874,2.75712795638046,0.122230367356065,0.0766644157889239,0.00159617556,25.1339120594127,25.0419444444444,3.18763767019054,50.8645917292478,1.68675802468949,3.31617332872365,1.50087964550105,-91.7490595413008,98.8372083001226,7.61132067645945,14.7010656108412,-2.94417238211056,2.08229832762271,-2.9304485123129,426.684100343201,430.260151515152,-0.000468096203283,64.440273928887,2.08047754061907,16.1632780069031,18.6132977296182,-3.15100257897907e-05,99.1196938586819,0,0,1,0,48032,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787491,422.264333333333,419.786777777778,18.6144444444444,16.1625111111111,419.073777777778,18.4052444444444,500.063555555556,90.5155444444444,0.100000366666667,25.7068777777778,25.0419444444444,999.9,0,0,9996.04111111111,0,0.386148,2.47768888888889,430.273888888889,426.683111111111,2.45192333333333,419.786777777778,16.1625111111111,1.68489555555556,1.46295777777778,14.7579555555556,12.5864333333333,0.0100011,0,0,0,685.222222222222,0.0100011,-8.62777777777778,-1.3,33.9928888888889,38.5135555555555,36.4094444444444,37.7776666666667,36.5762222222222,0,0,0,1663787500.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.47287475,-0.0913622138836742,0.0436380776952595,1,2.43365175,0.126917786116329,0.0135749303658435,0,1,2,"1/2",2.97957,2.72827,0.0860914,0.0866351,0.0898484,0.0818722,27365.9,26991.8,30472.5,29798.5,38270.8,36017.7,46607.8,44302.4,1.87822,1.85075,0.0450611,0,24.3032,999.9,39.1,31.1,19.5989,63.0501,19.383,1,-0.027655,-0.00355665,20.2162,5.2387,11.968,4.97275,3.291,9999,9999,9999,371.7,4.97323,1.87789,1.87593,1.8788,1.87546,1.87905,1.87621,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.2092,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31895.7,31895.7,1.09009,2.53174,1.39893,2.34131,1.44897,2.33276,37.6745,23.8949,18,492.948,447.484,25.2874,26.6497,29.9997,26.572,26.6609,21.8614,20.0231,0,25.2453,419.8,16.0698,100.73,101.881,6
3,1663787498.5,10,2022-09-21 14:11:38,14:11:38,5,"albert","a_y_140_91",1663787495.7,0.00208009195782535,2.08009195782536,-2.94915825742966,422.235403678516,448.897992920338,40.6780381678181,38.2619395442179,0.125251417607924,2.75788929271541,0.122174929133237,0.0766294470754414,0.00159617556,25.1341172561706,25.0421,3.18766722339768,50.852352525474,1.68634737339614,3.31616393273326,1.50131985000154,-91.7320553400983,98.8342683215629,7.60899728910381,14.7128064461284,-2.93565030180633,2.10629069200793,-2.94915825742966,426.644980806981,430.241145454545,9.83596730613949e-05,64.440273928887,2.08009195782536,16.1539712316309,18.6032091847265,2.45924974711195e-05,99.1196938586819,0,0,1,0,48102,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787495.7,422.2354,419.7801,18.6095,16.12925,419.0448,18.40039,500.0529,90.51764,0.09991412,25.70683,25.0421,999.9,0,0,10000.313,0,0.386148,2.455386,430.2422,426.6618,2.480257,419.7801,16.12925,1.684489,1.459979,14.75422,12.55537,0.0100011,0,0,0,687.675,0.0100011,-6.585,-1.165,33.981,38.6061,36.4559,37.9373,36.706,0,0,0,1663787505.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.46104170731707,0.0511302439024398,0.0238237595999312,1,2.44849536585366,0.219385296167248,0.0227104750836412,0,1,2,"1/2",2.97977,2.72838,0.0860931,0.0866396,0.0898055,0.0817015,27366.8,26992,30473.5,29798.9,38273.6,36025.1,46609.1,44303.2,1.8781,1.8508,0.0440963,0,24.3088,999.9,39.1,31.1,19.598,63.0901,19.1106,1,-0.0281301,0.033091,20.2161,5.2402,11.968,4.9722,3.291,9999,9999,9999,371.7,4.97324,1.87786,1.87597,1.87876,1.87546,1.87904,1.87619,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.209,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31895.8,31895.8,1.09009,2.50977,1.39893,2.34253,1.44897,2.46582,37.6745,23.9036,18,492.84,447.471,25.2441,26.6443,29.9998,26.5664,26.6553,21.8611,20.0231,0,25.2032,419.8,16.0737,100.733,101.883,6
4,1663787503.5,15,2022-09-21 14:11:43,14:11:43,5,"albert","a_y_140_91",1663787501,0.00210121921815766,2.10121921815767,-2.88224736868242,422.235225815171,447.673926980175,40.5668548557121,38.2616768328601,0.126494876550191,2.7590807866198,0.123359142464122,0.0773747229059703,0.00159617556,25.1282241974997,25.0370222222222,3.18670264592454,50.8030064856402,1.68468022823357,3.31610340563162,1.50202241769097,-92.6637675207532,99.5864936750417,7.66339093165753,14.5877132615061,-2.88930432749158,2.10958680151791,-2.88224736868242,426.714041583568,430.229527272727,-0.00012150736654875,64.440273928887,2.10121921815767,16.1079557845976,18.5829191950465,-8.86601266352453e-05,99.1196938586819,0,0,1,0,48096,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787501,422.235222222222,419.837222222222,18.5912222222222,16.1070666666667,419.044333333333,18.3824444444444,500.057333333333,90.5170444444444,0.0999256555555556,25.7065222222222,25.0370222222222,999.9,0,0,10007.4288888889,0,0.386148,2.39778555555556,430.233555555556,426.710222222222,2.48413666666667,419.837222222222,16.1070666666667,1.68282222222222,1.45796444444444,14.7388666666667,12.5343111111111,0.0100011,0,0,0,681.505555555555,0.0100011,-6.91111111111111,-1.47222222222222,33.9093333333333,38.7217777777778,36.5135555555555,38.0692222222222,36.8051111111111,0,0,0,1663787510.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.4506765,-0.20379309568481,0.031920387493732,0,2.4635315,0.201806679174482,0.0211761546969699,0,0,2,"0/2",2.9798,2.7285,0.0860916,0.0866445,0.0897423,0.0816973,27367.4,26991.3,30474.1,29798.2,38276.8,36024.2,46609.7,44301.8,1.87783,1.851,0.0443161,0,24.3139,999.9,39.1,31.1,19.5977,63.1301,18.8582,1,-0.0284197,0.0559341,20.2161,5.2399,11.968,4.97195,3.291,9999,9999,9999,371.7,4.97322,1.87784,1.87592,1.87872,1.87546,1.87899,1.87612,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.19,0.2086,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31895.9,31895.9,1.09009,2.52441,1.39893,2.34375,1.44897,2.44141,37.6987,23.9036,18,492.649,447.551,25.2003,26.6398,29.9997,26.5608,26.6497,21.8597,20.0231,0,25.1667,419.8,16.0783,100.734,101.88,6
5,1663787508.5,20,2022-09-21 14:11:48,14:11:48,5,"albert","a_y_140_91",1663787505.7,0.00208233082863112,2.08233082863112,-2.9293612846114,422.211103657324,448.639072477175,40.6543698551512,38.2595440701605,0.12509379090979,2.75766524171832,0.122024696047417,0.0765349094346685,0.00159617556,25.1314367412114,25.04669,3.18853936187411,50.7799988128641,1.68374629103735,3.31576670027572,1.50479307083676,-91.8307895426326,97.8435220704004,7.53343142602953,13.5477601293574,-2.91229210066139,2.10044448088034,-2.9293612846114,426.633537046262,430.205327272727,0.00010068874119827,64.440273928887,2.08233082863112,16.1069079093421,18.5808518059856,-0.00303749235146567,99.1196938586819,0,0,1,0,48062,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787505.7,422.2111,419.7809,18.58089,16.10755,419.0203,18.37232,500.0727,90.51703,0.1000659,25.70481,25.04669,999.9,0,0,9999.055,0,0.386148,2.430084,430.2047,426.6533,2.473333,419.7809,16.10755,1.681887,1.458009,14.73027,12.53476,0.0100011,0,0,0,684.46,0.0100011,-7.605,-1.315,34.0122,38.8247,36.5749,38.1997,36.8373,0,0,0,1663787515.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.441634,-0.209990318949347,0.0347494099086589,0,2.47229625,0.0884268292682863,0.0147674685859662,1,1,2,"1/2",2.97969,2.72842,0.0860905,0.0866409,0.089739,0.0817036,27367.5,26991.4,30474.1,29798.3,38276.9,36024.3,46609.7,44302.3,1.8781,1.851,0.0444278,0,24.318,999.9,39.1,31.1,19.5994,63.0201,19.383,1,-0.0288288,0.0656264,20.2163,5.2396,11.968,4.97175,3.291,9999,9999,9999,371.7,4.97322,1.8778,1.87592,1.87871,1.87545,1.87899,1.87615,1.87728,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.2085,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896,31896,1.09009,2.52075,1.39893,2.34253,1.44897,2.3938,37.6987,23.9036,18,492.765,447.516,25.1611,26.6347,29.9998,26.5557,26.6452,21.8603,20.0231,0,25.12,419.8,16.0731,100.734,101.881,6
6,1663787513.5,25,2022-09-21 14:11:53,14:11:53,5,"albert","a_y_140_91",1663787511,0.00209823999149402,2.09823999149402,-2.85459931115392,422.175670233009,447.336778946922,40.5363504331804,38.2563243586073,0.126201004002411,2.75704010666834,0.123077380464984,0.0771975685274256,0.00159617556,25.1238676142495,25.0384555555556,3.18697489687632,50.7860278540741,1.68364008147095,3.31516393900432,1.50333481540537,-92.5323836248863,98.5896328865338,7.59216799845095,13.6510134356584,-2.87958088388687,2.0980950266427,-2.85459931115392,426.668738176464,430.152024242424,-0.00046885303606093,64.440273928887,2.09823999149402,16.1083554719814,18.5783635706914,0.00010146812591268,99.1196938586819,0,0,1,0,48048,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787511,422.175666666667,419.783444444444,18.5797222222222,16.1091555555556,418.984888888889,18.3711777777778,500.074666666667,90.5170777777778,0.0999971888888889,25.7017444444444,25.0384555555556,999.9,0,0,9995.35222222222,0,0.386148,2.39202222222222,430.167777777778,426.656444444445,2.47056888888889,419.783444444444,16.1091555555556,1.68178111111111,1.45815333333333,14.7292888888889,12.5362777777778,0.0100011,0,0,0,686.488888888889,0.0100011,-7.18888888888889,-1.44444444444444,33.9444444444444,38.958,36.6596666666667,38.3332222222222,36.8676666666667,0,0,0,1663787520.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.42075075,-0.177576923076923,0.0330639684844015,0,2.47709475,-0.0297011257035619,0.00964639258673933,1,1,2,"1/2",2.97982,2.72821,0.0860837,0.0866305,0.0897345,0.0817166,27367.8,26992.6,30474.3,29799.2,38277.4,36025.3,46610.1,44304.1,1.8779,1.8512,0.0438169,0,24.3216,999.9,39.1,31.1,19.5988,63.2101,18.7941,1,-0.0293521,0.10534,20.2162,5.2399,11.968,4.9717,3.291,9999,9999,9999,371.7,4.97323,1.87777,1.87592,1.87867,1.8754,1.87898,1.8761,1.87725,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.2085,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896,31896,1.09009,2.5293,1.39893,2.34253,1.44897,2.36206,37.6987,23.9036,18,492.62,447.596,25.1171,26.6297,29.9998,26.5506,26.6396,21.864,20.0231,0,25.0806,419.8,16.0727,100.735,101.885,6
7,1663787518.5,30,2022-09-21 14:11:58,14:11:58,5,"albert","a_y_140_91",1663787515.7,0.00209496926516938,2.09496926516939,-2.82271067972942,422.120903525205,446.957724400715,40.5019886676053,38.2513493280839,0.125866647187324,2.75664444277168,0.122758899554904,0.0769971399340774,0.00159617556,25.1222560913935,25.04605,3.18841774400063,50.7904679465215,1.68354419382303,3.31468533740558,1.50487355017759,-92.38814459397,97.0850287407066,7.47756856036845,12.1760488826651,-2.85048371921666,2.09534098339293,-2.82271067972942,426.641650799025,430.08656969697,-0.00052941981251374,64.440273928887,2.09496926516939,16.1110023003478,18.5786334365325,-8.01480125683621e-05,99.1196938586819,0,0,1,0,48077,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787515.7,422.1209,419.7619,18.57867,16.11118,418.9306,18.37013,500.0415,90.51719,0.09985599,25.69931,25.04605,999.9,0,0,9993,0,0.386148,2.358978,430.1118,426.6353,2.467477,419.7619,16.11118,1.681687,1.45834,14.72845,12.53821,0.0100011,0,0,0,683.645,0.0100011,-6.09,-1.195,34.0374,39.031,36.6746,38.4685,36.9059,0,0,0,1663787525.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.39709146341463,-0.208167177700343,0.0403449381816704,0,2.47462390243902,-0.0713429268292668,0.00781828091579515,1,1,2,"1/2",2.97959,2.72824,0.086076,0.0866428,0.0897318,0.0817181,27368.6,26992.3,30474.9,29799.3,38278.4,36024.9,46611.1,44303.8,1.87815,1.85105,0.0441261,0,24.325,999.9,39.1,31.1,19.5995,63.2201,19.4191,1,-0.0293902,0.119003,20.216,5.24005,11.968,4.97175,3.291,9999,9999,9999,371.7,4.97323,1.87779,1.87592,1.87869,1.87546,1.87898,1.87614,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.19,0.2085,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896.1,31896.1,1.09009,2.53418,1.39893,2.34253,1.44897,2.33276,37.6987,23.8949,18,492.718,447.467,25.0755,26.625,29.9998,26.545,26.6351,21.8624,20.0231,0,25.0344,419.8,16.0702,100.737,101.884,6
8,1663787523.5,35,2022-09-21 14:12:03,14:12:03,5,"albert","a_y_140_91",1663787521,0.00209617661666534,2.09617661666535,-2.84512643674934,422.142447992057,447.243756458469,40.5269452059735,38.2523928212249,0.125942701378558,2.76074378493872,0.122835744268124,0.0770451039644711,0.00159617556,25.1173294408772,25.0457444444444,3.18835968134138,50.8083096560939,1.68359753036228,3.31362633742008,1.5047621509791,-92.4413887949417,96.4729778190156,7.41918219314346,11.4523673927774,-2.84862847203688,2.09390170207965,-2.84512643674934,426.666826945249,430.135793939394,0.00010235800674401,64.440273928887,2.09617661666535,16.1122819623417,18.5805793601651,-9.05131984562462e-06,99.1196938586819,0,0,1,0,48035,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787521,422.142444444444,419.785222222222,18.5797,16.1141444444444,418.952,18.3711555555556,500.089555555556,90.5151,0.0997931555555556,25.6939222222222,25.0457444444444,999.9,0,0,10017.4888888889,0,0.386148,2.35715111111111,430.134222222222,426.660444444444,2.46555111111111,419.785222222222,16.1141444444444,1.68174111111111,1.45857333333333,14.7289444444444,12.5406888888889,0.0100011,0,0,0,684.077777777778,0.0100011,-6.87222222222222,-1.46111111111111,34.1664444444444,39.1454444444444,36.729,38.6247777777778,36.9791111111111,0,0,0,1663787530.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.383487,-0.302356998123836,0.0452800098939918,0,2.4695985,-0.0329227767354685,0.00328402919445004,1,1,2,"1/2",2.97972,2.72836,0.0860789,0.0866373,0.0897374,0.081731,27369.2,26993.1,30475.6,29799.9,38279.1,36025.3,46612.3,44304.9,1.87815,1.85137,0.0431687,0,24.3285,999.9,39.1,31.1,19.599,63.1101,18.9183,1,-0.0299085,0.155466,20.216,5.2399,11.968,4.97175,3.291,9999,9999,9999,371.7,4.97322,1.87779,1.87592,1.87868,1.87543,1.87899,1.87609,1.87724,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.191,0.2086,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896.2,31896.2,1.09009,2.51831,1.39893,2.34375,1.44897,2.49023,37.6987,23.9036,18,492.687,447.625,25.0306,26.6195,29.9999,26.5405,26.6295,21.8638,20.0231,0,24.9883,419.8,16.0668,100.74,101.887,6
9,1663787528.5,40,2022-09-21 14:12:08,14:12:08,5,"albert","a_y_140_91",1663787525.7,0.00209408713847783,2.09408713847784,-2.86295691602268,422.132403584452,447.469122008694,40.5482472756008,38.2523133814214,0.125971920470108,2.75626527501666,0.122858624519817,0.0770599490493575,0.00159617556,25.1102903764317,25.03718,3.18673261363848,50.8318416698428,1.68370386916272,3.31230152961704,1.50302874447576,-92.3492428068726,96.5872527793532,7.43946728294617,11.6790734309868,-2.86043263066639,2.09230160924146,-2.86295691602268,426.644996561736,430.13506060606,0.00032940506150468,64.440273928887,2.09408713847784,16.1151603168653,18.5811857585139,4.90942635359034e-06,99.1196938586819,0,0,1,0,47967,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787525.7,422.1324,419.7599,18.58047,16.11651,418.9419,18.37192,500.0306,90.51671,0.1001511,25.68718,25.03718,999.9,0,0,9990.811,0,0.386148,2.372537,430.1242,426.6358,2.463967,419.7599,16.11651,1.681842,1.458812,14.72985,12.54316,0.0100011,0,0,0,682.25,0.0100011,-5.375,-1.165,34.2685,39.2499,36.7621,38.7248,37.0372,0,0,0,1663787535.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.368651,-0.131710243902449,0.0355102037307588,0,2.46721,-0.0276249906191384,0.00278716522653396,1,1,2,"1/2",2.9796,2.72838,0.0860845,0.0866317,0.0897444,0.0817453,27369.5,26993.4,30476.1,29800,38279.2,36025.3,46612.8,44305.5,1.87835,1.85115,0.0429153,0,24.3316,999.9,39.1,31.1,19.5993,63.1201,19.3349,1,-0.0299187,0.171209,20.2162,5.24035,11.968,4.9719,3.291,9999,9999,9999,371.7,4.97324,1.87776,1.87592,1.87868,1.87544,1.87897,1.87611,1.87727,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.19,0.2086,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896.3,31896.3,1.09009,2.53174,1.39893,2.34375,1.44897,2.36084,37.7228,23.8949,18,492.758,447.446,24.983,26.6145,29.9999,26.5349,26.6244,21.8674,20.0231,0,24.9512,419.8,16.0595,100.741,101.888,6
10,1663787533.5,45,2022-09-21 14:12:13,14:12:13,5,"albert","a_y_140_91",1663787531,0.00209079510674198,2.09079510674198,-2.75218362097665,422.080558984416,446.032502714507,40.4183101024238,38.247847000863,0.125894179613051,2.75906702401899,0.122787747682768,0.0770150586112851,0.00159617556,25.1043683334674,25.0297,3.18531216163051,50.8557312837435,1.68375907173929,3.31085411464238,1.50155308989121,-92.2040642073214,96.7019613338923,7.44018353799136,11.9396768401223,-2.80094695255389,2.09012159860271,-2.75218362097665,426.647099501337,430.04716969697,-0.00938617247982429,64.440273928887,2.09079510674198,16.1186084913955,18.5800189886481,5.48421158743925e-05,99.1196938586819,0,0,1,0,48124,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787531,422.080555555556,419.778555555555,18.5809666666667,16.1199555555556,418.890333333333,18.3723666666667,500.107888888889,90.5174333333333,0.0999765111111111,25.6798111111111,25.0297,999.9,0,0,10007.3044444444,0,0.386148,2.30215111111111,430.071666666667,426.656111111111,2.46099555555556,419.778555555555,16.1199555555556,1.68190111111111,1.45913555555556,14.7303777777778,12.5465555555556,0.0100011,0,0,0,682.722222222222,0.0100011,-7.54444444444445,-1.83888888888889,34.1387777777778,39.3332222222222,36.8122222222222,38.8816666666667,37.0481111111111,0,0,0,1663787540.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,2.35048780487805,-0.197105017421607,0.0501181628881087,0,2.46466268292683,-0.0244701742160196,0.00248154163766492,1,1,2,"1/2",2.97991,2.72835,0.086074,0.0866551,0.0897431,0.0817548,27369.6,26992.8,30475.8,29800.1,38279.2,36024.8,46612.7,44305.5,1.87833,1.851,0.0420175,0,24.3339,999.9,39.1,31.1,19.5992,62.8901,18.8462,1,-0.0306047,0.16674,20.2161,5.24035,11.968,4.97195,3.291,9999,9999,9999,371.7,4.97323,1.87777,1.87592,1.87868,1.87545,1.87898,1.87612,1.87725,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.19,0.2086,1.84591121169668,0.00378032439782555,-1.52000995645906e-06,3.74202439552729e-10,-0.0194781015180636,0.0053522111047623,0.00040006750274975,-8.59428675033911e-07,0,2134,1,23,31896.4,31896.4,1.09009,2.51587,1.39893,2.34375,1.44897,2.47559,37.7228,23.9124,18,492.71,447.313,24.9444,26.6094,29.9998,26.5302,26.6194,21.8647,20.0231,0,24.9209,419.8,16.0579,100.741,101.888,6
