"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1663712867.6,0,2022-09-20 17:27:47,17:27:47,5,"albert","a_y_0_75",1663712864.85,0.0005002891670986,0.500289167098601,-1.42167289491062,421.429201779557,486.595514829054,44.0204260745786,38.1250801892882,0.0294782838516768,2.75210136230651,0.0293039883484265,0.0183305664295413,0.00159617556,25.4702040260247,25.05842,3.19076910759101,51.199055105749,1.68794107216301,3.29682074928269,1.502828035428,-22.0627522690483,81.5745344968386,6.29081681539774,65.804195218748,-1.4305608166387,0.497957227822256,-1.42167289491062,427.680697876396,429.425036363636,-0.0015173335844421,64.3961869314587,0.500289167098601,18.068575435287,18.6577913312694,-1.80532844092299e-05,98.8058190015554,0,0,1,0,48016,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712864.85,421.4292,419.9645,18.65826,18.07192,418.3503,18.4628,500.0507,90.36615,0.10000666,25.60822,25.05842,999.9,0,0,9982.814,0,0.330984,1.464764,429.4419,427.6937,0.5863514,419.9645,18.07192,1.686076,1.63309,14.76885,14.27464,0.0100011,0,0,0,673.7,0.0100011,-3.85,-1.52,35.0245,39.4123,36.8998,39.2997,37.2184,0,0,0,1663712873.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.4538025,0.0469675046904302,0.0286727339775962,1,0.591267975,-0.059275305816135,0.00844839479868069,1,2,2,"2/2",2.98043,2.72831,0.086015,0.0867175,0.0900764,0.0887527,27420.8,27019.8,30527.6,29828.6,38323.9,35779.9,46685.7,44347.8,1.88815,1.86215,0.0506639,0,24.225,999.9,41.4,31.4,21.1457,62.9766,18.5457,1,-0.0833003,0.596059,20.2609,5.2384,11.968,4.9729,3.291,9999,9999,9999,365.2,4.97275,1.87698,1.87506,1.8779,1.87464,1.8782,1.87531,1.87642,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1954,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30651.9,30652,1.10107,2.56836,1.39893,2.34009,1.44897,2.33521,35.244,16.0671,18,492.762,448.089,24.3633,25.9341,30,25.7694,25.8445,22.0748,19.6028,31.5274,24.3485,420,18.0298,100.904,101.985,6
2,1663712872.6,5,2022-09-20 17:27:52,17:27:52,5,"albert","a_y_0_75",1663712870.1,0.00049673406088226,0.496734060882261,-1.44410566808384,421.431001804508,488.231335172848,44.1682151033674,38.1250726816608,0.0293254262171199,2.75438473618749,0.0291530700072283,0.0182360696918617,0.00159617556,25.4519906244262,25.0459555555556,3.18839979726183,51.2752536155837,1.68851813999988,3.29304688116979,1.49988165726196,-21.9059720849077,80.6275039012594,6.2116375270474,64.9347655189591,-1.41454150931274,0.479539476359526,-1.44410566808384,427.723073862153,429.47906060606,0.00185459548987753,64.3961869314587,0.496734060882261,18.0859736380706,18.6711826625387,-4.48303673029375e-05,98.8058190015554,0,0,1,0,48034,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712870.1,421.431,419.976222222222,18.6647222222222,18.1000777777778,418.352333333333,18.4691222222222,500.055222222222,90.3656555555556,0.100096888888889,25.5889222222222,25.0459555555556,999.9,0,0,9996.37777777778,0,0.330984,1.45486777777778,429.446555555556,427.717888888889,0.564632222222222,419.976222222222,18.1000777777778,1.68665111111111,1.63562666666667,14.7741,14.2986222222222,0.0100011,0,0,0,675.527777777778,0.0100011,-3.51111111111111,-1.23333333333333,34.9373333333333,39.2775555555556,36.7288888888889,39.0413333333333,37.1037777777778,0,0,0,1663712878.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.44988658536585,0.0938268292682922,0.0281303209912717,1,0.582794243902439,-0.0712405923344946,0.00962891327297947,1,2,2,"2/2",2.98048,2.72841,0.0860225,0.0867167,0.0901202,0.0888243,27421,27019.9,30528,29828.7,38322.7,35777.3,46686.5,44348.1,1.8882,1.86203,0.0497699,0,24.228,999.9,41.4,31.4,21.1456,63.0766,18.6178,1,-0.0833079,0.556392,20.2612,5.23736,11.968,4.97295,3.291,9999,9999,9999,365.2,4.97275,1.87698,1.87502,1.8779,1.87463,1.8782,1.87531,1.8764,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1957,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652,30652,1.10107,2.55737,1.39893,2.34009,1.44897,2.38525,35.244,16.0758,18,492.778,448.009,24.3005,25.933,30.0001,25.7678,25.8441,22.0773,19.6028,31.5274,24.2934,420,18.0298,100.905,101.986,6
3,1663712877.6,10,2022-09-20 17:27:57,17:27:57,5,"albert","a_y_0_75",1663712874.8,0.00048705858673927,0.487058586739276,-1.39415220962456,421.411601741084,486.879643123871,44.0456917073223,38.1231085635148,0.0288088261396477,2.75647636416663,0.0286425957917051,0.017916477411178,0.00159617556,25.4383487695776,25.03497,3.18631287703597,51.3530442445664,1.68943413832643,3.28984223463089,1.49687873870954,-21.4792836752021,79.8837754955973,6.14882293366972,64.554910929625,-1.39478412444251,0.482724443139405,-1.39415220962456,427.719900289295,429.433363636364,-0.00211389193215903,64.3961869314587,0.487058586739276,18.1057939118105,18.6781633642931,0.00015185685948758,98.8058190015554,0,0,1,0,48002,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712874.8,421.4116,419.9822,18.67495,18.10659,418.3327,18.47917,500.0805,90.36522,0.10003631,25.57252,25.03497,999.9,0,0,10008.81,0,0.330984,1.429366,429.4311,427.7268,0.5683469,419.9822,18.10659,1.687565,1.636207,14.7825,14.30409,0.0100011,0,0,0,674.375,0.0100011,-0.885,-0.95,35.0685,39.131,36.6624,38.8559,37.0373,0,0,0,1663712883.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.453005,-0.159833470919329,0.0328611732900698,0,0.57744125,-0.097380540337711,0.0110132786120891,1,1,2,"1/2",2.98045,2.72838,0.086017,0.0867297,0.090142,0.0888217,27421.3,27019.7,30528.2,29828.9,38321.8,35777.4,46686.6,44348,1.88835,1.86208,0.0489503,0,24.2306,999.9,41.4,31.4,21.1457,63.1766,18.6899,1,-0.0834146,0.50634,20.2613,5.23646,11.968,4.97275,3.291,9999,9999,9999,365.2,4.97275,1.87695,1.875,1.87788,1.87457,1.8782,1.8753,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1958,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.1,30652.1,1.10107,2.55249,1.39893,2.34009,1.44897,2.4231,35.244,16.0758,18,492.86,448.026,24.2525,25.9319,30,25.7678,25.8424,22.0756,19.8831,31.5274,24.2508,420,18.0298,100.906,101.986,6
4,1663712882.6,15,2022-09-20 17:28:02,17:28:02,5,"albert","a_y_0_75",1663712880.1,0.00048623601431579,0.486236014315794,-1.36758948586786,421.453223930203,485.539131952278,43.9226116615093,38.1253025142305,0.0287808834005122,2.75538869415994,0.0286149092760609,0.0178991504872358,0.00159617556,25.4243049263984,25.0302333333333,3.18541342330938,51.403729374631,1.6896745897732,3.28706615323341,1.49573883353618,-21.4430082313265,78.4435193019554,6.03977088254101,63.0418781287299,-1.40349968030692,0.503000361238715,-1.36758948586786,427.774728039662,429.456084848485,-0.00217456576228196,64.3961869314587,0.486236014315794,18.1052818466765,18.6772560371517,7.70092805800285e-05,98.8058190015554,0,0,1,0,48029,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712880.1,421.453222222222,420.023555555556,18.6783777777778,18.0861111111111,418.374333333333,18.4825666666667,500.050222222222,90.3615777777778,0.0999499777777778,25.5583,25.0302333333333,999.9,0,0,10002.7722222222,0,0.330984,1.42964333333333,429.475111111111,427.760111111111,0.592273555555555,420.023555555556,18.0861111111111,1.68780666666667,1.63428888888889,14.7847666666667,14.2859555555556,0.0100011,0,0,0,675.872222222222,0.0100011,-4.41666666666667,-1.64444444444444,34.9372222222222,39.0205555555556,36.5623333333333,38.6594444444444,36.965,0,0,0,1663712888.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.44247097560976,-0.167940836236932,0.0344361968385988,0,0.57754012195122,-0.00322768641114956,0.0120045137531073,1,1,2,"1/2",2.9803,2.72823,0.0860181,0.0867186,0.0901326,0.0886893,27421.1,27019.6,30528,29828.4,38322.2,35782.2,46686.5,44347.5,1.88815,1.8622,0.048019,0,24.2346,999.9,41.4,31.3,21.0235,62.9766,18.8181,1,-0.0833613,0.467318,20.2613,5.23601,11.968,4.9727,3.291,9999,9999,9999,365.2,4.97275,1.87697,1.875,1.87784,1.87455,1.8782,1.8753,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.078,0.1958,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.2,30652.2,1.10107,2.54761,1.39893,2.34009,1.44897,2.44995,35.244,16.0846,18,492.736,448.103,24.2171,25.9298,30,25.7656,25.8424,22.0769,19.8831,31.5274,24.2174,420,18.0298,100.905,101.984,6
5,1663712887.6,20,2022-09-20 17:28:07,17:28:07,5,"albert","a_y_0_75",1663712884.8,0.00050532207326558,0.505322073265582,-1.40705488880261,421.438601755536,484.710381882696,43.8477046592029,38.1240345420047,0.0299454882070468,2.75730840087037,0.0297659796899017,0.018619775591664,0.00159617556,25.4046734321339,25.0193,3.18333812105592,51.426530713796,1.68897342662703,3.28424531692926,1.49436469442888,-22.2847034310122,77.9739255917215,5.99866846300167,61.689486799271,-1.41909281863329,0.513207475457954,-1.40705488880261,427.729605700433,429.450248484848,-0.00028009305271166,64.3961869314587,0.505322073265582,18.0687262069728,18.6637876160991,-8.62411244268619e-06,98.8058190015554,0,0,1,0,48022,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712884.8,421.4386,419.9954,18.6706,18.06632,418.3598,18.47492,500.0585,90.36187,0.09978772,25.54384,25.0193,999.9,0,0,10014.11,0,0.330984,1.443274,429.4568,427.7226,0.6042674,419.9954,18.06632,1.687111,1.632508,14.77834,14.26912,0.0100011,0,0,0,672.65,0.0100011,-0.04,-0.44,34.8498,38.906,36.5436,38.506,36.8871,0,0,0,1663712893.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.43798292682927,-0.0660681533101057,0.0327696541839567,1,0.581514170731707,0.145206940766551,0.0168103053539429,0,1,2,"1/2",2.98016,2.72833,0.086018,0.0867184,0.0900908,0.088678,27421.3,27019.4,30528.2,29828.2,38324.4,35782.3,46687,44347.1,1.8881,1.86203,0.0469014,0,24.2388,999.9,41.5,31.3,21.0733,62.8366,19.0264,1,-0.0834375,0.435901,20.2616,5.23601,11.968,4.9729,3.291,9999,9999,9999,365.2,4.97276,1.87697,1.87502,1.8779,1.87457,1.8782,1.87531,1.87639,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1956,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.3,30652.3,1.10107,2.54761,1.39893,2.34009,1.44897,2.48291,35.2209,16.0846,18,492.708,447.979,24.1912,25.9292,30,25.7656,25.8403,22.077,19.8831,31.5274,24.1919,420,18.0298,100.906,101.984,6
6,1663712892.6,25,2022-09-20 17:28:12,17:28:12,5,"albert","a_y_0_75",1663712890.1,0.00050052325202941,0.500523252029416,-1.49165297797105,421.461668533904,489.949846410796,44.3232180992523,38.1274483332329,0.0296701603423578,2.75404300600586,0.0294937194640718,0.0184493395713306,0.00159617556,25.3921909402334,25.0110888888889,3.18178031228601,51.4345243058103,1.68786723242986,3.28158421840247,1.49391307985616,-22.0730754144972,77.0738742308036,5.93580359242578,60.9381985842922,-1.45673250874744,0.504861503063452,-1.49165297797105,427.682898861868,429.49703030303,0.00182464493503158,64.3961869314587,0.500523252029416,18.0642401412499,18.6544145510836,-0.00011473892870004,98.8058190015554,0,0,1,0,47958,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712890.1,421.461666666667,419.969111111111,18.6577222222222,18.0632666666667,418.382777777778,18.4622888888889,500.062888888889,90.3649,0.0999066,25.5301888888889,25.0110888888889,999.9,0,0,9994.43888888889,0,0.330984,1.49263444444444,429.474666666667,427.694555555555,0.594444555555556,419.969111111111,18.0632666666667,1.68600444444444,1.63228666666667,14.7681666666667,14.2670444444444,0.0100011,0,0,0,674.911111111111,0.0100011,-4.98888888888889,-1.69444444444444,34.833,38.7913333333333,36.4442222222222,38.3122222222222,36.826,0,0,0,1663712898.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.44591575,0.213578273921199,0.0394419847933329,0,0.589492525,0.110749024390244,0.0145805070247703,0,0,2,"0/2",2.98024,2.72829,0.086027,0.0867252,0.0900628,0.0886746,27421.4,27019.6,30528.6,29828.7,38325.9,35782.9,46687.4,44347.7,1.88818,1.86225,0.0467524,0,24.2428,999.9,41.5,31.3,21.0756,62.9366,19.0905,1,-0.0835163,0.386934,20.2618,5.23571,11.968,4.97275,3.291,9999,9999,9999,365.2,4.97276,1.87698,1.87504,1.87789,1.87463,1.8782,1.87531,1.8764,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.078,0.1954,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.4,30652.4,1.10107,2.55127,1.39893,2.34009,1.44897,2.46338,35.2209,16.0846,18,492.741,448.117,24.1723,25.9276,29.9999,25.7645,25.8402,22.0763,19.8831,31.5274,24.1777,420,18.0298,100.907,101.985,6
7,1663712897.6,30,2022-09-20 17:28:17,17:28:17,5,"albert","a_y_0_75",1663712894.8,0.000496794112006,0.496794112006009,-1.34619564831529,421.430501682013,482.61864421493,43.6609871517156,38.1254888095146,0.0294785439022796,2.75663605289861,0.0293045302295267,0.0183308800620818,0.00159617556,25.3825688304988,25.00008,3.17969275556894,51.4495205912046,1.68727997879925,3.27948629921285,1.49241277676969,-21.908620339465,77.182110296109,5.93789758106169,61.2129837132657,-1.41108956797947,0.501269816129366,-1.34619564831529,427.721382334163,429.408824242424,-0.00907553913447227,64.3961869314587,0.496794112006009,18.0622812878338,18.6475866873065,-4.9147451536441e-05,98.8058190015554,0,0,1,0,47975,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712894.8,421.4305,419.9909,18.65081,18.06059,418.3519,18.45552,500.0719,90.36697,0.09987722,25.51942,25.00008,999.9,0,0,10009.562,0,0.330984,1.439565,429.4399,427.7158,0.590248,419.9909,18.06059,1.685421,1.632082,14.76279,14.26509,0.0100011,0,0,0,674.51,0.0100011,-5.2,-1.555,34.3873,38.6747,36.4059,38.187,36.756,0,0,0,1663712903.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.44418317073171,0.163101533101047,0.0342062574819589,0,0.593899463414634,0.0160772404181188,0.00985016081854,1,1,2,"1/2",2.9803,2.72838,0.0860174,0.0867154,0.0900415,0.0886614,27421.8,27019.7,30528.8,29828.4,38327.1,35783.3,46687.8,44347.5,1.88822,1.86235,0.0451133,0,24.2449,999.9,41.5,31.3,21.0761,62.9766,19.0905,1,-0.0835442,0.352448,20.2621,5.23586,11.968,4.973,3.291,9999,9999,9999,365.2,4.97275,1.87693,1.87501,1.87785,1.87456,1.87819,1.87527,1.87637,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1953,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.4,30652.5,1.10107,2.55493,1.39893,2.34009,1.44897,2.45361,35.2209,16.0758,18,492.761,448.167,24.1631,25.9259,29.9999,25.7634,25.8387,22.0788,19.8831,31.8979,24.1683,420,18.0298,100.908,101.984,6
8,1663712902.6,35,2022-09-20 17:28:22,17:28:22,5,"albert","a_y_0_75",1663712900.1,0.00049777917805542,0.497779178055421,-1.34677141009353,421.417001687435,482.392633656296,43.6389300722244,38.1228604767365,0.0295870722872304,2.75249045686639,0.029411516745258,0.0183978839607014,0.00159617556,25.3691400149296,24.9841666666667,3.17667731078829,51.4736335716446,1.68677152118255,3.27696221179875,1.48990578960574,-21.9520617522441,77.5036314732261,5.97074666511258,61.5239125616546,-1.36505836614336,0.492922264809763,-1.34677141009353,427.764663468986,429.414090909091,-0.00079491187842455,64.3961869314587,0.497779178055421,18.0581784447305,18.6445898864809,-3.7460425975455e-05,98.8058190015554,0,0,1,0,47957,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712900.1,421.417,420.028333333333,18.6458777777778,18.0654555555556,418.338222222222,18.4506222222222,500.047666666667,90.3634222222222,0.100086188888889,25.5064555555556,24.9841666666667,999.9,0,0,9985.41666666667,0,0.330984,1.38876222222222,429.424111111111,427.755777777778,0.580420111111111,420.028333333333,18.0654555555556,1.68490444444444,1.63245444444444,14.7580666666667,14.2686222222222,0.0100011,0,0,0,675.755555555556,0.0100011,-4.40555555555556,-1.57777777777778,34.6802222222222,38.5693333333333,36.2634444444444,38.0346666666667,36.6874444444444,0,0,0,1663712908.5,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.44411878048781,-0.183489825783971,0.0381612003949818,0,0.593957585365854,-0.0845431358884998,0.00874715987628265,1,1,2,"1/2",2.98028,2.72815,0.0860158,0.0867252,0.0900294,0.0887366,27421.6,27019.2,30528.4,29828.1,38326.9,35780,46686.9,44347.1,1.88827,1.8626,0.0448897,0,24.2474,999.9,41.5,31.3,21.0801,63.0766,18.8822,1,-0.0838897,-1.66237,20.2494,5.23256,11.968,4.9719,3.29025,9999,9999,9999,365.2,4.97275,1.87694,1.875,1.87787,1.87457,1.8782,1.87529,1.87639,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1953,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.5,30652.5,1.10107,2.56348,1.39893,2.34009,1.44897,2.43774,35.2209,16.0671,18,492.777,448.316,24.3443,25.9248,30,25.7618,25.838,22.0766,20.1608,31.8979,24.7119,420,17.9607,100.906,101.983,6
9,1663712907.6,40,2022-09-20 17:28:27,17:28:27,5,"albert","a_y_0_75",1663712904.8,0.0004952639721796,0.495263972179608,-1.41268614736651,421.434001768249,486.246394045778,43.9857723723104,38.122853554745,0.0294749639475685,2.75242562731429,0.0293007279741655,0.0183285233961061,0.00159617556,25.3634147264771,24.97741,3.17539773443405,51.5146437745172,1.68747228251801,3.275713775493,1.48792545191604,-21.8411411731207,77.5524230844837,5.9742504112067,61.6871284981297,-1.38697910055464,0.485353158552166,-1.41268614736651,427.741416407974,429.462224242424,0.00117067651929444,64.3961869314587,0.495263972179608,18.0818787199622,18.6653430340557,-4.04280160700524e-05,98.8058190015554,0,0,1,0,48005,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712904.8,421.434,420.0152,18.65438,18.08287,418.3551,18.45901,500.0429,90.35975,0.10009281,25.50004,24.97741,999.9,0,0,9985.439,0,0.330984,1.418725,429.4449,427.75,0.5715272,420.0152,18.08287,1.685607,1.633963,14.76451,14.28288,0.0100011,0,0,0,674.38,0.0100011,-5.29,-2.125,34.3373,38.4811,36.2749,37.9059,36.6498,0,0,0,1663712913.9,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.43665,-0.282446904315199,0.0418489520776805,0,0.584405525,-0.091405879924954,0.0109037360133752,1,1,2,"1/2",2.98059,2.72834,0.0860195,0.0867199,0.0900925,0.0887002,27422,27019.8,30528.9,29828.6,38325.1,35782.1,46688,44347.9,1.88827,1.86243,0.0445917,0,24.249,999.9,41.6,31.3,21.1298,62.8466,18.6338,1,-0.0844665,-0.771443,20.2594,5.23331,11.968,4.97205,3.29033,9999,9999,9999,365.2,4.97277,1.87692,1.87501,1.87788,1.87455,1.87819,1.8753,1.87639,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1956,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.6,30652.6,1.10107,2.5647,1.39893,2.34009,1.44897,2.39624,35.2209,16.0671,18,492.773,448.204,24.7318,25.9232,29.9996,25.7612,25.8376,22.0773,20.4607,31.8979,24.7243,420,17.9175,100.908,101.985,6
10,1663712912.6,45,2022-09-20 17:28:32,17:28:32,5,"albert","a_y_0_75",1663712910.1,0.00053336043687611,0.53336043687611,-1.38339109127132,421.424335065602,479.39186208135,43.365447033551,38.1217457501096,0.0317260525782449,2.75290421149635,0.0315243196525956,0.0197207176137267,0.00159617556,25.3605113039334,24.9885888888889,3.17751503440664,51.5134868879983,1.6881944722076,3.27718928419292,1.48932056219904,-23.5211952662365,77.0321099426448,5.93369625709805,59.4462071090664,-1.41151760451371,0.521386328732454,-1.38339109127132,427.707231476161,429.406066666667,-0.00179930295438311,64.3961869314587,0.53336043687611,18.0704495811523,18.6572412796698,0.00573444406841439,98.8058190015554,0,0,1,0,47972,0.0100011,0.008400924,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712910.1,421.424333333333,419.994333333333,18.6624777777778,18.0485555555556,418.345333333333,18.4669444444444,500.052888888889,90.3591777777778,0.1001113,25.5076222222222,24.9885888888889,999.9,0,0,9988.33333333333,0,0.330984,1.42986777777778,429.438555555556,427.713888888889,0.613914888888889,419.994333333333,18.0485555555556,1.68632555555556,1.63085222222222,14.7711333333333,14.2534666666667,0.0100011,0,0,0,675.694444444445,0.0100011,-6.50555555555555,-1.65555555555556,34.0484444444444,38.4025555555556,36.1942222222222,37.7637777777778,36.5622222222222,0,0,0,1663712918.7,0,0,"--:--:--",1661873751.1,1661873750.6,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,1.42246875,-0.0259455534709206,0.0305790655667811,1,0.58863705,0.0681429568480299,0.0169545511544098,1,2,2,"2/2",2.98039,2.72852,0.0860112,0.0867199,0.0900654,0.0885406,27422.5,27020.2,30529.3,29829.1,38326.7,35789,46688.6,44348.6,1.88832,1.86217,0.0454858,0,24.2501,999.9,41.6,31.3,21.1256,63.2466,18.5457,1,-0.0851728,-0.392544,20.2618,5.23586,11.968,4.9726,3.291,9999,9999,9999,365.2,4.97276,1.87694,1.875,1.87786,1.87455,1.8782,1.87527,1.87638,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.079,0.1954,1.79851126274882,0.00368494799425123,-1.67563364646616e-06,4.36792733624415e-10,-0.0198027688205245,0.00323869508167757,0.00053141925218311,-4.08011048864033e-06,0,2139,1,23,30652.7,30652.7,1.10107,2.56348,1.39893,2.34009,1.44897,2.34497,35.2209,16.0671,18,492.796,448.035,24.7888,25.9221,29.9995,25.7607,25.8359,22.0756,20.7712,31.8979,24.7391,420,17.8974,100.91,101.987,6
