"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
118,1663789382.5,1884.90000009537,2022-09-21 14:43:02,14:43:02,5,"a_y_630_106","ozzie",1663789380,0.00054587539474856,0.545875394748561,-3.27070970884843,423.409448493141,575.108567481484,51.9902276072003,38.2765182834914,0.0317956239809076,2.75906962195327,0.0315934580397573,0.0197639677855477,0.00015962074799999,25.5718302431676,25.5718302431676,3.28970753048154,53.3712317970208,1.77147740923815,3.31916155875014,1.51823012124339,-24.0731049084116,22.3472114959143,1.72443234209072,-0.00130144965858036,-3.20179031411124,0.756615611192098,-3.27070970884843,427.953443139926,431.918236363636,0.00713990772505915,65.3343997986943,0.545875394748561,18.7137183409738,19.5581666666667,-0.0236175535268789,117.848854072085,0,0,1,0,48347,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789380,423.409444444444,419.952555555556,19.5958333333333,18.7059,416.906222222222,19.3091333333333,500.12,90.3527888888889,0.0479294222222222,25.7220666666667,24.9160111111111,999.9,0,0,10025.5555555556,0,0.220656,3.45690555555556,431.872333333333,427.957666666667,0.889938111111111,419.952555555556,18.7059,1.77053777777778,1.69013111111111,15.5290777777778,14.8060333333333,0.00100013,0,0,0,679.222222222222,0.00100013,-7.11111111111111,-0.277777777777778,35.6318888888889,40.375,37.576,41.4163333333333,38.25,0,0,0,1663789379.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.445494,0.315556772983107,0.0829940887895035,0,1.3785648,-2.65395093433396,0.280121635315018,0,0,2,"0/2",2.97446,2.7019,0.0910888,0.0917219,0.0895823,0.0880132,35459.2,38654.7,35350.9,38593.7,45629,50831.5,55245.2,61899.3,1.994,1.825,0.0231564,0,24.5416,999.9,43.908,31.36,22.3768,60.4942,44.98,1,-0.104797,0.398932,20.1336,5.20291,12.0099,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86804,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.2849,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862.2,51862.2,1.02417,2.64893,1.54785,2.29858,1.34644,2.4292,35.8944,23.9737,18,499.434,393.868,23.718,25.9341,30,25.8812,25.8269,20.5203,17.8989,26.7776,23.755,420,19.056,102.492,103.035,6
119,1663789387.5,1889.90000009537,2022-09-21 14:43:07,14:43:07,5,"a_y_630_106","ozzie",1663789384.7,0.00055825871224143,0.558258712241439,-3.07382442430775,423.397903869448,562.119507361564,50.8165357350671,38.2758727109877,0.0324610835646046,2.75654903923987,0.0322502056502497,0.0201752107343839,0.00015962074799999,25.5644845697411,25.5644845697411,3.28827327641111,53.2530083342068,1.76715444384741,3.3184124223688,1.5211188325637,-24.6192092098474,22.8527315078232,1.76495464042544,-0.00136344085081674,-3.17251533532254,0.567353845769879,-3.07382442430775,427.950771969448,431.784363636363,-0.0157064630074762,65.3343997986943,0.558258712241439,18.8999457609713,19.5529551515151,0.00043154841303875,117.848854072085,0,0,1,0,47613,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789384.7,423.3979,419.8797,19.54781,18.8804,416.895,19.26314,500.0794,90.35385,0.04780849,25.71826,24.92684,999.9,0,0,10010.5,0,0.220656,3.518177,431.8395,427.9598,0.6674063,419.8797,18.8804,1.766221,1.705917,15.491,14.95033,0.00100013,0,0,0,684.15,0.00100013,-11.6,-0.85,35.6808,40.4122,37.6187,41.4748,38.25,0,0,0,1663789385.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.4778435,0.302956772983106,0.0863113575246618,0,1.147733025,-3.60963918574109,0.348027931563437,0,0,2,"0/2",2.97487,2.70168,0.091067,0.0917145,0.0895988,0.0886366,35459.6,38654.9,35350.4,38593.5,45627.7,50796.7,55244.6,61899.3,1.9944,1.8246,0.0243187,0,24.5313,999.9,43.932,31.36,22.3883,60.4742,44.8077,1,-0.104451,0.285294,20.1339,5.20291,12.0099,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86801,1.8692,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.2851,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862.3,51862.3,1.02417,2.65503,1.54785,2.2998,1.34644,2.42798,35.8944,23.9737,18,499.698,393.666,23.7613,25.9363,30.0002,25.8812,25.8291,20.5261,17.2801,27.1488,23.8058,420,19.1167,102.491,103.034,6
120,1663789392.5,1894.90000009537,2022-09-21 14:43:12,14:43:12,5,"a_y_630_106","ozzie",1663789390,0.00057996660658115,0.579966606581152,-3.14534724136044,423.361115044134,559.311242012618,50.5637165504658,38.2733437335376,0.0338607718068189,2.75405786972615,0.0336311795189165,0.0210399852430581,0.00015962074799999,25.5541214641631,25.5541214641631,3.28625079302316,53.3779619770842,1.77085468691574,3.31757643290313,1.51539610610742,-25.5765273502288,23.7398979951385,1.83499577737619,-0.00147395696606622,-3.01643951809849,0.479819788464606,-3.14534724136044,428.106022874761,431.851703030303,0.0213829995040291,65.3343997986943,0.579966606581152,19.0312295461344,19.6086339393939,0.0122341807588739,117.848854072085,0,0,1,0,48005,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789390,423.361111111111,419.985444444444,19.5883333333333,19.0238777777778,416.858444444444,19.3019555555556,500.043888888889,90.3556,0.0479405555555556,25.7140111111111,24.9256666666667,999.9,0,0,9995.55555555556,0,0.220656,3.37566444444444,431.819666666667,428.130111111111,0.564476666666667,419.985444444444,19.0238777777778,1.76991555555556,1.71891111111111,15.5236111111111,15.0683,0.00100013,0,0,0,682.888888888889,0.00100013,-24.5,-2.5,35.701,40.479,37.625,41.5551111111111,38.312,0,0,0,1663789390,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.47317425,-0.413076585365854,0.0904279675732983,0,0.8464103,-2.73740715196999,0.272927046303696,0,0,2,"0/2",2.97492,2.70168,0.0910736,0.0917404,0.089783,0.088818,35458.5,38653.3,35349.6,38592.9,45617.3,50786.1,55243.4,61898.8,1.9946,1.8244,0.0247955,0,24.523,999.9,43.932,31.37,22.404,60.6942,44.7516,1,-0.104329,0.20342,20.1342,5.20411,12.0099,4.9756,3.2938,9999,9999,706.7,9999,1.86356,1.86829,1.86801,1.86923,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.2876,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862.4,51862.4,1.02417,2.65137,1.54785,2.2998,1.34644,2.41455,35.8944,23.9737,18,499.848,393.557,23.8139,25.9363,30.0003,25.8834,25.8291,20.5264,17.2801,27.1488,23.8575,420,19.1203,102.488,103.033,6
121,1663789550.5,2052.90000009537,2022-09-21 14:45:50,14:45:50,5,"a_n_70_120","ozzie",1663789547.5,0.00066660769862637,0.666607698626371,-2.3846358450637,422.443457535653,506.973756652472,45.8295329125331,38.1881430483708,0.0395411308833896,2.75518316468069,0.0392285567108762,0.0245457253982912,0.00015962074799999,25.5746635046761,25.5746635046761,3.29026087519207,54.0345482639602,1.79735770452549,3.32631207675755,1.49290317066657,-29.397399509423,27.28634632856,2.10894744307696,-0.00194611703800617,-2.36853540637849,0.715148823871735,-2.3846358450637,428.078071737485,431.008151515151,-0.00286334793592236,65.2958812185133,0.666607698626371,19.0391055474524,19.870356969697,-0.00549825139797717,118.546058578366,0,0,1,0,47836,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789547.5,422.443454545455,419.964272727273,19.8826636363636,19.0417272727273,415.946545454545,19.5837545454545,500.106636363636,90.3509909090909,0.0472443272727273,25.7583636363636,24.9498909090909,999.9,0,0,10002.7272727273,0,0.250745454545455,2.47924636363636,431.013272727273,428.116545454545,0.840932454545454,419.964272727273,19.0417272727273,1.79641909090909,1.72043818181818,15.7556636363636,15.0820909090909,0.00100013,0,0,0,510.909090909091,0.00100013,-21.0454545454545,-2.27272727272727,34.9313636363636,38.3803636363636,36.5225454545455,38.3067272727273,37.0563636363636,0,0,0,1663789547.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.43230414634146,0.203943763066207,0.0895925535335472,0,0.832540634146342,0.0951216794425105,0.0141069165370475,1,1,2,"1/2",2.97326,2.70135,0.0909231,0.0917516,0.0905833,0.0888034,35463.4,38653,35348.4,38593,45575.6,50786.9,55242.3,61898.7,1.9956,1.8246,0.0329316,0,24.4262,999.9,44.421,31.401,22.6929,60.5542,44.8237,1,-0.105163,-0.499608,20.1336,5.20172,12.0088,4.9756,3.2938,9999,9999,706.8,9999,1.86356,1.86829,1.86807,1.86926,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.497,0.2983,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865,51865,1.02539,2.65259,1.54785,2.2998,1.34644,2.42065,35.9178,23.9737,18,500.384,393.559,25.1135,25.9145,30.0003,25.8703,25.814,20.5302,19.5157,28.8067,25.1189,420,18.9601,102.486,103.033,6
122,1663789555.5,2057.90000009537,2022-09-21 14:45:55,14:45:55,5,"a_n_70_120","ozzie",1663789553,0.00068883132032158,0.688831320321586,-2.26440547070309,422.416113931293,499.18120780734,45.1256484149511,38.1861351027268,0.0408669458176728,2.75540028293386,0.0405331805323901,0.025362997977673,0.00015962074799999,25.5648111639102,25.5648111639102,3.28833703282069,53.9835604341021,1.79526346338049,3.32557439513827,1.49307356944019,-30.3774612261819,28.1962694848975,2.17895445211835,-0.00207766841810297,-2.30611501237092,0.699612628237432,-2.26440547070309,428.12439862461,430.918521212121,-0.00524866497706906,65.2958812185133,0.688831320321586,19.0369118310882,19.8546151515151,-0.00089981041481101,118.546058578366,0,0,1,0,48157,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789553,422.416111111111,420.004111111111,19.8592555555556,19.0366333333333,415.919333333333,19.5613333333333,500.146111111111,90.3521111111111,0.0472222555555556,25.7546222222222,24.9538444444444,999.9,0,0,10003.8888888889,0,0.237818111111111,2.41197666666667,430.974888888889,428.155,0.822626333333333,420.004111111111,19.0366333333333,1.79432555555556,1.72,15.7374444444444,15.0781111111111,0.00100013,0,0,0,513.111111111111,0.00100013,-14.5555555555556,-0.333333333333333,34.937,38.5067777777778,36.576,38.4581111111111,37.125,0,0,0,1663789553.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.43637325,0.135568367729826,0.0932108559500314,0,0.834997575,-0.0243135872420305,0.00761422380445801,1,1,2,"1/2",2.97322,2.70187,0.0909117,0.0917584,0.0905403,0.0887836,35464.4,38652.3,35349,38592.6,45578.2,50788,55242.8,61898.8,1.9962,1.8252,0.0317395,0,24.4241,999.9,44.421,31.391,22.6773,60.5642,44.6995,1,-0.106016,-0.505621,20.1335,5.20172,12.0099,4.976,3.2936,9999,9999,706.8,9999,1.86356,1.86829,1.86801,1.86923,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.497,0.2977,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.1,51865.1,1.02539,2.65503,1.54785,2.2998,1.34644,2.35107,35.9412,23.9737,18,500.779,393.884,25.1477,25.9145,30,25.8703,25.814,20.5293,19.7948,28.8067,25.1513,420,18.9589,102.487,103.033,6
123,1663789560.5,2062.90000009537,2022-09-21 14:46:00,14:46:00,5,"a_n_70_120","ozzie",1663789557.7,0.00070460303499358,0.704603034993587,-2.28510518441591,422.390602841356,498.050425534669,45.0217274386208,38.1823880048759,0.0417651614842829,2.75485141378711,0.0414165619864412,0.0259164288727051,0.00015962074799999,25.5659578093844,25.5659578093844,3.28856088492321,53.9256435170452,1.79392515206821,3.32666433827753,1.49463573285501,-31.0729938432172,28.8413366511238,2.22932282521396,-0.00217474613139501,-2.29335573082304,0.711603619863583,-2.28510518441591,428.123231475092,430.928648484848,-0.00232159248916063,65.2958812185133,0.704603034993587,19.0005045505432,19.835483030303,-0.00075220264173567,118.546058578366,0,0,1,0,48249,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789557.7,422.3906,420,19.8452,19.00848,415.8939,19.54787,500.1542,90.34885,0.04707204,25.76015,24.95419,999.9,0,0,10001,0,0.2261724,2.390427,430.9428,428.1383,0.8366991,420,19.00848,1.792989,1.717396,15.7258,15.05454,0.00100013,0,0,0,516.6,0.00100013,-28.7,-3.35,34.937,38.6122,36.6498,38.581,37.1808,0,0,0,1663789558,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.429683,-0.169202701688557,0.0894294524248025,0,0.83513815,-0.0374035497185724,0.0086010568349186,1,1,2,"1/2",2.97336,2.70173,0.090911,0.091722,0.0904876,0.0886686,35463.9,38653.2,35348.4,38592,45580.2,50793.7,55241.9,61897.8,1.9962,1.8246,0.0327826,0,24.4241,999.9,44.421,31.401,22.6907,60.5442,44.6354,1,-0.105122,-0.526318,20.1335,5.20172,12.0099,4.9756,3.294,9999,9999,706.8,9999,1.86356,1.86829,1.86804,1.86923,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.496,0.297,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.2,51865.2,1.02417,2.65625,1.54785,2.2998,1.34644,2.38159,35.9178,23.9649,18,500.758,393.559,25.1776,25.9123,30.0003,25.8681,25.814,20.5294,19.7948,28.8067,25.1832,420,18.9644,102.485,103.031,6
124,1663789565.5,2067.90000009537,2022-09-21 14:46:05,14:46:05,5,"a_n_70_120","ozzie",1663789563,0.00069961172707643,0.699611727076437,-2.27430932822209,422.433113972495,498.449371662228,45.0581773516701,38.1865586571335,0.0413832113079423,2.75450697690272,0.0410408880593271,0.0256810752653127,0.00015962074799999,25.5733396834959,25.5733396834959,3.29000231871349,53.859214211534,1.79235559703318,3.32785322487929,1.49764672168031,-30.8528771640709,28.6366460089523,2.21392691834093,-0.00214461602965698,-2.32270711617345,0.704431050404816,-2.27430932822209,428.145253955926,430.941678787879,-0.00315169069072632,65.2958812185133,0.699611727076437,18.9997347485005,19.8251757575758,-0.00031532508838078,118.546058578366,0,0,1,0,47695,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789563,422.433111111111,420.003444444444,19.8276666666667,18.9992777777778,415.936111111111,19.5310888888889,500.101222222222,90.3495,0.0471980666666667,25.7661777777778,24.9551111111111,999.9,0,0,9998.88888888889,0,0.220656,2.42981,430.978333333333,428.137666666667,0.828382111111111,420.003444444444,18.9992777777778,1.79141777777778,1.71657444444444,15.7121111111111,15.0471444444444,0.00100013,0,0,0,506.833333333333,0.00100013,-16.1111111111111,-2.11111111111111,35,38.743,36.701,38.7427777777778,37.243,0,0,0,1663789562.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.42264125,-0.168787879924962,0.0815570314316154,0,0.83310795,-0.0274751369606028,0.00869226912534925,1,1,2,"1/2",2.9733,2.7012,0.0909048,0.0917568,0.0904328,0.0886649,35464.5,38652.3,35348.8,38592.6,45583.5,50793.8,55242.6,61897.8,1.9962,1.8244,0.0332296,0,24.4221,999.9,44.445,31.391,22.6922,60.5842,44.7476,1,-0.105976,-0.534793,20.1334,5.20291,12.0088,4.9756,3.294,9999,9999,706.8,9999,1.86356,1.86829,1.86804,1.86926,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.496,0.2962,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.3,51865.3,1.02417,2.65625,1.54785,2.2998,1.34644,2.37793,35.9412,23.9737,18,500.759,393.435,25.21,25.9123,30,25.8681,25.8118,20.5301,19.7948,28.8067,25.2142,420,18.9686,102.486,103.032,6
125,1663789570.5,2072.90000009537,2022-09-21 14:46:10,14:46:10,5,"a_n_70_120","ozzie",1663789567.7,0.00069071789181756,0.690717891817568,-2.04822202639474,422.38070257494,490.823965710056,44.3692489857243,38.1821505643092,0.0407938690849855,2.75419760673013,0.0404611471957297,0.0253178844108585,0.00015962074799999,25.5795040418218,25.5795040418218,3.29120643515186,53.8186337792957,1.79140141154918,3.3285895344269,1.49980502360269,-30.4606590291548,28.2722956775506,2.18611280725745,-0.00209092359873608,-2.25270133836342,0.695460299038426,-2.04822202639474,428.172951629913,430.837939393939,-0.0337054442824703,65.2958812185133,0.690717891817568,18.998904131046,19.8121466666667,-0.00011088912353921,118.546058578366,0,0,1,0,47741,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789567.7,422.3807,420.0304,19.81694,18.99908,415.884,19.52083,500.0942,90.35002,0.0474587,25.76991,24.96316,999.9,0,0,9997,0,0.220656,2.350344,430.9203,428.1651,0.8178554,420.0304,18.99908,1.790459,1.716567,15.70375,15.04706,0.00100013,0,0,0,509.35,0.00100013,-20.2,-0.9,35,38.8184,36.75,38.8748,37.2872,0,0,0,1663789568.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.39586025,-0.168691744840526,0.0794935645976295,0,0.8277637,-0.0241247504690446,0.00819903481575727,1,1,2,"1/2",2.97355,2.7006,0.0909241,0.0917292,0.0904133,0.0886844,35463.8,38652.9,35348.9,38591.9,45584.1,50792.4,55242.1,61897.4,1.996,1.8242,0.0341237,0,24.4221,999.9,44.445,31.401,22.7035,60.5342,45.1082,1,-0.106098,-0.550349,20.1336,5.19932,12.0099,4.976,3.2936,9999,9999,706.8,9999,1.86356,1.86832,1.86798,1.86923,1.87009,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.497,0.296,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.4,51865.4,1.02417,2.65137,1.54785,2.2998,1.34644,2.43042,35.9178,23.9737,18,500.626,393.327,25.2403,25.9101,29.9999,25.8681,25.8118,20.5274,19.7948,28.8067,25.2443,420,18.9716,102.486,103.031,6
126,1663789575.5,2077.90000009537,2022-09-21 14:46:15,14:46:15,5,"a_n_70_120","ozzie",1663789573,0.00068849538388711,0.688495383887118,-2.25022440761298,422.372669485533,499.05851211043,45.1132906998433,38.1811361990221,0.0406140790880442,2.75375695122107,0.0402842184267956,0.0252070497486604,0.00015962074799999,25.5867127619192,25.5867127619192,3.2926150405918,53.7881868524172,1.79109098675498,3.32989656570752,1.50152405383682,-30.3626464294219,28.1808654377002,2.17954318946947,-0.00207818150422767,-2.28720355575389,0.69071045273365,-2.25022440761298,428.125065902062,430.906763636364,-0.00624470437649875,65.2958812185133,0.688495383887118,19.0009463127815,19.8114975757576,-0.00010172543034936,118.546058578366,0,0,1,0,47923,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789573,422.372666666667,419.978555555556,19.8136555555556,19.0013777777778,415.876222222222,19.5176777777778,500.093666666667,90.3495444444445,0.0472519333333333,25.7765333333333,24.9682222222222,999.9,0,0,9994.44444444444,0,0.232914666666667,2.39414333333333,430.910666666667,428.113222222222,0.812285,419.978555555556,19.0013777777778,1.79015444444444,1.71676555555556,15.7010888888889,15.0488666666667,0.00100013,0,0,0,511.055555555556,0.00100013,-10.8333333333333,0.666666666666667,35.0413333333333,38.9301111111111,36.8051111111111,38.9927777777778,37.354,0,0,0,1663789573,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.3904805,-0.0175672795497228,0.0903428866029307,1,0.8244121,-0.0808264615384621,0.0103243411625149,1,2,2,"2/2",2.97379,2.70124,0.0909034,0.091731,0.0904014,0.088685,35464.2,38652.7,35348.5,38591.9,45584.6,50792.3,55242,61897.3,1.9956,1.824,0.0326335,0,24.4221,999.9,44.445,31.421,22.7299,60.6642,45.1643,1,-0.105671,-0.530719,20.1337,5.20052,12.0088,4.976,3.294,9999,9999,706.8,9999,1.86353,1.86829,1.86804,1.8692,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.497,0.2958,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.5,51865.4,1.02417,2.65015,1.54785,2.29858,1.34644,2.45361,35.9178,23.9737,18,500.344,393.218,25.264,25.9101,30.0002,25.866,25.8118,20.527,19.7948,28.8067,25.2644,420,18.9716,102.485,103.031,6
127,1663789580.5,2082.90000009537,2022-09-21 14:46:20,14:46:20,5,"a_n_70_120","ozzie",1663789577.7,0.00068696842762367,0.686968427623676,-2.28192847681654,422.3890028371,500.592210837703,45.2508923724288,38.1817353384188,0.0404818683099462,2.75363635376181,0.0401541281627981,0.0251255549549733,0.00015962074799999,25.5934835877903,25.5934835877903,3.29393855980956,53.7632825338296,1.79093633626307,3.33115139525969,1.50300222354649,-30.2953076582041,28.1181476823519,2.17493114227413,-0.00206921283011851,-2.26663702052255,0.687919054053193,-2.28192847681654,428.214786247308,430.944963636364,0.0128680386442881,65.2958812185133,0.686968427623676,19.0051096612597,19.8129418181818,1.96418814613634e-05,118.546058578366,0,0,1,0,48288,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789577.7,422.389,420.0178,19.8124,19.00328,415.8924,19.51649,500.0171,90.34711,0.04760928,25.78289,24.97878,999.9,0,0,9994,0,0.220656,2.371366,430.9266,428.154,0.8091044,420.0178,19.00328,1.789992,1.716892,15.69967,15.05,0.00100013,0,0,0,512.4,0.00100013,-17,-1.15,35.062,39.0185,36.8498,39.1372,37.3874,0,0,0,1663789577.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,2.380734,-0.178984840525328,0.0884888368891805,0,0.8184632,-0.0899839024390244,0.00940888522142766,1,1,2,"1/2",2.97474,2.7007,0.0909011,0.0917447,0.0904087,0.088682,35464.3,38652.9,35348.4,38592.7,45584.6,50793.3,55242.5,61898.3,1.9962,1.8242,0.0347197,0,24.4221,999.9,44.445,31.391,22.6919,60.7642,45.0881,1,-0.106098,-0.525033,20.1336,5.19932,12.0099,4.9744,3.294,9999,9999,706.8,9999,1.86356,1.86832,1.8681,1.86923,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.496,0.2959,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51865.5,51865.5,1.02417,2.65625,1.54785,2.29858,1.34644,2.29858,35.9412,23.9649,18,500.74,393.311,25.2842,25.9079,29.9999,25.866,25.8096,20.5281,19.7948,28.8067,25.2843,420,18.9716,102.486,103.033,6
