"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
1,1663712919,0,2022-09-20 17:28:39,17:28:39,5,"a_n_350_138","stan",1663712916.25,0.00097555479769877,0.975554797698778,-0.906654584119155,420.438001131797,434.235176882483,39.2906045972132,38.0422041777207,0.0573572471673151,2.7583879440517,0.0567028111824975,0.0354974331943744,0.000159630324,25.8514113772082,25.097,3.19811236033847,49.536480106555,1.68338368142605,3.3982706841605,1.51472867891241,-43.0219665785161,152.114187565836,11.7363517115443,120.828732329188,-0.915084914986917,0.979951769314315,-0.906654584119155,427.291826714593,428.39976969697,-0.00017009324692714,64.8599181902688,0.975554797698778,17.4514887941335,18.6010087912088,-0.00011715584430486,94.3881289389717,0,0,1,0,47977,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712916.25,420.438,419.8344,18.60456,17.45067,424.7991,18.79701,500.0755,90.38232,0.09999624,26.11989,25.097,999.9,0,0,10018.24,0,0.281038,0.6034515,428.4082,427.2909,1.153873,419.8344,17.45067,1.681523,1.577232,14.72691,13.73815,0.00100019,0,0,0,620.6,0.00100019,-4,-0.9,34.5062,38.7185,36.5935,38.8623,36.5809,0,0,0,1663712921.1,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.63197935,-0.291194206378988,0.0402801119490438,0,1.160333,-0.0510004502814264,0.0049775416623068,1,1,2,"1/2",2.98427,2.71579,0.0953446,0.093585,0.0902962,0.0843979,28693.6,28898.3,29473.7,29481.7,35540.6,35879.6,41536.3,42001,1.98232,1.9004,0.0419542,0,24.4154,999.9,42.6,30.9,21.143,63.8101,29.5873,1,-0.134052,-0.0131563,20.4067,5.22777,12.0099,4.99225,3.29,9999,9999,9999,246.7,1.86708,1.8662,1.8656,1.86556,1.86738,1.86995,1.86857,1.87006,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.362,-0.1925,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.3,26166.3,1.03882,2.22534,1.39648,2.34863,1.49536,2.36328,34.236,16.0146,18,528.511,432.83,25.871,25.7773,29.9999,25.7515,25.6924,20.7985,22.2557,23.581,25.7772,419.8,17.5594,100.819,100.883,6
2,1663712924,5,2022-09-20 17:28:44,17:28:44,5,"a_n_350_138","stan",1663712921.5,0.0009714765260313,0.971476526031301,-0.858360060632621,420.442334406709,433.028839135712,39.1809127010456,38.0420722857452,0.056970372270542,2.75338168140063,0.0563235216258345,0.035259705916573,0.000159630324,25.8516370361582,25.1143777777778,3.2014248386227,49.5240439453763,1.68291673609145,3.39818117023654,1.51850810253125,-42.8421147979804,149.192410794589,11.5328315120048,117.883287138937,-0.960185279603911,0.960168534083306,-0.858360060632621,427.224266962401,428.366775757576,-0.0200273875576652,64.8599181902688,0.971476526031301,17.455415728344,18.6000692307692,-0.00011267907162737,94.3881289389717,0,0,1,0,48035,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712921.5,420.442333333333,419.774666666667,18.5996555555556,17.4690888888889,424.803777777778,18.7921555555556,500.090666666667,90.3809333333333,0.100136655555556,26.1194444444444,25.1143777777778,999.9,0,0,9988.75333333333,0,0.281038,0.667704333333333,428.410666666667,427.238111111111,1.13056666666667,419.774666666667,17.4690888888889,1.68105555555556,1.57887222222222,14.7225888888889,13.7541333333333,0.00100019,0,0,0,618,0.00100019,-11.7777777777778,0.166666666666667,34.562,38.833,36.6456666666667,38.9928888888889,36.6594444444444,0,0,0,1663712925.9,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.6290405,0.116855189493433,0.0354966296702941,0,1.15401025,-0.0988521951219531,0.0108358138797923,1,1,2,"1/2",2.98413,2.71565,0.0953344,0.0935888,0.0902958,0.0844917,28693.7,28898.3,29473.5,29481.9,35540.4,35876.1,41536.1,42001.2,1.98218,1.9007,0.0417754,0,24.4272,999.9,42.6,30.9,21.1441,63.5501,29.9319,1,-0.133765,0.118303,20.4066,5.22657,12.0099,4.9923,3.29,9999,9999,9999,246.7,1.86708,1.86618,1.86559,1.86554,1.86737,1.86995,1.86859,1.87003,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1925,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.4,26166.4,1.03882,2.2229,1.39648,2.34863,1.49536,2.45117,34.2133,16.0321,18,528.412,433,25.7598,25.7767,30.0002,25.7515,25.6913,20.7968,21.973,23.581,25.669,419.8,17.5762,100.819,100.884,6
3,1663712929,10,2022-09-20 17:28:49,17:28:49,5,"a_n_350_138","stan",1663712926.2,0.00095894395347861,0.958943953478612,-0.899081830360464,420.406801122642,434.457341819107,39.3099470117726,38.0386461103949,0.0562479826235222,2.75459842746288,0.0556176094860743,0.0348170536969945,0.000159630324,25.8504649146044,25.1137,3.20129558733527,49.5510683074934,1.68336382142308,3.39723012827257,1.51793176591218,-42.2894283484068,148.655901390905,11.4859699772574,117.852602650079,-0.913823067255515,0.94411806863147,-0.899081830360464,427.270334759749,428.371042424242,-0.0005862123275029,64.8599181902688,0.958943953478612,17.4803095121673,18.6090989010989,5.29501299894785e-05,94.3881289389717,0,0,1,0,48071,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712926.2,420.4068,419.7866,18.6047,17.493,424.768,18.79715,500.0736,90.38055,0.10001789,26.11471,25.1137,999.9,0,0,9995.995,0,0.3625392,0.6200897,428.3766,427.2608,1.111701,419.7866,17.493,1.681503,1.581026,14.72673,13.77511,0.00100019,0,0,0,611.2,0.00100019,2.4,0,34.562,38.9247,36.687,39.0935,36.6933,0,0,0,1663712931.3,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.625379925,0.0769559662288914,0.0353781174289896,1,1.139007,-0.194536885553472,0.0197547641342538,0,1,2,"1/2",2.98393,2.71551,0.0953354,0.0935799,0.0903308,0.0846397,28693.7,28898.2,29473.5,29481.5,35539.2,35869.6,41536.3,42000.6,1.98232,1.90047,0.0417903,0,24.4355,999.9,42.6,30.9,21.1426,63.4701,30.2204,1,-0.133493,0.218135,20.4065,5.22478,12.0099,4.99225,3.28998,9999,9999,9999,246.7,1.86707,1.86621,1.86559,1.86556,1.86737,1.86995,1.86857,1.87008,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1924,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.5,26166.5,1.03882,2.22656,1.39648,2.34741,1.49536,2.4353,34.2133,16.0321,18,528.511,432.858,25.641,25.7751,30,25.7515,25.6903,20.7992,21.973,23.581,25.5562,419.8,17.5811,100.819,100.882,6
4,1663712934,15,2022-09-20 17:28:54,17:28:54,5,"a_n_350_138","stan",1663712931.5,0.00094027916382486,0.940279163824868,-0.913314550266878,420.397223363487,435.35368550985,39.39115418365,38.0378813710876,0.0551844547033597,2.75774360521673,0.0545782394275506,0.0341653106695573,0.000159630324,25.8477597773419,25.1159444444444,3.20172361724745,49.6232291105711,1.68500603198564,3.39559932351659,1.51671758526181,-41.4663111246767,147.284531594757,11.3666954397857,117.18507554019,-0.896311678111363,0.919200510208003,-0.913314550266878,427.280934185844,428.3898,0.00138615710298507,64.8599181902688,0.940279163824868,17.5264532359545,18.6323824175824,0.00018020551974837,94.3881289389717,0,0,1,0,47946,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712931.5,420.397222222222,419.785444444444,18.6228,17.5404444444444,424.758666666667,18.8151333333333,500.066222222222,90.3808666666667,0.0999435222222222,26.1065888888889,25.1159444444444,999.9,0,0,10014.5833333333,0,6.06651222222222,0.612019888888889,428.374777777778,427.279888888889,1.08235666666667,419.785444444444,17.5404444444444,1.68314444444444,1.58532,14.7418444444444,13.8168555555556,0.00100019,0,0,0,614.888888888889,0.00100019,-12.7777777777778,-1.11111111111111,34.625,39.0344444444444,36.736,39.2288888888889,36.75,0,0,0,1663712936.1,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.624813146341463,0.00138278048780465,0.0329349494147812,1,1.12284146341463,-0.271136445993033,0.0273029595073211,0,1,2,"1/2",2.98417,2.71572,0.0953386,0.0935853,0.0904067,0.0847187,28694,28898.5,29473.9,29482,35536.4,35867.3,41536.5,42001.5,1.9823,1.9005,0.0403374,0,24.4442,999.9,42.6,30.9,21.1421,63.6601,29.7596,1,-0.133415,0.314793,20.4063,5.22448,12.0099,4.99235,3.29,9999,9999,9999,246.7,1.86707,1.86617,1.86558,1.86555,1.86738,1.86995,1.86858,1.87001,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1922,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.6,26166.6,1.03882,2.23511,1.39648,2.34863,1.49536,2.33154,34.2133,16.0233,18,528.494,432.873,25.5219,25.7739,30.0001,25.7515,25.6903,20.7986,21.973,23.581,25.4373,419.8,17.5783,100.82,100.884,6
5,1663712939,20,2022-09-20 17:28:59,17:28:59,5,"a_n_350_138","stan",1663712936.2,0.00094674446723808,0.946744467238082,-0.893556111307078,420.405801122386,434.576533548035,39.3210055389067,38.0388206872533,0.0557241378801852,2.75416857613568,0.0551052864821307,0.0344958326186801,0.000159630324,25.8361654931003,25.10268,3.19919472821589,49.6992584504014,1.68664011295153,3.39369271401655,1.51255461526436,-41.7514310051994,147.652717780841,11.4085971951666,117.310043601132,-0.905116268537892,0.929828222805779,-0.893556111307078,427.293987242152,428.386042424242,-0.00015540326652524,64.8599181902688,0.946744467238082,17.5459605648772,18.6468043956044,0.0020370785861374,94.3881289389717,0,0,1,0,47799,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712936.2,420.4058,419.7888,18.64078,17.54588,424.7669,18.83294,500.0432,90.38124,0.09995837,26.09709,25.10268,999.9,0,0,9993.375,0,2.8813399,0.6169801,428.3913,427.2857,1.094873,419.7888,17.54588,1.684777,1.585822,14.75686,13.82172,0.00100019,0,0,0,605.3,0.00100019,-6.5,-0.75,34.625,39.1249,36.7562,39.3309,36.7934,0,0,0,1663712940.9,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.6291405,-0.156797943714825,0.0320765630063447,0,1.10549275,-0.167360262664166,0.0198809547038742,0,0,2,"0/2",2.98417,2.71548,0.0953375,0.0935819,0.0904542,0.0847205,28694.6,28898.2,29474.4,29481.6,35535.6,35866.6,41537.8,42000.8,1.98218,1.9006,0.0395402,0,24.4514,999.9,42.6,30.9,21.1437,63.9101,29.6234,1,-0.133359,0.363554,20.4055,5.22103,12.0099,4.99125,3.28933,9999,9999,9999,246.7,1.86707,1.86618,1.86558,1.86554,1.86737,1.86996,1.86857,1.87001,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1921,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.7,26166.7,1.03882,2.22534,1.39771,2.34741,1.49536,2.34741,34.236,16.0146,18,528.396,432.932,25.4006,25.7729,30.0001,25.7497,25.6903,20.7998,21.973,23.581,25.3326,419.8,17.5781,100.822,100.883,6
6,1663712944,25,2022-09-20 17:29:04,17:29:04,5,"a_n_350_138","stan",1663712941.5,0.00093869281314856,0.938692813148567,-0.897386197768125,420.405890012087,434.883813888866,39.3489554090502,38.0389706203578,0.0553336098731255,2.7530153032438,0.0547230983567264,0.0342562271278221,0.000159630324,25.8228688833401,25.0939111111111,3.19752388303436,49.7653612202188,1.68734492181674,3.39060117407768,1.51017896121762,-41.3963530598518,146.604882831899,11.3310030948126,116.539692497183,-0.882846242319023,0.935109243618505,-0.897386197768125,427.326858693421,428.417503030303,0.00111396577991513,64.8599181902688,0.938692813148567,17.5463362682825,18.6503648351649,0.00017334891464169,94.3881289389717,0,0,1,0,48002,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712941.5,420.405888888889,419.818333333333,18.6485,17.5475,424.767111111111,18.8406111111111,500.093111111111,90.3814111111111,0.100124766666667,26.0816777777778,25.0939111111111,999.9,0,0,9986.53333333333,0,0.281038,0.587436222222222,428.394888888889,427.316777777778,1.10098222222222,419.818333333333,17.5475,1.68547666666667,1.58596888888889,14.7633111111111,13.8231444444444,0.00100019,0,0,0,612.833333333333,0.00100019,-14.8888888888889,-3.16666666666667,34.6456666666667,39.208,36.812,39.472,36.826,0,0,0,1663712946.3,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.610945536585366,-0.0611861393728237,0.0237137329781892,1,1.09867658536585,-0.044774425087108,0.0126012395073168,1,2,2,"2/2",2.98436,2.7156,0.0953398,0.0935881,0.0904687,0.0847264,28694.2,28897.9,29474.1,29481.4,35534.6,35866.3,41537.3,42000.7,1.98223,1.90073,0.0383034,0,24.4581,999.9,42.7,30.9,21.1921,63.9201,29.5994,1,-0.133285,0.380106,20.4059,5.22328,12.0099,4.99195,3.29,9999,9999,9999,246.7,1.86707,1.86617,1.86558,1.86555,1.86737,1.86994,1.86859,1.87002,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.362,-0.1921,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.8,26166.8,1.03882,2.22656,1.39648,2.34741,1.49536,2.41577,34.2133,16.0321,18,528.424,433.007,25.2924,25.7708,30.0002,25.7493,25.6903,20.8002,21.973,23.581,25.2345,419.8,17.5762,100.821,100.882,6
7,1663712949,30,2022-09-20 17:29:09,17:29:09,5,"a_n_350_138","stan",1663712946.2,0.0009377022377989,0.937702237798903,-0.910881288117539,420.39520114452,435.267169688336,39.3838263454242,38.0381814924856,0.05536036944107,2.75384392056681,0.054749452494881,0.0342727344164764,0.000159630324,25.8107540797898,25.08343,3.19552778735885,49.8109518725399,1.68764688493333,3.38810406444713,1.50788090242553,-41.3526686869316,146.355542478336,11.3070248797798,116.310058301509,-0.909700009059238,0.937309882762478,-0.910881288117539,427.26717386431,428.380836363636,-0.00026430017436325,64.8599181902688,0.937702237798903,17.5482834017701,18.6506549450549,0.00025106335734294,94.3881289389717,0,0,1,0,47793,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712946.2,420.3952,419.7765,18.65175,17.54812,424.7563,18.84381,500.0738,90.38191,0.10004933,26.06922,25.08343,999.9,0,0,9991.38,0,0.2747146,0.6189607,428.3855,427.2742,1.103602,419.7765,17.54812,1.685777,1.586032,14.76608,13.82377,0.00100019,0,0,0,611.95,0.00100019,-18.45,-2.3,34.687,39.2934,36.8561,39.5747,36.8687,0,0,0,1663712951.1,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.613271609756098,-0.0520175540069684,0.0217514769589674,1,1.09548658536585,0.070493310104531,0.00821908683128932,1,2,2,"2/2",2.98416,2.71557,0.0953378,0.0935896,0.0904704,0.0847303,28693.6,28897.9,29473.4,29481.4,35533.4,35866.3,41536,42000.9,1.98218,1.90065,0.0374764,0,24.4632,999.9,42.7,30.9,21.1941,64.2001,29.9599,1,-0.133313,0.386087,20.406,5.22328,12.0099,4.9921,3.29,9999,9999,9999,246.7,1.86708,1.86623,1.86559,1.86556,1.86737,1.86995,1.86859,1.86999,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1921,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.8,26166.8,1.03882,2.22168,1.39648,2.34863,1.49536,2.47437,34.2133,16.0321,18,528.391,432.95,25.1956,25.7701,30.0001,25.7493,25.6886,20.7998,21.973,23.581,25.1483,419.8,17.5798,100.818,100.883,6
8,1663712954,35,2022-09-20 17:29:14,17:29:14,5,"a_n_350_138","stan",1663712951.5,0.00093741522724589,0.937415227245898,-0.912435455353845,420.385667807101,435.283612090239,39.3859951613739,38.0379766622799,0.0554460128241468,2.75443961805392,0.0548333464531281,0.0343253229710007,0.000159630324,25.797129146107,25.0691888888889,3.19281735605383,49.8517106396406,1.68765445325849,3.38534913166353,1.50516290279534,-41.3400115215441,146.459635070409,11.3110288028469,116.430811982036,-0.885256005920856,0.936980356170087,-0.912435455353845,427.297525471192,428.407757575757,0.00086928464576731,64.8599181902688,0.937415227245898,17.5481913273726,18.6519120879121,6.7638628807891e-06,94.3881289389717,0,0,1,0,48030,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712951.5,420.385666666667,419.796111111111,18.6515111111111,17.5482555555556,424.746777777778,18.8435888888889,500.067777777778,90.3836111111111,0.0999128888888889,26.0554666666667,25.0691888888889,999.9,0,0,9994.71666666667,0,0.277134666666667,0.589569,428.375333333333,427.294444444444,1.10326888888889,419.796111111111,17.5482555555556,1.68579,1.58607444444444,14.7662111111111,13.8241777777778,0.00100019,0,0,0,611.444444444444,0.00100019,-17,-3.44444444444444,34.701,39.361,36.875,39.6942222222222,36.937,0,0,0,1663712955.9,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.6048752,-0.0484550544090062,0.0219995354237311,1,1.100712,0.033748142589116,0.00411021666095597,1,2,2,"2/2",2.98391,2.7155,0.0953456,0.0935878,0.0904713,0.0847327,28694,28897.7,29474.1,29481.2,35534,35865.9,41536.7,42000.6,1.98212,1.90087,0.0364035,0,24.4679,999.9,42.7,30.9,21.1898,63.9101,30.2003,1,-0.133361,0.375871,20.4063,5.22328,12.0099,4.99215,3.29,9999,9999,9999,246.7,1.86708,1.86618,1.86557,1.86556,1.86737,1.86996,1.86857,1.87001,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.362,-0.1921,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26166.9,26166.9,1.03882,2.22656,1.39648,2.34863,1.49536,2.42432,34.2133,16.0233,18,528.348,433.079,25.1114,25.7686,30.0001,25.7481,25.6881,20.8002,21.973,23.581,25.0739,419.8,17.5816,100.82,100.882,6
9,1663712959,40,2022-09-20 17:29:19,17:29:19,5,"a_n_350_138","stan",1663712956.2,0.00093542376050015,0.935423760500157,-0.86584422192121,420.412401082481,434.019044388477,39.2709058446043,38.0397497120808,0.0553454309463879,2.75650683022804,0.0547354245387649,0.0342638866567317,0.000159630324,25.7850583314094,25.06642,3.19229060219761,49.8896262012155,1.68766008193479,3.38278758619697,1.50463052026282,-41.2521878380569,145.079337320762,11.1951500774523,115.022459190481,-0.901610180740516,0.935724437656481,-0.86584422192121,427.308709535358,428.382242424242,-0.00340991548369707,64.8599181902688,0.935423760500157,17.5498474171828,18.6508989010989,5.91366606036445e-05,94.3881289389717,0,0,1,0,47958,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712956.2,420.4124,419.8026,18.65189,17.55008,424.7737,18.84399,500.0525,90.38202,0.09996772,26.04267,25.06642,999.9,0,0,10007.13,0,0.281038,0.6097015,428.403,427.3018,1.101827,419.8026,17.55008,1.685797,1.586211,14.76626,13.8255,0.00100019,0,0,0,613,0.00100019,-3.8,-2.05,34.7437,39.4371,36.9308,39.7997,36.9433,0,0,0,1663712961.3,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.605450121951219,-0.00730768641114823,0.0235692057113339,1,1.10232365853659,0.00444439024390331,0.00127607774841039,1,2,2,"2/2",2.98414,2.7157,0.0953389,0.093588,0.0904678,0.0847327,28693.6,28897.9,29473.5,29481.4,35533.5,35866.1,41535.9,42000.8,1.9822,1.90085,0.0360757,0,24.471,999.9,42.7,30.9,21.1935,64.0401,29.7356,1,-0.133445,0.363706,20.4064,5.22358,12.0099,4.9922,3.29,9999,9999,9999,246.7,1.86709,1.86623,1.86558,1.86556,1.86737,1.86995,1.86859,1.87,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1921,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26167,26167,1.03882,2.23389,1.39648,2.34863,1.49536,2.33154,34.2133,16.0233,18,528.388,433.064,25.0395,25.7669,30,25.7472,25.6881,20.8008,21.973,23.581,25.0072,419.8,17.5869,100.818,100.882,6
10,1663712964,45,2022-09-20 17:29:24,17:29:24,5,"a_n_350_138","stan",1663712961.5,0.00093376938238105,0.933769382381059,-0.696515751926231,420.349556428008,429.11098432531,38.8275276114495,38.0347616464087,0.0552923350379364,2.75683618323074,0.0546835634227288,0.0342313642471923,0.000159630324,25.7707363721009,25.0593555555556,3.19094700520649,49.9289540842377,1.68751200754344,3.3798264724239,1.50343499766305,-41.1792297630047,143.946467318696,11.1051836805319,113.872580866548,-0.858744279093198,0.934776411833072,-0.696515751926231,427.292134221627,428.278290909091,-0.0287585071757539,64.8599181902688,0.933769382381059,17.5495885582701,18.6492351648352,-2.72831835832737e-05,94.3881289389717,0,0,1,0,47858,0.00100019,0.00084015959999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663712961.5,420.349555555556,419.790666666667,18.6499111111111,17.5492666666667,424.710222222222,18.8420333333333,500.075888888889,90.3837,0.0999488222222222,26.0278666666667,25.0593555555556,999.9,0,0,10008.8944444444,0,0.281038,0.558895444444445,428.338,427.289333333333,1.10064111111111,419.790666666667,17.5492666666667,1.68565,1.58616888888889,14.7648888888889,13.8250888888889,0.00100019,0,0,0,607.5,0.00100019,-10.4444444444444,-1.11111111111111,34.75,39.5206666666667,36.972,39.8956666666667,37.0068888888889,0,0,0,1663712966.1,0,0,"--:--:--",1662142938.1,1662142938.1,0,0.077,-0.133,-3.393,-0.24,419,24,0.26,0.23,0.596405,-0.19472190619137,0.0326068006150557,0,1.1023245,-0.0121922701688608,0.00127605436796402,1,1,2,"1/2",2.98428,2.71567,0.0953232,0.0935906,0.0904635,0.0847338,28694.5,28897.8,29473.8,29481.4,35534.3,35866.1,41536.7,42000.8,1.98215,1.90103,0.0349358,0,24.4741,999.9,42.7,30.9,21.1928,63.8701,29.6234,1,-0.133425,0.36158,20.4064,5.22343,12.0099,4.9918,3.29,9999,9999,9999,246.7,1.86708,1.86622,1.86559,1.86556,1.86737,1.86994,1.86858,1.87,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-4.361,-0.1922,-2.5054147774228,-0.00475459614193717,1.02044280391014e-06,-2.65065187242235e-10,-0.198544180168887,-0.016499135395526,0.00139143649162735,-2.64111514165072e-05,3,2359,1,23,26167.1,26167.1,1.03882,2.22412,1.39648,2.34863,1.49536,2.42432,34.2133,16.0233,18,528.355,433.16,24.9755,25.7663,30,25.7472,25.687,20.8011,21.973,23.581,24.944,419.8,17.5931,100.82,100.882,6
