id,type,sample.weight,n.retention.time,n.response,n.rb,n.weight.mg,n.weight.percent,n.peaktype,n.element.name,c.retention.time,c.response,c.rb,c.weight.mg,c.weight.percent,c.peak.type,c.element.name
e_y_105_15_nod,unknown,1.068,2.011,100.621,A,0.06,5.626,Ordnr,Nitrogen,3.289,2232.809,A,0.487,45.627,Ordnr,Carbon
e_y_105_16_nod,unknown,1.532,2.012,152.124,A,0.09,5.905,Ordnr,Nitrogen,3.259,3113.625,A,0.685,44.702,Ordnr,Carbon
QC,quality_control,0.565,2.007,93.917,A,0.056,9.931,Ordnr,Nitrogen,3.304,1869.681,A,0.407,71.992,Ordnr,Carbon
e_y_140_17_nod,unknown,2.995,2.027,298.38,A,0.175,5.858,Ordnr,Nitrogen,3.18,5824.915,A,1.314,43.87,Ordnr,Carbon
e_y_140_18_nod,unknown,2.381,2.024,231.785,A,0.137,5.753,Ordnr,Nitrogen,3.209,4853.882,A,1.085,45.56,Ordnr,Carbon
e_y_140_19_nod,unknown,3.113,2.029,311.836,A,0.183,5.884,Ordnr,Nitrogen,3.175,6085.109,A,1.376,44.204,Ordnr,Carbon
e_y_140_20_nod,unknown,2.18,2.033,212.784,A,0.126,5.777,Ordnr,Nitrogen,3.233,4434.222,A,0.987,45.28,Ordnr,Carbon
e_y_210_21_nod,unknown,3.438,2.037,351.297,A,0.206,5.984,Ordnr,Nitrogen,3.165,6627.753,A,1.507,43.827,Ordnr,Carbon
e_y_210_22_nod,unknown,1.407,2.029,130.941,A,0.078,5.543,Ordnr,Nitrogen,3.285,2914.379,A,0.64,45.478,Ordnr,Carbon
e_y_210_23_nod,unknown,1.434,2.025,132.091,A,0.079,5.486,Ordnr,Nitrogen,3.276,2939.345,A,0.645,45.014,Ordnr,Carbon
e_y_210_24_nod,unknown,2.986,2.031,290.23,A,0.171,5.718,Ordnr,Nitrogen,3.176,5693.876,A,1.283,42.958,Ordnr,Carbon
e_y_280_25_nod,unknown,2.827,2.025,280.941,A,0.165,5.851,Ordnr,Nitrogen,3.172,5677.24,A,1.279,45.234,Ordnr,Carbon
e_y_280_26_nod,unknown,3.121,2.024,295.329,A,0.174,5.565,Ordnr,Nitrogen,3.16,6201.585,A,1.404,44.985,Ordnr,Carbon
e_y_280_27_nod,unknown,1.899,2.012,183.113,A,0.109,5.72,Ordnr,Nitrogen,3.229,3961.831,A,0.878,46.241,Ordnr,Carbon
QC,quality_control,0.415,1.997,68.84,A,0.041,9.93,Ordnr,Nitrogen,3.317,1382.068,A,0.299,72.148,Ordnr,Carbon
e_y_280_28_nod,unknown,3.055,2.025,294.529,A,0.173,5.67,Ordnr,Nitrogen,3.168,6120.322,A,1.384,45.319,Ordnr,Carbon
e_y_350_29_nod,unknown,2.801,2.023,260.955,A,0.154,5.493,Ordnr,Nitrogen,3.187,5465.952,A,1.229,43.866,Ordnr,Carbon
e_y_350_30_nod,unknown,3.295,2.031,321.46,A,0.189,5.726,Ordnr,Nitrogen,3.164,6520.352,A,1.481,44.941,Ordnr,Carbon
e_y_350_31_nod,unknown,2.702,2.031,250.487,A,0.148,5.471,Ordnr,Nitrogen,3.203,5378.113,A,1.208,44.705,Ordnr,Carbon
e_y_350_32_nod,unknown,3.351,2.032,344.796,A,0.202,6.028,Ordnr,Nitrogen,3.163,6650.312,A,1.512,45.128,Ordnr,Carbon
e_y_630_33_nod,unknown,2.33,2.029,206.314,A,0.122,5.243,Ordnr,Nitrogen,3.219,4700.795,A,1.049,45.024,Ordnr,Carbon
e_y_630_34_nod,unknown,1.686,2.023,149.049,A,0.089,5.258,Ordnr,Nitrogen,3.26,3367.178,A,0.742,44.027,Ordnr,Carbon
e_y_630_35_nod,unknown,2.229,2.027,188.032,A,0.112,5.002,Ordnr,Nitrogen,3.22,4489.084,A,1,44.856,Ordnr,Carbon
e_y_630_36_nod,unknown,1.758,2.023,141.33,A,0.084,4.785,Ordnr,Nitrogen,3.257,3421.826,A,0.755,42.93,Ordnr,Carbon
e_n_0_37_nod,unknown,2.51,2.019,192.52,A,0.114,4.547,Ordnr,Nitrogen,3.185,5068.47,A,1.135,45.22,Ordnr,Carbon
e_n_0_38_nod,unknown,2.099,2.016,165.052,A,0.098,4.671,Ordnr,Nitrogen,3.213,4192.555,A,0.931,44.365,Ordnr,Carbon
QC,quality_control,1.16,2.001,199.15,A,0.118,10.172,Ordnr,Nitrogen,3.216,3741.277,A,0.828,71.342,Ordnr,Carbon
e_n_0_39_nod,unknown,2.264,2.017,114.475,A,0.068,3.016,Ordnr,Nitrogen,3.209,4448.294,A,0.99,43.744,Ordnr,Carbon
e_n_0_40_nod,unknown,1.521,2.016,122.351,A,0.073,4.795,Ordnr,Nitrogen,3.263,3092.638,A,0.68,44.714,Ordnr,Carbon
e_n_35_41_nod,unknown,3.277,2.021,294.891,A,0.173,5.292,Ordnr,Nitrogen,3.151,6480.644,A,1.471,44.895,Ordnr,Carbon
e_n_35_42_nod,unknown,1.695,2.011,125.75,A,0.075,4.421,Ordnr,Nitrogen,3.245,3452.465,A,0.762,44.937,Ordnr,Carbon
e_n_35_43_nod,unknown,2.03,2.017,167.532,A,0.1,4.902,Ordnr,Nitrogen,3.231,4109.948,A,0.912,44.935,Ordnr,Carbon
e_n_35_44_nod,unknown,2.469,2.027,172.207,A,0.102,4.141,Ordnr,Nitrogen,3.211,4853.486,A,1.085,43.932,Ordnr,Carbon
e_n_70_45_nod,unknown,1.405,2.021,122.953,A,0.073,5.216,Ordnr,Nitrogen,3.28,2921.848,A,0.642,45.662,Ordnr,Carbon
e_n_70_46_nod,unknown,2.145,2.024,125.363,A,0.075,3.483,Ordnr,Nitrogen,3.224,4313.149,A,0.959,44.712,Ordnr,Carbon
e_n_70_47_nod,unknown,3.456,2.027,330.066,A,0.194,5.602,Ordnr,Nitrogen,3.14,6881.475,A,1.568,45.383,Ordnr,Carbon
e_n_70_48_nod,unknown,2.642,2.024,165.431,A,0.098,3.72,Ordnr,Nitrogen,3.185,5225.729,A,1.172,44.36,Ordnr,Carbon
e_n_105_50_nod,unknown,2.964,2.024,182.307,A,0.108,3.649,Ordnr,Nitrogen,3.167,5755.756,A,1.297,43.773,Ordnr,Carbon
QC,quality_control,1.195,2.001,203.543,A,0.121,10.088,Ordnr,Nitrogen,3.212,3834.693,A,0.849,71.042,Ordnr,Carbon
e_n_105_52_nod,unknown,2.82,2.015,209.167,A,0.124,4.391,Ordnr,Nitrogen,3.165,5644.001,A,1.271,45.066,Ordnr,Carbon
e_n_105_54_nod,unknown,3.913,2.012,328.123,A,0.192,4.919,Ordnr,Nitrogen,3.105,7579.852,A,1.74,44.463,Ordnr,Carbon
e_n_210_57_nod,unknown,1.607,2.001,118.738,A,0.071,4.406,Ordnr,Nitrogen,3.241,3290.554,A,0.725,45.109,Ordnr,Carbon
e_n_210_58_nod,unknown,3.666,2.02,376.723,A,0.22,6.006,Ordnr,Nitrogen,3.127,7203.452,A,1.647,44.93,Ordnr,Carbon
e_n_210_59_nod,unknown,2.525,2.013,198.66,A,0.118,4.662,Ordnr,Nitrogen,3.188,5051.791,A,1.131,44.797,Ordnr,Carbon
e_n_210_60_nod,unknown,2.777,2.015,233.915,A,0.138,4.977,Ordnr,Nitrogen,3.177,5489.774,A,1.234,44.448,Ordnr,Carbon
e_n_280_62_nod,unknown,1.894,2.02,132.698,A,0.079,4.173,Ordnr,Nitrogen,3.247,3867.571,A,0.856,45.221,Ordnr,Carbon
e_n_280_63_nod,unknown,3.054,2.025,186.634,A,0.111,3.624,Ordnr,Nitrogen,3.172,5902.493,A,1.332,43.628,Ordnr,Carbon
e_n_280_64_nod,unknown,2.914,2.024,222.471,A,0.132,4.515,Ordnr,Nitrogen,3.176,5734.174,A,1.292,44.348,Ordnr,Carbon
e_n_350_65_nod,unknown,1.89,2.02,145.266,A,0.086,4.573,Ordnr,Nitrogen,3.241,3800.862,A,0.841,44.508,Ordnr,Carbon
e_n_350_66_nod,unknown,2.824,2.019,234.892,A,0.139,4.914,Ordnr,Nitrogen,3.169,5622.314,A,1.266,44.82,Ordnr,Carbon
QC,quality_control,1.189,1.995,203.765,A,0.121,10.15,Ordnr,Nitrogen,3.204,3844.236,A,0.851,71.584,Ordnr,Carbon
e_n_350_66_ts,unknown,3.881,2.027,60.278,A,0.036,0.93,Ordnr,Nitrogen,3.12,7000.605,A,1.597,41.162,Ordnr,Carbon
e_y_210_22_ts,unknown,3.058,2.017,55.96,A,0.034,1.097,Ordnr,Nitrogen,3.16,5596.77,A,1.26,41.192,Ordnr,Carbon
e_y_280_26_ts,unknown,3.131,2.016,58.103,A,0.035,1.112,Ordnr,Nitrogen,3.153,5858.982,A,1.322,42.223,Ordnr,Carbon
e_y_105_14_ts,unknown,3.428,2.019,78.7,A,0.047,1.373,Ordnr,Nitrogen,3.147,6192.896,A,1.402,40.896,Ordnr,Carbon
e_n_210_60_ts,unknown,2.238,2.011,25.96,A,0.016,0.697,Ordnr,Nitrogen,3.211,4194.421,A,0.932,41.629,Ordnr,Carbon
e_n_350_68_ts,unknown,2.905,2.019,48.79,A,0.029,1.007,Ordnr,Nitrogen,3.185,5229.299,A,1.173,40.373,Ordnr,Carbon
e_n_35_43_ts,unknown,2.232,2.016,28.753,A,0.017,0.774,Ordnr,Nitrogen,3.231,4154.955,A,0.923,41.333,Ordnr,Carbon
e_n_140_56_ts,unknown,3.749,2.037,45.235,A,0.027,0.724,Ordnr,Nitrogen,3.152,6707.437,A,1.526,40.707,Ordnr,Carbon
e_y_350_32_ts,unknown,4.016,2.036,69.634,A,0.042,1.038,Ordnr,Nitrogen,3.129,7502.725,A,1.721,42.848,Ordnr,Carbon
e_n_210_59_ts,unknown,2.089,2.029,32.679,A,0.02,0.939,Ordnr,Nitrogen,3.24,3844.526,A,0.851,40.747,Ordnr,Carbon
e_n_280_62_ts,unknown,3.282,2.031,43.054,A,0.026,0.787,Ordnr,Nitrogen,3.157,6100.448,A,1.38,42.039,Ordnr,Carbon
QC,quality_control,0.837,1.996,140.87,A,0.084,10.017,Ordnr,Nitrogen,3.251,2758.249,A,0.605,72.253,Ordnr,Carbon
e_y_0_3_ts,unknown,3.614,2.028,117.282,A,0.07,1.935,Ordnr,Nitrogen,3.141,6499.24,A,1.476,40.833,Ordnr,Carbon
e_y_0_4_ts,unknown,3.446,2.024,99.625,A,0.059,1.726,Ordnr,Nitrogen,3.147,6270.722,A,1.421,41.225,Ordnr,Carbon
e_y_70_10_ts,unknown,3.01,2.019,76.422,A,0.046,1.519,Ordnr,Nitrogen,3.171,5490.167,A,1.234,41.01,Ordnr,Carbon
e_y_280_28_ts,unknown,3.547,2.024,57.396,A,0.034,0.97,Ordnr,Nitrogen,3.139,6545.909,A,1.487,41.922,Ordnr,Carbon
e_y_280_61_ts,unknown,2.898,2.024,39.804,A,0.024,0.824,Ordnr,Nitrogen,3.177,5471.137,A,1.23,42.44,Ordnr,Carbon
e_n_630_69_ts,unknown,3.215,2.021,99.83,A,0.06,1.854,Ordnr,Nitrogen,3.164,6055.675,A,1.369,42.582,Ordnr,Carbon
e_n_105_51_ts,unknown,2.272,2.027,28.63,A,0.017,0.757,Ordnr,Nitrogen,3.236,4023.323,A,0.892,39.271,Ordnr,Carbon
e_y_105_16_ts,unknown,3.048,2.027,71.798,A,0.043,1.41,Ordnr,Nitrogen,3.192,5412.135,A,1.216,39.893,Ordnr,Carbon
e_n_70_46_ts,unknown,2.88,2.036,31.269,A,0.019,0.652,Ordnr,Nitrogen,3.2,5265.456,A,1.181,41.019,Ordnr,Carbon
e_y_70_9_ts,unknown,3.635,2.043,102.434,A,0.061,1.682,Ordnr,Nitrogen,3.157,6561.588,A,1.491,41.011,Ordnr,Carbon
e_y_105_13_ts,unknown,3.496,2.033,92.493,A,0.055,1.581,Ordnr,Nitrogen,3.156,6313.998,A,1.431,40.933,Ordnr,Carbon
QC,quality_control,0.869,2.011,143.156,A,0.085,9.803,Ordnr,Nitrogen,3.26,2858.208,A,0.627,72.178,Ordnr,Carbon
